序号,采购人,合同名称,分类,理由
5600,渭源县农牧林业局,渭源县农牧局农药残留速测仪设备采购合同,协调能力,组织农业服务
5601,定西市安定区卫生局,定西市安定区卫生局放射防护设备合同,协调能力,组织医疗卫生服务
5602,北京市郊区水务事务中心,农业节水灌溉管材及设备质量控制技术指标技术服务合同,协调能力,组织水务服务
5603,渭源县民政局,渭源县互助老人幸福院床等配套设备采购合同,协调能力,组织民政服务
5604,国家税务总局,国家税务总局网站技术服务与升级完善项目合同,提取能力,增强税务信息化能力
5605,国家测绘局第三大地测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
5606,中国气象科学研究院,西北区域人工影响天气能力建设环境影响评价技术咨询合同,协调能力,组织气象科研服务
5607,沂沭泗水利管理局防汛机动抢险队,淮委沂沭泗防汛抢险队伍抢险能力建设项目设备采购1标合同,协调能力,组织防汛服务
5608,肃州区城市环卫局,肃州区城市环卫局洗扫车等环卫作业车采购项目,协调能力,组织环卫服务
5609,广东省中山市国家税务局,公务车定点维修服务合同,提取能力,支持税务工作
5610,中国科学院地球环境研究所,台式计算机、打印机,协调能力,组织科研服务
5611,玉门市林业局,玉门市林业局昌马河湿地恢复项目,协调能力,组织林业服务
5612,酒泉市人民医院,酒泉市人民医院急诊内科大楼内标示牌设计制作安装采购项目,协调能力,组织医疗卫生服务
5613,中国科学院广州分院,第十七届深圳高交会中科院展区布展工程及相关服务采购项目合同,协调能力,组织科研服务
5614,中国检验检疫科学研究院,高精度有机高分子材料筛查系统采购,合规能力,增强检验检疫科研能力
5615,水利部中国科学院水工程生态研究所,长江委水生所水生态监测平台建设第一批设备采购标段一：水下声学记录跟踪定位系统,协调能力,组织水利科研服务
5616,黄河水利委员会上游水文水资源局,黄河上游水文局水文测报设施设备维修维护项目合同书（二标段）,协调能力,组织水文服务
5617,中国银行业监督管理委员会塔城监管分局,中国银监会塔城监管分局台式电脑采购,合规能力,支持金融监管工作
5618,中国国土资源航空物探遥感中心,服务器采购合同,协调能力,组织国土资源服务
