序号,采购人,合同名称,分类,理由
15600,重庆市国家税务局,重庆政府采购购销合同,提取能力,税务
15601,民乐县财政局,民乐县财政局2015-2016年度财政投资项目评审机构项目,协调能力,财政
15602,临泽县蓼泉镇,临泽县蓼泉镇2015年黑河湿地周边农村生活污水整治污水管网工程,协调能力,基础设施
15603,国家海洋局第二海洋研究所,浮标系统合同,协调能力,海洋
15604,国家海洋局第二海洋研究所,浮游生物拖网维修合同,协调能力,海洋
15605,国家海洋局第二海洋研究所,电法探测仪合同,协调能力,海洋
15606,武威市凉州区职业中等专业学校,武威市凉州区职业中等专业学校冬季取暖及生活用煤采购项目,协调能力,教育
15607,国家新闻出版广电总局五七三台,五七三台多信道接收机采购,协调能力,广电
15608,海关总署物资装备采购中心,海关总署2015年桌面云配套存储设备采购项目合同,提取能力,海关
15609,临泽县沙河镇,临泽县沙河镇化音村村容村貌（道路）一事一议财政奖补项目,协调能力,基础设施
15610,国家海洋局第二海洋研究所,高频三维点式流速仪采购,协调能力,海洋
15611,国家海洋局第二海洋研究所,高空间分辨率剖面仪采购,协调能力,海洋
15612,国家海洋局第二海洋研究所,微波消解仪合同,协调能力,海洋
15613,临泽县平川镇,临泽县平川镇黑河湿地湖泊周边农村生活垃圾及生活污水综合整治项目,协调能力,基础设施
15614,国家深海基地管理中心,购销合同,协调能力,海洋
15615,甘肃省建材学校,甘肃省建材学校混凝土实训基地器材采购项目六标段（二次）,协调能力,教育
15616,重庆市国家税务局,重庆市政府采购销售合同,提取能力,税务
15617,临泽县文化广播影视新闻出版局,临泽县板桥镇文华活动中心改造项目,协调能力,文化
15618,临泽县教育体育局,临泽县教育系统土建工程招标代理、造价咨询公司,工程监理公司项目（一包）,协调能力,教育
15619,甘肃省农产品质量安全监督管理局,甘肃省农产品质量安全追溯体系建设项目政府采购合同,合规能力,质量监督
15620,海关总署物资装备采购中心,海关总署2015年政务信息化系统服务器及网络交换机采购项目合同,提取能力,海关
15621,临泽县民政局,临泽县中心敬老院、老年公寓采暖管道及排水管道工程（第二包）,协调能力,民政
15622,河南省国家税务局,河南省国家税务局系统税务制服制作项目,提取能力,税务
15623,国家深海基地管理中心,档案管理系统采购合同,协调能力,海洋
