序号,采购人,合同名称,分类,理由
17400,财政部信息网络中心,中央预算单位银行账户信息管理系统维护项目技术服务合同,协调能力,政府
17401,财政部信息网络中心,国库收付系统日常维护——国库管理外网信息交换平台运行维护项目技术服务合同,协调能力,政府
17402,重庆市铜梁区围龙镇财政所,重庆市政府采购货物购销合同,协调能力,政府
17403,财政部信息网络中心,银行账户信息管理系统维护项目技术服务合同,协调能力,政府
17404,财政部信息网络中心,国库收付系统日常维护——部门版软件、工资统发系统及非税收入收缴管理系统维护项目技术服务合同,协调能力,政府
17405,财政部信息网络中心,非税收入管理系统票据管理子系统升级改造项目技术开发（委托）合同,协调能力,政府
17406,凉州区新华乡人民政府,凉州区新华乡2013年度退耕还林成果项目,协调能力,农业
17407,财政部信息网络中心,军队转业干部信息管理系统运行维护项目技术服务合同,协调能力,政府
17408,宁波市食品检测中心,宁波市11月份公务车辆采购项目,合规能力,食品检测
17409,重庆市食品药品检验检测研究院,重设市装饰工程施工合同,合规能力,食品药品监管
17410,安徽工程大学,安徽工程大学教学设备采购第18包：户外安全装备箱,协调能力,大学教育
17411,安徽工程大学,安徽工程大学教学设备采购第26包：现代设备,协调能力,大学教育
17412,武威市凉州区古城镇人民政府,武威市凉州区古城镇老年人日间照料中心设施设备采购项目二包,协调能力,民政
17413,中华全国工商业联合会,非公有制经济代表人士综合评价系统开发技术,协调能力,政府
17414,临夏州人民医院,临夏州人民医院迁建项目附属工程相关设备采购及安装项目第一包,协调能力,医疗
17415,中国科学院理化技术研究所,动态热机械分析仪,协调能力,科研
17416,财政部信息网络中心,财政信息化项目管理系统升级改造项目技术开发（委托）合同,协调能力,政府
17417,重庆市林业局,重庆市林业局2011-2013年三峡库区植被恢复项目市级复查（分包二,协调能力,林业
17418,重庆市林业局,重庆市林业局2011-2013年三峡库区植被恢复项目市级复查（分包一）,协调能力,林业
17419,皖西学院,皖西学院3号楼屋面防水工程合同,协调能力,大学教育
17420,上海市普陀区市政管理中心,丹巴路（武宁路-怒江北路）道路整治工程施工总承包合同,协调能力,基础设施
17421,凉州区坏安乡人民政府,凉州区坏安乡惠农服务厅建设项目,协调能力,政府
17422,合肥市城乡建设委员会,环巢湖集镇城市生活垃圾收集转运工程肥西铭传乡、肥东八斗镇磁化炉环评,协调能力,环保
17423,财政部信息网络中心,G20电话和视频会议系统租赁服务项目合同,协调能力,政府
17424,中国气象局气象探测中心,ZQC-T15250国家级探空设备备件管理系统合同,协调能力,气象
17425,中国气象局气象探测中心,ZQC-T15250国家级探空设备备件管理系统合同,协调能力,气象
17426,安徽财经大学,安徽财经大学教学实验设备第16包,协调能力,大学教育
17427,安徽财经大学,安徽财经大学教学实验设备第3包,协调能力,大学教育
17428,重庆图书馆,空调末端设备维修采购,协调能力,文化
17429,重庆市育才职业教育中心,建筑体验馆装修合同,协调能力,教育
17430,重庆图书馆,数字图书馆2014年数字资源数字化加工唯一标识符,协调能力,文化
17431,重庆市育才职业教育中心,班班通合同,协调能力,教育
17432,重庆市育才职业教育中心,学生课桌凳合同,协调能力,教育
17433,重庆图书馆,报告厅门口天棚改造,协调能力,文化
17434,重庆市育才职业教育中心,道闸刷卡系统合同,协调能力,教育
17435,重庆图书馆,电子阅览室电脑采购,协调能力,文化
17436,安徽工业经济职业技术学院,安徽工业经济职业技术学院教学主楼学生课桌椅采购,协调能力,教育
17437,安徽科技学院,安徽科技学院专用仪器仪表设备采购第10包：生化类6,协调能力,大学教育
17438,财政部信息网络中心,财政部机关办公自动化设备耗材协议供货商项目合同,协调能力,政府
17439,财政部信息网络中心,财政部内部控制管理系统项目技术开发（委托）合同,协调能力,政府
17440,合肥市瑶海区重点工程建设管理局,瑶海区重点工程建设管理局建筑涂料战略合作供应商,协调能力,基础设施
17441,财政部信息网络中心,地方财政分析评价系统维护项目合同,协调能力,政府
17442,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院图书科技综合楼报告厅家具采购,协调能力,教育
17443,安徽省公安厅警察训练总队,安徽省公安厅警察训练总队教学楼维修维护工程合同公告,合规能力,公安
17444,甘肃武威黄羊工业园区,甘肃武威黄羊工业园区污水处理厂发电设备系统采购项目,协调能力,园区开发
17445,安徽省种子管理总站,安徽省种子管理总站印刷服务第1包,协调能力,农业
17446,合肥高新城创建设投资有限公司,合肥高新区2015年下半年道路配套路灯采购,协调能力,基础设施
17447,财政部信息网络中心,国有资本经营预算相关系统运行维护项目技术服务合同,协调能力,政府
17448,重庆市万州区水务局,万州区2016年农村饮水安全巩固提升工程（精准扶贫精准脱贫）,协调能力,水务
17449,上海市普陀区利群医院,利群医院大修改造工程环境影响报告,协调能力,医疗
17450,无供应商,龙里县教育局电力工程施工合同,协调能力,教育
17451,重庆市万州区水务局,万州区农村饮水安全巩固提升工程"十三五"规划,协调能力,水务
17452,财政部信息网络中心,预算调整系统升级改造项目技术开发合同,协调能力,政府
17453,北京化工大学,进口代理协议,协调能力,大学教育
17454,无供应商,平县传统村落农村环境综合整治项目生活垃圾设施配套设备采购（政府采购合同）,协调能力,环保
17455,重庆市公安局北部新区分局,重庆市政府采购购销合同,合规能力,公安
17456,重庆市渝北区人民政府大竹林街道办事处,重庆市政府采购购销合同,协调能力,政府
17457,重庆市永川食品药品检验所,重庆市政府采购货物购销合同,合规能力,食品药品监管
17458,重庆市公安局北部新区分局,重庆市政府采购购销合同,合规能力,公安
