序号,采购人,合同名称,分类,理由
3400,湖北省咸宁市国家税务局,湖北省咸宁市国税局投影仪采购,提取能力,增强税收办公能力
3401,慈溪市国家税务局,慈溪市国家税务局台式台式计算机通用配置采购合同,提取能力,增强税收办公能力
3402,江苏省江阴市国税局,江苏省江阴市国税局一体机采购合同,提取能力,增强税收办公能力
3403,中央国家机关政府采购中心,国家图书馆少儿馆家具采购合同（2）：公共阅览家具,协调能力,组织公共文化服务
3404,中央人民广播电台,中央人民广播电台播出站、智监系统等设备采购项目,协调能力,组织广播电视服务
3405,苏州市国家税务局,苏州市国税局便携式计算机采购,提取能力,增强税收办公能力
3406,湖北省恩施土家族苗族自治州国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收办公能力
3407,无供应商,办公家具采购,协调能力,组织公共服务
3408,国家税务总局,福建省泉州市南安市国税局2015年第二季度便携式计算机批量采购,提取能力,增强税收办公能力
3409,中央国家机关政府采购中心,国家图书馆少儿馆家具采购合同（1）：少儿特色家具,协调能力,组织公共文化服务
3410,吉林省长春市高新技术产业开发区国家税务局,中央国家机关政府集中采购,提取能力,增强税收办公能力
3411,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收办公能力
3412,中国地质调查局水文地质环境地质调查中心,设备采购合同,协调能力,组织地质调查服务
3413,国家税务总局,国税系统批量采购合同,提取能力,增强税收办公能力
3414,国家税务总局,苏州市国税局便携式计算机采购,提取能力,增强税收办公能力
3415,国家体育总局体育彩票管理中心,国家体育总局射击射箭运动管理中心老10米气枪管和25米靶场改造项目（体育彩票第二数据中心）-屏蔽机房工程,协调能力,组织公共体育服务
3416,北京国际工程咨询公司,北京中医药大学良乡校区东院西门智能交通系统项目,协调能力,组织教育服务
3417,中国民用航空飞行校验中心,中国民用航空飞行校验中心移动硬盘采购合同,合规能力,增强航空安全监管能力
3418,晋中市国家税务局,空调合同,提取能力,增强税收办公能力
3419,福建省安溪县国家税务局,福建省安溪县国家税务局2015年交换机采购合同,提取能力,增强税收办公能力
3420,陕西国家税务局,陕西省国家税务局普通发票防伪纸采购项目合同,提取能力,增强税收发票管理能力
3421,国家税务总局,黄冈市团风县国税局针式打印机采购合同,提取能力,增强税收办公能力
3422,国家税务局总局,国税系统批量集中采购合同,提取能力,增强税收办公能力
3423,湖北省咸宁市国家税务局,湖北省咸宁市国税局扫描仪采购,提取能力,增强税收办公能力
3424,吉林省白城市大安市国家税务局,吉林省白城市大安市国家税务局-空调,提取能力,增强税收办公能力
