序号,采购人,合同名称,分类,理由
2200,国家图书馆,2015-2016年度善本缩微胶片数字化加工专业服务外包合同（3）,协调能力,组织公共文化服务
2201,国家税务总局,奉化2015激光打印机采购,提取能力,增强税收征管能力
2202,青海省国家税务局,青海省国税局进出口报表及培训资料印刷项目合同,提取能力,增强税收征管能力
2203,北京医院,血细胞分离机采购合同,协调能力,组织公共医疗服务
2204,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,国税系统批量集中采购合同,提取能力,增强税收征管能力
2205,山东省国家税务局,山东省国税系统批量采购协议书,提取能力,增强税收征管能力
2206,青海省国家税务局,青海省国家税务局2014年四季度便携式计算机批量采购合同1,提取能力,增强税收征管能力
2207,西藏区昌都市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2208,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2209,甘肃医学院,甘肃医学院电脑等设备采购项目,协调能力,组织高等教育服务
2210,西藏区昌都市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2211,国土资源部不动产登记中心,中央国家机关政府采购协议供货合同,提取能力,采集不动产登记数据
2212,四川宜宾临港经济技术开发区国家税务局,四川宜宾临港经济技术开发区国家税务局复印机批量集中采购合同,提取能力,增强税收征管能力
2213,福建省宁德市闽东华侨经济开发区国家税务局,东侨国税局二季度采购台式计算机,提取能力,增强税收征管能力
2214,山东省国家税务局,协议书,提取能力,增强税收征管能力
2215,中央人民广播电台,中央人民广播电台调频覆盖工程更新发射机（2014）采购项目,协调能力,组织广播公共服务
2216,青海省国家税务局,青海省国税局２０１５年金税三期台式计算机批量集中采购合同,提取能力,增强税收征管能力
2217,青海省国税局,青海省国税局稽查局便携式计算机批量采购合同,提取能力,增强税收征管能力
2218,国土资源部不动产登记中心,中央国家机关政府采购协议供货合同,提取能力,采集不动产登记数据
2219,北京中医药大学,北京中医药大学国产设备采购合同,协调能力,组织高等教育服务
2220,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2221,国家图书馆,国家图书馆《第五批国家珍贵古籍名录图录》图书采购项目合同,协调能力,组织公共文化服务
