序号,采购人,合同名称,分类,理由
19400,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19401,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19402,广州市国家税务局,广州市政府采购办公家具供货合同,提取能力,税务局负责国税征收管理
19403,广州市国家税务局,广东省政府采购协议供货合同,提取能力,税务局负责国税征收管理
19404,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19405,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19406,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19407,广州市国家税务局,广州市政府采购供货合同,提取能力,税务局负责国税征收管理
19408,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19409,广州市国家税务局,广东省政府采购协议供货合同,提取能力,税务局负责国税征收管理
19410,区环保局,区环保局实验室设备二次采购合同,协调能力,环保部门负责环境监测
19411,区环保局,区环保局仪器设备采购合同,协调能力,环保部门负责环境监测
19412,区环保局,14年农村环境连片整治项目垃圾收运设备合同,协调能力,环保部门负责农村环境治理
19413,区环保局,仪器采购二次第一包合同,协调能力,环保部门负责环境监测
19414,国家统计局新泰调查队,国家统计局新泰调查队台式计算机采购,提取能力,统计调查队负责统计数据采集
19415,国家统计局福建调查总队,福建省直单位网上竞价合同,提取能力,统计调查队负责统计数据采集
19416,国家统计局福建调查总队,福建省政府采购合同,提取能力,统计调查队负责统计数据采集
19417,国家统计局菏泽调查队,菏泽调查队业务办公用房装修工程项目施工合同,提取能力,统计调查队负责统计数据采集
19418,无供应商,政府采购合同,协调能力,政府采购服务
19419,国家统计局东营调查队,国家统计局东营调查队手持采集终端采购项目,提取能力,统计调查队负责统计数据采集
19420,国家统计局潍坊调查队,国家统计局潍坊调查队PDA采购项目,提取能力,统计调查队负责统计数据采集
19421,国家统计局新泰调查队,国家统计局新泰调查队便携式计算机采购,提取能力,统计调查队负责统计数据采集
19422,国家统计局尤溪调查队,尤溪县政府采购购销合同,提取能力,统计调查队负责统计数据采集
19423,国家统计局新泰调查队,国家统计局新泰调查队空调采购,提取能力,统计调查队负责统计数据采集
19424,国家统计局福州调查队,福州市政府采购协议供货合同,提取能力,统计调查队负责统计数据采集
19425,国家统计局泰安调查队,中央国家机关政府采购合同,提取能力,统计调查队负责统计数据采集
19426,国家统计局泰安调查队,国家统计局泰安调查队外业调查系统产品采购合同,提取能力,统计调查队负责统计数据采集
19427,国家统计局枣庄调查队,国家统计局枣庄调查队一体机电脑采购合同,提取能力,统计调查队负责统计数据采集
19428,国家统计局黑龙江调查总队,黑龙江省政府采购合同,提取能力,统计调查队负责统计数据采集
19429,国家统计局德州调查队,打印机1台,提取能力,统计调查队负责统计数据采集
19430,广州市国家税务局,广州市政府采购印刷品供货合同,提取能力,税务局负责国税征收管理
19431,国家统计局,国家统计局视频会议系统升级改造LED主发光高清电视项目,提取能力,统计局负责统计数据管理
19432,国家统计局济宁调查队,国家统计局济宁调查队外业调查系统产品采购项目,提取能力,统计调查队负责统计数据采集
19433,国家统计局济南调查队,国家统计局济南调查队外业调查系统产品采购项目,提取能力,统计调查队负责统计数据采集
19434,广州市国家税务局,广州市政府采购合同,提取能力,税务局负责国税征收管理
19435,国家统计局漳州调查队,格力空调购销协议,提取能力,统计调查队负责统计数据采集
19436,国家统计局德州调查队,便携式计算机2台,提取能力,统计调查队负责统计数据采集
19437,广州市国家税务局,广州市政府采购合同,提取能力,税务局负责国税征收管理
