序号,采购人,合同名称,分类,理由
600,中国林业科学研究院,中国林业科学研究院本级青海共和荒漠生态系统定位站建设项目采购合同,协调能力,组织林业科学研究
601,中华人民共和国江苏出入境检验检疫局,电子显微镜,合规能力,增强检验检疫能力
602,宁波市国家税务局,宁波市国家税务局硬件维保与桌面运维服务合同,提取能力,增强税收征管能力
603,北京中医药大学,慕课视频制作项目-中药安全用药导论,协调能力,组织高等教育服务
604,北京中医药大学,慕课视频制作项目-针灸学导论,协调能力,组织高等教育服务
605,全国人大会议中心,主楼视频监控系统改造工程合同,协调能力,组织政务服务保障
606,北京中医药大学,窗帘和晾衣杆,协调能力,组织高等教育服务
607,北京中医药大学,学生公寓桌椅,协调能力,组织高等教育服务
608,国家海洋局天津海水淡化与综合利用研究所,液压传动式聚四氟乙烯中空纤维膜推压成型实验装置购销合同,协调能力,组织海洋科学研究
609,北京中医药大学,计算机机房,协调能力,组织高等教育服务
610,全国人大会议中心,会议中心厨房设备采购合同,协调能力,组织政务服务保障
611,北京中医药大学,慕课视频制作项目-中医诊断学,协调能力,组织高等教育服务
612,北京中医药大学,低温恒温反应浴等,协调能力,组织高等教育服务
613,北京中医药大学,安防系统,协调能力,组织高等教育服务
614,北京中医药大学,语音室,协调能力,组织高等教育服务
615,全国人大会议中心,主楼五层天幕遮阳节能工程合同,协调能力,组织政务服务保障
616,北京中医药大学,电磁开水器,协调能力,组织高等教育服务
617,厦门市国家税务局,小型机采购项目,提取能力,增强税收征管能力
618,北京中医药大学,背力计、上肢与认知整合评测训练系统,协调能力,组织高等教育服务
619,北京中医药大学,多媒体设备,协调能力,组织高等教育服务
620,北京中医药大学,关节角度计等,协调能力,组织高等教育服务
621,北京中医药大学,动物跑步机,协调能力,组织高等教育服务
622,北京中医药大学,精品录播教室,协调能力,组织高等教育服务
623,北京中医药大学,实验台,协调能力,组织高等教育服务
624,北京中医药大学,一卡通综合系统设备,协调能力,组织高等教育服务
625,北京中医药大学,新校区通道设备,协调能力,组织高等教育服务
626,北京中医药大学,分体空调,协调能力,组织高等教育服务
627,北京中医药大学,教学楼门禁,协调能力,组织高等教育服务
628,北京中医药大学,电动病床等,协调能力,组织高等教育服务
629,国家旅游局信息中心,中央国家机关政府集中采购网上竞价合同,协调能力,组织旅游公共服务
630,北京中医药大学,大鼠旷场箱、双足平衡测试仪,协调能力,组织高等教育服务
631,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
632,北京中医药大学,财务信息系统,协调能力,组织高等教育服务
