序号,采购人,合同名称,分类,理由
9800,甘肃省电化教育中心,甘肃省利用"全面改簿"资金集中建设"班班通"教室政府采购项目合同（第十二包）,协调能力,教育信息化建设
9801,甘肃省平凉市第一中学,甘肃省平凉市第一中学化学探究实验室和地理专用教室项目,协调能力,中学实验室建设
9802,安徽电子信息职业技术学院,安徽电子信息职业技术学院教育教学设备第1包,协调能力,职业教育设施
9803,中国地质科学院地球物理地球化学勘查研究所,委托业务合同,协调能力,地质科研业务
9804,甘肃省公安厅交通警察总队高速公路第三支队指定地点,甘肃省公安厅交通警察总队高速公路第三支队暨柳湖大队业务技术用房电梯采购,合规能力,交警设施建设
9805,安徽省水文局,安徽省中小河流水文监测系统建设第2包,协调能力,水文监测系统
9806,平凉市公安局,平凉市公安局多波段光源器材装备、文件检验设备及数码比较显微镜采购项目,合规能力,公安刑侦设备
9807,渭源县教育体育局,渭源县兰渭希望小学等27所学校电脑等设备,协调能力,学校信息化设施
9808,安徽医科大学,安医大图书馆期刊图书采购第4包,协调能力,医学教育资源
9809,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9810,甘肃省电化教育中心,甘肃省利用"全面改簿"资金集中建设"班班通"教室政府采购项目合同（第十九包）,协调能力,教育信息化建设
9811,平凉军用饮食供应站,平凉军用饮食供应站食堂采购项目,合规能力,军事后勤保障
9812,合肥供水集团有限公司,供水集团GNSS基准站及流动站设备采购第1包,协调能力,供水基础设施
9813,平凉市档案局,平凉市档案局数字档案馆建设采购项目,协调能力,档案信息化建设
9814,中国农业电影电视中心,中国农业电影电视中心"一体化数字摄影机"等影视设备采购项目——第二包无线话筒、返送音箱、5.1监听系统,协调能力,农业宣传设备
9815,渭源县第二中学,渭源县第二中学一体机供货合同,协调能力,学校教学设备
9816,平凉市公安局,平凉市公安局帮扶双联点太阳能路灯采购项目,合规能力,公安帮扶工程
9817,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9818,甘肃省农村能源办公室,甘肃省2014年中央预算内投资农村沼气项目设备物资采购,协调能力,农村能源建设
9819,华北科技学院,华北科技学院安全主体专业教研设备政府采购项目,协调能力,高等教育设施
9820,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9821,中国地质科学院地球物理地球化学勘查研究所,委托业务合同,协调能力,地质科研业务
9822,中国科学院大气物理研究所,单颗粒黑炭气溶胶质谱仪和总量含水量仪,协调能力,大气科研设备
9823,武威市凉州区吴家井乡,武威市凉州区吴家井乡2013年农村环境连片整治项目合同,协调能力,农村环境整治
9824,中共岷县县委组织部,岷县村级组织活动场所办公设备政府采购合同,协调能力,基层党建设施
9825,平凉市植保植检站,平凉市植保植检站马铃薯晚疫病防控项目,协调能力,农业病虫害防控
9826,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9827,渭源县水务局,渭源县农村饮水安全工程水质检测中心配套设施供货合同,协调能力,农村饮水安全
9828,天水市环境保护局,天水市环境保护局大气污染防治设备采购项目（第二包）,协调能力,环境保护设备
9829,平凉市中心血站,平凉市中心血站无偿献血屋项目,协调能力,医疗卫生设施
9830,中国农业电影电视中心,中国农业电影电视中心"一体化数字摄影机"等影视设备采购项目——第一包货物类合同,协调能力,农业宣传设备
9831,合肥市瑶海区大通路街道办事处,合肥市东大街三角岛拆迁安置房前期物业,协调能力,社区物业管理
9832,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9833,平凉市中心血站,平凉市中心血站仪器设备采购项目,协调能力,医疗卫生设备
9834,甘肃省公安厅,甘肃省公安厅厅机关2015年度保安服务合同,合规能力,公安安保服务
9835,天水市环境保护局,天水市环境保护局大气污染防治设备采购项目（第一包),协调能力,环境保护设备
9836,平凉市中心血站,平凉市中心血站仪器设备采购项目,协调能力,医疗卫生设备
9837,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9838,中国科学院大气物理研究所,太阳分光光度计,协调能力,大气科研设备
9839,平凉市公安局,平凉市公安局刑警支队DNA检验设备项目,合规能力,公安刑侦设备
9840,甘肃省平凉市人民检察院,甘肃省平凉市人民检察院办公设备,合规能力,检察机关设施
9841,中国农业电影电视中心,背景制作音乐著作权许可使用合同,协调能力,农业宣传服务
9842,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9843,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9844,甘肃省电化教育中心,甘肃省利用"全面改簿"资金集中建设"班班通"教室政府采购项目合同（第十包）,协调能力,教育信息化建设
9845,平凉市中级人民法院,平凉市中级人民法院全市法院人民法庭视频会议系统采购项目,合规能力,法院信息化建设
9846,平凉市植保植检站,平凉市植保植检站小麦重大病虫统防统治采购项目,协调能力,农业病虫害防控
9847,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9848,安徽省发展和改革委员会,提升安徽省食品产业竞争力和安全水平研究,协调能力,发改政策研究
9849,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9850,甘肃省核与辐射安全中心,甘肃省核与辐射安全中心2015年核与辐射安全监管及应急能力项目,合规能力,核安全监管
9851,天水生产力促进中心,天水生产力促进中心先进装备制造业服务平台采购合同,协调能力,科技服务平台
9852,国家海洋局大连海洋环境监测中心站,摄像机网上竞价合同,协调能力,海洋监测设备
9853,中国科学院西安光学精密机械研究所,中央国家机关政府采购合同,协调能力,光学科研采购
9854,甘肃省电化教育中心,甘肃省利用"全面改簿"资金集中建设"班班通"教室政府采购项目合同（第十六包）,协调能力,教育信息化建设
