序号,采购人,合同名称,分类,理由
300,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
301,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
302,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
303,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
304,贵州省国家税务局,贵州省国家税务局政府采购合同,提取能力,增强税收征管能力
305,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
306,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
307,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
308,有色金属工业人才中心,有色金属私有云服务器虚拟化及安全系统集成政府采购合同,协调能力,组织行业信息服务
309,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
310,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
311,贵州省国家税务局,贵州省国家税务局政府采购合同,提取能力,增强税收征管能力
312,北京化工大学,购销合同,协调能力,组织高等教育服务
313,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
314,贵州省国家税务局,贵州省国家税务局政府采购合同,提取能力,增强税收征管能力
315,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
316,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
317,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
318,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
319,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
320,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
321,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
322,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
323,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
324,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
325,中国科学技术协会科学技术普及部,2015年科普信息化建设工程项目合同书,协调能力,组织科普公共服务
326,国家基础地理信息中心,国家基础地理信息中心2015年度备份系统运行维护服务项目合同,提取能力,采集地理信息数据
327,贵州省国家税务局,贵州省国家税务局政府采购合同,提取能力,增强税收征管能力
328,中国电子口岸数据中心,采购合同,提取能力,增强海关数据采集
329,湖北省国家税务局,湖北省国家税务局税务制服制作项目,提取能力,增强税收征管能力
330,酒泉市顺帆工程监理有限责任公司,酒泉市肃州区下河清乡农产品交易市场建设工程,协调能力,组织农业产业发展
331,厦门出入境检验检疫局机关服务中心,不锈钢排污泵采购合同,合规能力,增强检验检疫能力
332,中华人民共和国厦门出入境检验检疫局,中央国家机关政府采购网上竞价合同,合规能力,增强检验检疫能力
333,无供应商,贵州大学仪器设备采购合同,协调能力,组织高等教育服务
334,无供应商,贵州大学仪器设备采购合同,协调能力,组织高等教育服务
335,湖北省国家税务局,湖北省国家税务局税务制服制作项目,提取能力,增强税收征管能力
336,中华人民共和国厦门出入境检验检疫局,中央国家机关政府采购网上竞价合同,合规能力,增强检验检疫能力
337,厦门出入境检验检疫局,物业服务合同,合规能力,增强检验检疫能力
338,北京理工大学,中文图书采购合同,协调能力,组织高等教育服务
339,广河县林业局,广河县林业局2014年巩固退耕还林成果树苗采购项目,协调能力,组织生态保护工程
340,广河县林业局,广河县林业局2014年巩固退耕还林成果太阳能热水器采购项目,协调能力,组织农村能源建设
341,北京理工大学,中文图书采购合同,协调能力,组织高等教育服务
342,北京理工大学,中文图书采购合同,协调能力,组织高等教育服务
343,国家基础地理信息中心,全国基准站数据汇集交换系统软件开发合同,提取能力,采集地理信息数据
344,北京理工大学,中文图书采购合同,协调能力,组织高等教育服务
345,广河县林业局,广河县林业局2012年造林补贴树苗采购项目,协调能力,组织生态保护工程
346,北京化工大学,政府采购合同,协调能力,组织高等教育服务
347,中国电影科学技术研究所,中国电影科学技术研究所政府采购项目合同书,协调能力,组织文化科技服务
348,黑龙江省测绘科学研究所,中央国家机关政府集中采购电子验收单,提取能力,采集测绘信息数据
349,淮安市淮安区国家税务局,淮安市淮安区国家税务局自助办税终端采购项目合同,提取能力,增强税收征管能力
350,黑龙江省测绘科学研究所,中央国家机关政府集中采购电子验收单,提取能力,采集测绘信息数据
351,国家海洋局财务装备司,国家海洋局船舶保险协议书,协调能力,组织海洋公共服务
352,中央电视台,库房租赁合同,协调能力,组织广播电视服务
353,宕昌县政府采购办公室,政府采购办零散采购供货合同,协调能力,政府日常运营
354,四川省荥经县气象局,中央国家机关政府采购网上竞价合同,协调能力,组织气象公共服务
355,中央民族大学,大学物理实验中心基础实验室建设项目,协调能力,组织高等教育服务
356,东乡县人民法院,东乡县人民法院信息化装备采购项目合同,合规能力,增强司法审判能力
357,北京化工大学,政府采购合同,协调能力,组织高等教育服务
358,临夏州药品检验检测中心,临夏州药品检验检测中心实验室仪器设备采购项目,合规能力,增强药品检验能力
359,中国极地研究中心,中国极地研究中心显示器采购项目,协调能力,组织极地科学研究
360,北京化工大学,成交合同,协调能力,组织高等教育服务
361,中国农业电影电视中心,《乡村法制剧场》栏目包装及普法宣传小片制作合同,协调能力,组织农业宣传服务
362,临夏市教育局,临夏市新建幼儿园设备采购项目,协调能力,组织教育公共服务
363,中国服务外包研究中心,中国服务外包交易平台软件开发及系统运维项目合同,协调能力,组织服务外包研究
364,中国极地研究中心,中国极地研究中心惠普多功能一体机采购项目,协调能力,组织极地科学研究
365,水利部水库移民开发局,水利部水库移民开发局扫描仪采购项目,协调能力,组织水利移民服务
366,中国服务外包研究中心,中国服务外包数据中心系统维护与软件开发项目合同书,协调能力,组织服务外包研究
367,天津市国家税务局,天津市国家税务局内控机制信息化系统开发项目合同,提取能力,增强税收征管能力
