序号,采购人,合同名称,分类,理由
2400,徽县第四中学,徽县第四中学供暖用煤采购项目,协调能力,组织基础教育服务
2401,中国极地研究中心,中国极地研究中心联想移动工作站采购项目,协调能力,组织极地科学研究
2402,长春市宽城区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2403,中国极地研究中心,中国极地研究中心联想图形工作站采购项目,协调能力,组织极地科学研究
2404,长春市宽城区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2405,国家图书馆,中国记忆项目2015年视频文献资源拍摄制作服务外包合同,协调能力,组织公共文化服务
2406,中国传媒大学,2015第012号南院地热井房管道更换,协调能力,组织高等教育服务
2407,卫生部北京医院,移动式数字摄影X线系统采购合同,协调能力,组织公共医疗服务
2408,山东省国家税务局,山东省国家税务局网上办税平台预申请功能拓展开发项目,提取能力,增强税收征管能力
2409,江苏省苏州市国家税务局,苏州市国税局综合业务大楼物业管理采购,提取能力,增强税收征管能力
2410,青海省税务干部学校,国税系统批量集中采购合同,提取能力,增强税务培训能力
2411,无供应商,工程合同书,协调能力,测试数据无法分类
2412,四川宜宾临港经济技术开发区国家税务局,四川宜宾临港经济技术开发区国家税务局打印机批量集中采购合同,提取能力,增强税收征管能力
2413,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2414,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2415,中国极地研究中心,中国极地研究中心DELL图形工作站采购项目,协调能力,组织极地科学研究
2416,长春市宽城区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2417,国家图书馆,国家图书馆2015年度新媒体自有版权资源内容加工与制作项目-文化播报等图文类资源加工子项目服务采购项目专业服务外包合同,协调能力,组织公共文化服务
2418,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2419,青海省税务干部学校,国税系统办公设备类产品协议供货合同,提取能力,增强税务培训能力
2420,中国极地研究中心,中国极地研究中心图形工作站主机采购项目,协调能力,组织极地科学研究
2421,中国地质科学院勘探技术研究所,青南藏北冻土区天然气水合物资源勘查钻探施工委托合同,提取能力,采集地质资源数据
2422,国家图书馆,国家图书馆2015年民国报纸缩微胶卷数字化加工专业服务外包合同（1）,协调能力,组织公共文化服务
2423,四川省宜宾县国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2424,韩城市国家税务局,陕西省韩城市国税局综合业务办公用房维修项目合同,提取能力,增强税收征管能力
2425,中央人民广播电台,中央人民广播电台电视系统升级改造项目,协调能力,组织广播公共服务
2426,中国福利彩票发行管理中心,山东卫视福彩开奖节目播出合同,协调能力,组织社会福利服务
2427,国家税务总局,奉化2015针式打印机采购,提取能力,增强税收征管能力
2428,国家图书馆,国家图书馆2015年度网络信息保存项目-国内专题和国外网站保存子项目服务采购项目专业服务外包合同,协调能力,组织公共文化服务
2429,中央人民广播电台,中央人民广播电台电视系统升级改造项目,协调能力,组织广播公共服务
2430,山东省国家税务局,山东省国家税务局防篡改软件维保项目,提取能力,增强税收征管能力
2431,淮滨县国家税务局,河南省信阳市淮滨县国税局激光打印机批量集中采购合同,提取能力,增强税收征管能力
2432,卫生部北京医院,临床思维训练系统采购合同,协调能力,组织公共医疗服务
2433,水利部珠江水利委员会,西江干流生态调度方案制定(2015年),协调能力,组织水资源调度
2434,山东省国家税务局,山东省国家税务局网闸维保项目,提取能力,增强税收征管能力
2435,中国传媒大学,北京新华书店首都发行所有限公司图书采购合同,协调能力,组织高等教育服务
2436,中央人民广播电台,中央人民广播电台电视系统升级改造项目,协调能力,组织广播公共服务
2437,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2438,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2439,长春市宽城区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2440,中国极地研究中心,中国极地研究中心移动工作站采购项目,协调能力,组织极地科学研究
2441,合浦县国家税务局,广西国税系统空调批量集中采购合同,提取能力,增强税收征管能力
2442,水利部珠江水利委员会,新形势下潖江蓄滞洪区启动条件与运用方案研究,协调能力,组织防洪减灾服务
2443,长春市宽城区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2444,通渭县教育体育局,通渭县教育体育局2014年和2015年全面改善贫困地区义务教育薄弱学校办学条件设备购置类采购项目二次,协调能力,组织基础教育服务
2445,中国美术馆,中国美术馆藏品普查办公室交换机采购合同,协调能力,组织公共文化服务
2446,山东省国家税务局,山东省国家税务局税收收入管理系统开发项目,提取能力,增强税收征管能力
2447,宁波杭州湾新区国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2448,商务部机关服务局,中央国家机关政府集中采购电子验收单,协调能力,组织商务公共服务
2449,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,吉林省通化市东昌区国家税务局便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2450,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,吉林省通化市东昌区国家税务局便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2451,黄河流域水资源保护局,中央国家机关政府采购网上竞价合同,提取能力,采集水资源数据
2452,国家土地督察北京局,中央国家机关政府采购合同,合规能力,增强国土督察能力
2453,北京化工大学,代理协议,协调能力,组织高等教育服务
2454,甘肃省永靖县旅游局,永靖县旅游局燃气锅炉、及附属设备销售合同,协调能力,组织旅游公共服务
2455,南京市国家税务局,南京市国税局存储设备扩容采购合同,提取能力,增强税收征管能力
2456,国家图书馆,国家图书馆名称规范及连续出版物元数据整合专业服务外包合同,协调能力,组织公共文化服务
2457,文化部艺术发展中心,文化部艺术发展中心办公设备采购合同,协调能力,组织公共文化服务
2458,国家体育总局体育彩票管理中心,中国体育彩票第二数据中心柴油发电机组项目,协调能力,组织体育彩票服务
2459,国家税务总局,宁海县国家税务局打印机批量采购合同,提取能力,增强税收征管能力
2460,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年1季度台式计算机批量集中采购合同,提取能力,增强税收征管能力
2461,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年3月投影机协议供货合同,提取能力,增强税收征管能力
2462,江西省吉安市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2463,文化部艺术发展中心,文化部艺术发展中心相机配件采购合同,协调能力,组织公共文化服务
2464,冷湖行政委员会国家税务局,青海省海西州冷湖行政委员会国家税务局电视机采购合同,提取能力,增强税收征管能力
2465,江苏省江阴市国税局,江苏省江阴市国税局服务器采购,提取能力,增强税收征管能力
2466,吉林省通化市东昌区国家税务局,吉林省通化市东昌区国家税务局台式计算机集中采购合同,提取能力,增强税收征管能力
2467,无供应商,SE系列乘客电梯设备安装制作订货合同书,协调能力,组织公共设施建设
2468,北京化工大学,北京化工大学东校区二级计量器具改造项目,协调能力,组织高等教育服务
2469,宁波市政府采购中心,奉化2015车辆保险,提取能力,增强税收征管能力
2470,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年3季度复印机批量集中采购合同,提取能力,增强税收征管能力
2471,国家体育总局体育彩票管理中心,中国体育彩票第二数据中心气体灭火系统采购项目,协调能力,组织体育彩票服务
2472,文化部艺术发展中心,文化部艺术发展中心摄像机采购合同,协调能力,组织公共文化服务
2473,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,吉林省通化市东昌区国家税务局便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2474,国家税务总局,国税系统空调类产品协议供货合同,提取能力,增强税收征管能力
2475,商务部机关服务局,中央单位批量集中采购简易合同,协调能力,组织商务公共服务
2476,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2477,无供应商,合同,协调能力,测试数据无法分类
2478,陇南市卫生监督所,中标订货合同,合规能力,增强卫生监督能力
2479,国家税务总局,江苏省太仓市国家税务局采购五台扫描仪,提取能力,增强税收征管能力
2480,国家税务总局,江苏省太仓市国家税务局采购十台打印机,提取能力,增强税收征管能力
2481,水利部水利水电规划设计总院,全国地下水管理模型总体设计,提取能力,采集地下水数据
2482,中国国家博物馆,电气设备代维护协议书,协调能力,组织公共文化服务
2483,国家税务总局,江苏省太仓市国家税务局稽查局采购一台复印机,提取能力,增强税收征管能力
2484,国家税务总局,江苏省太仓市国家税务局采购二台挂壁式空调,提取能力,增强税收征管能力
2485,中国海监第六支队,中国海监61船2015年厂修合同书,合规能力,增强海洋执法能力
2486,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,吉林省通化市东昌区国家税务局便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2487,国家税务总局,江苏省太仓市国家税务局采购一台传真机,提取能力,增强税收征管能力
2488,国家税务总局,江苏省太仓市国税稽查局采购二十台台式一体机,提取能力,增强税收征管能力
2489,北京外国语大学,北京外国语大学校医院医疗设备采购项目,协调能力,组织高等教育服务
2490,水利部水利水电规划设计总院,河流水资源综合服务信息与决策支持系统总体方案设计及数据库建设,提取能力,采集水资源数据
2491,江西省吉安市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2492,国家税务总局,国税系统打印机批量集中采购合同,提取能力,增强税收征管能力
2493,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年8月空调协议供货合同,提取能力,增强税收征管能力
2494,水利部水利水电规划设计总院,全国重点地区洪水风险图编制项目全国成果集成分析与协助汇总,协调能力,组织防洪减灾服务
2495,中国海洋报社,中国海洋报社全媒体采编一体化平台建设项目合同书,协调能力,组织海洋宣传服务
2496,环境保护部核与辐射安全中心,环境保护部核与辐射安全中心辐射环境监测实验室设备采购包一合同书,合规能力,增强核辐射监管
2497,中央电视台,2015BIRTV设备租赁服务,协调能力,组织广播电视服务
2498,国家税务总局,国家税务总局金税三期工程第二阶段中央投资部分监理服务项目,提取能力,增强税收征管能力
2499,宁波市国家税务局,宁海县国家税务局税务制服制作合同,提取能力,增强税收征管能力
2500,国家税务总局,江苏省太仓市国家税务局采购十台台式计算机,提取能力,增强税收征管能力
2501,北京医院,北京医院南楼超声信息系统采购合同,协调能力,组织公共医疗服务
2502,国家体育总局体育彩票管理中心,国家体育总局体育彩票管理中心会议室音频设备采购合同,协调能力,组织体育彩票服务
2503,中国人民银行,中国人民银行小型机及存储设备技术支持服务（二次）采购合同,提取能力,增强金融数据处理
2504,白城市国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2505,舟曲县司法局,舟曲县司法局社区矫正监管中心设备采购项目合同,合规能力,增强司法矫正能力
2506,水利部水利水电规划设计总院,全国蓄滞洪区基础信息管理平台开发,协调能力,组织防洪减灾服务
2507,北京化工大学,北京化工大学西校区教学楼课桌椅购置项目,协调能力,组织高等教育服务
2508,国家税务总局2015年第三季度国税系统PC机批量集中采购项目第II包便携式计算机中标公告,吉林省通化市东昌区国家税务局便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2509,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年1季度打印机批量集中采购合同,提取能力,增强税收征管能力
2510,国家税务总局,江苏省太仓市国家税务局采购三十五台台式一体机,提取能力,增强税收征管能力
2511,北京化工大学,代理协议,协调能力,组织高等教育服务
2512,中央人民广播电台,2015年中央人民广播电台民族节目中心音视频采编设备采购项目,协调能力,组织广播公共服务
2513,海关总署物资装备采购中心,缉私局2015年度缉私系统运维项目合同书,合规能力,增强海关缉私能力
2514,江西省吉安市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2515,卫生部北京医院,肺通气-灌注显像三维定量分析工作站采购合同,协调能力,组织公共医疗服务
2516,中国海监第六支队,国家海洋局东海分局中国海监66船2015年特检修理项目合同书,合规能力,增强海洋执法能力
2517,国家体育总局体育彩票管理中心,国家体育总局体育彩票管理中心第二数据中心（灾备中心）配电室设备采购及安装,协调能力,组织体育彩票服务
2518,国家税务总局,江苏省太仓市国家税务局采购六台A3打印机,提取能力,增强税收征管能力
2519,山东省国家税务局,山东省国家税务局硅PU采购,提取能力,增强税收征管能力
2520,无供应商,遵义市新型农村合作医疗大病医疗保险所需承保机构项目合同,协调能力,组织医疗保障服务
2521,山东省国家税务局（机关）,山东省国税局购网络廉政教育平台视频播放服务器,提取能力,增强税收征管能力
2522,国家税务总局,奉化2015台式计算机采购,提取能力,增强税收征管能力
2523,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年1季度打印机批量集中采购合同,提取能力,增强税收征管能力
2524,山东省国家税务局,山东省国家税务局干部档案信息化建设项目,提取能力,增强税收征管能力
2525,江西省吉安市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2526,中医药产业发展局,中医药产业发展局办公设备采购,协调能力,组织中医药服务
2527,湖北省国家税务局,湖北省国税局机房扩建改造项目设计施工总承包合同,提取能力,增强税收征管能力
2528,文化部艺术发展中心,文化部艺术发展中心移动硬盘采购合同,协调能力,组织公共文化服务
2529,吉林省国家税务局,吉林省桦甸市国家税务局自助办税终端设备采购合同,提取能力,增强税收征管能力
2530,北京医院,电动监护病床采购合同,协调能力,组织公共医疗服务
2531,国家税务总局,江苏省太仓市国家税务稽查局采购七台便携式计算机,提取能力,增强税收征管能力
2532,国家税务总局,江苏省太仓市国家税务局采购一台打印机,提取能力,增强税收征管能力
2533,中央电视台,展台搭建BIRTV,协调能力,组织广播电视服务
2534,中央人民广播电台,中央人民广播电台业务楼无负压供水项目,协调能力,组织广播公共服务
2535,北京化工大学,代理协议,协调能力,组织高等教育服务
2536,北京医院,北京医院神外导管室耗材管理系统采购合同,协调能力,组织公共医疗服务
2537,北京医院,高级电动病床、全面护理高档电动监护病床采购合同,协调能力,组织公共医疗服务
2538,中国海监第六支队,中国海监68船2015年厂修合同书,合规能力,增强海洋执法能力
2539,河北省唐山市海港经济开发区国税局,河北省唐山市海港经济开发区国税局2015年2季度便携式计算机批量集中采购合同,提取能力,增强税收征管能力
2540,国家税务总局,江苏省太仓市国家税务局采购一台复印机,提取能力,增强税收征管能力
2541,中华人民共和国二连海关,二连海关地下车库涡轮硬质快速门采购合同,合规能力,增强海关查验能力
2542,国家税务总局,宁海县国家税务局计算机批量采购项目,提取能力,增强税收征管能力
2543,国家税务总局,江苏省太仓市国家税务局采购三台打印机,提取能力,增强税收征管能力
2544,宁波市国家税务局,宁海县国家税务局空调采购合同,提取能力,增强税收征管能力
2545,山东省国家税务局,山东省国家税务局分布式流量捕获系统采购项目,提取能力,增强税收征管能力
2546,水利部珠江水利委员会,国家防汛抗旱指挥系统二期工程珠江流域综合数据库建设及综合信息服务系统开发,提取能力,采集水利信息数据
2547,河南省商城县国家税务局,河南省信阳市商城县国税局台式计算机（批量）采购合同,提取能力,增强税收征管能力
2548,国家税务总局,湖北省黄石市国家税务局机关扫描仪采购,提取能力,增强税收征管能力
2549,中国农业电影电视中心,中国农业电影电视中心媒资编目服务,协调能力,组织农业宣传服务
2550,中央芭蕾舞团,北京市建设工程施工合同,协调能力,组织文化艺术服务
2551,山东省日照市国家税务局,山东省日照市国税局H3C交换机采购合同,提取能力,增强税收征管能力
2552,天津地质矿产研究所,天津地质矿产研究所设备采购项目——电感耦合等离子发射光谱仪采购合同书,提取能力,采集地质调查数据
2553,国家基础地理信息中心,2015年国家航空航天遥感影像获取项目采购合同,提取能力,采集地理遥感数据
2554,中央芭蕾舞团,中央国家机关政府集中采购电子验收单,协调能力,组织文化艺术服务
2555,无供应商,购销合同,协调能力,测试数据无法分类
2556,中央芭蕾舞团,中央国家机关网上竞价采购合同,协调能力,组织文化艺术服务
2557,瓮安县国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2558,山东省日照市国家税务局,山东省日照市国家税务局扫描仪采购合同,提取能力,增强税收征管能力
2559,中国传媒大学,北京人天书店有限公司合同,协调能力,组织高等教育服务
2560,中国特种设备检测研究院,便携式计算机,合规能力,增强特种设备监管
2561,中国特种设备检测研究院,复印机,合规能力,增强特种设备监管
2562,中国特种设备检测研究院,便携式计算机,合规能力,增强特种设备监管
2563,无供应商,办公设备采购,协调能力,测试数据无法分类
2564,集安市国家税务局,吉林省通化市集安市国家税务局2015年三季度台式计算机批量采购计划,提取能力,增强税收征管能力
2565,东乡县委统战部,东乡县两个共同示范建设工程项目合同,协调能力,组织民族团结服务
2566,中国特种设备检测研究院,打印机,合规能力,增强特种设备监管
2567,无供应商,贵州大学仪器设备采购合同,协调能力,组织高等教育服务
2568,中国计量技术开发总公司,慢应变速率应力腐蚀实验系统,合规能力,增强计量检测能力
2569,中央芭蕾舞团,中央国家机关政府网上竞价采购合同,协调能力,组织文化艺术服务
2570,中央芭蕾舞团,北京市建设工程施工合同,协调能力,组织文化艺术服务
2571,大连市金州区国家税务局,大连市金州区国家税务局登沙河税务所综合业务办公用房修缮项目施工合同,提取能力,增强税收征管能力
2572,中国人民银行,中国人民银行系统2015年第一批业务用台式计算机（第一包）采购合同,提取能力,增强金融数据处理
2573,国家税务总局,湖北省黄石市国家税务局机关多功能一体机采购,提取能力,增强税收征管能力
2574,北京医院,北京医院医学影像中心建设（软件部分）采购合同,协调能力,组织公共医疗服务
2575,宁波市江北区国家税务局,机动车保险,提取能力,增强税收征管能力
2576,文化部全国公共文化发展中心,2015年中国文化馆年会公共文化服务创新成果展策划设计及搭建项目政府采购合同,协调能力,组织公共文化服务
2577,中央芭蕾舞团,中央国家机关政府集中采购电子验收单,协调能力,组织文化艺术服务
2578,太湖流域水文水资源监测中心（太湖流域水环境监测中心）,太湖局浙皖水环境监测分中心水资源监测能力建设项目国产设备采购安装工程合同,提取能力,采集水环境数据
2579,南京市国家税务局,南京市国税局高清视频终端及扩容采购合同,提取能力,增强税收征管能力
2580,水利部珠江水利委员会,国家防汛抗旱指挥系统二期工程珠江流域系统集成与应用整合,协调能力,组织防汛抗旱服务
2581,中央芭蕾舞团,中央芭蕾舞团监控系统升级改造工程合同,协调能力,组织文化艺术服务
2582,水利部珠江水利委员会,国家防汛抗旱指挥系统二期工程珠江委项目计算机网络与安全系统—安全认证网关及防汛抗旱业务等级保护改造,协调能力,组织防汛抗旱服务
2583,中华人民共和国二连海关,二连海关旧办公楼改造宿舍工程,合规能力,增强海关查验能力
2584,双阳区国家税务局,双阳区国税局台式计算机政府采购合同,提取能力,增强税收征管能力
2585,国家税务总局,吉林省通化市通化县2015年第三季度国税系统针式打印机批量集中采购合同,提取能力,增强税收征管能力
2586,郑州市金水区国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2587,中国人民银行,中国人民银行财务管理系统、账户系统设备维保服务采购项目采购项目,提取能力,增强金融数据处理
2588,二连海关、二连海关缉私局,中华人民共和国二连海关建筑建材（窗户、纱窗制作与安装）,合规能力,增强海关查验能力
2589,中国特种设备检测研究院,便携式计算机,合规能力,增强特种设备监管
2590,中国特种设备检测研究院,打印机,合规能力,增强特种设备监管
2591,中国人民银行,中国人民银行PBC版X-13-ARIMA-SEATS系统采购项目采购合同,提取能力,增强金融统计分析
2592,文化部全国公共文化发展中心,文化部全国公共文化发展中心网络安全优化合同书,协调能力,组织公共文化服务
