序号,采购人,合同名称,分类,理由
5800,酒泉市肃州区交通运输局,酒泉市肃州区交通运输局政府智能化立体停车场设计规划服务项目,协调能力,组织交通服务
5801,长江水利委员会,工程规划设计合同,协调能力,组织水利服务
5802,暨南大学,暨南大学生化实验室设备采购合同,协调能力,组织高等教育服务
5803,黄河水利委员会黄河中心医院医,医疗设备采购合同（12包）,协调能力,组织医疗卫生服务
5804,黄河水利委员会政府采购办公室,黄河流域省区水资源台账建设及管理,协调能力,组织水利服务
5805,故宫博物院,故宫博物院2015年办公家具制作采购项目合同,协调能力,组织文化遗产服务
5806,甘肃省体育工作第二大队,甘肃省体育工作第二大队原网球场改造真冰滑冰馆改造项目,协调能力,组织体育服务
5807,国家食品药品监督管理总局信息中心,国家食品药品监督管理总局等级保护测评服务项目,合规能力,增强食药监管能力
5808,国家气象信息中心,ZQC-H15091高性能计算机系统外包维护服务,协调能力,组织气象信息服务
5809,安徽省祁门县国家税务局,音视频系统采购合同,提取能力,支持税务工作
5810,静宁县果树果品研究所,静宁县新型农业社会化服务体系试点组培室采购项目,协调能力,组织农业科研服务
5811,国家测绘局重庆测绘院,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
5812,国家测绘地理信息局第一地形测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
5813,中国水利水电科学研究院,技术服务合同,协调能力,组织水利科研服务
5814,浙江省国家税务局,浙江省国税系统2015年第一期空调批量集中项目采购合同,提取能力,支持税务工作
5815,国家信息中心,子系统关键技术研究与基础产品设计与生产,协调能力,组织信息化服务
5816,平凉崆峒高速公路收费管理所,平凉崆峒高速公路收费管理所冬季用煤采购合同,协调能力,组织交通服务
5817,中国国土资源航空物探遥感中心,专用设备采购合同,协调能力,组织国土资源服务
5818,庆阳市西峰区林业局,庆阳市西峰区2015年人工造林（二标段）合同书,协调能力,组织林业服务
5819,酒泉市政府采购办公室,酒泉市市级机关事业单位2015年第三季度办公自动化设备采购项目（二）,协调能力,组织政府采购服务
5820,商务部外贸发展事务局,媒体宣传合同委托代合同,协调能力,组织外贸服务
5821,国家测绘局第三大地测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
5822,黄河水利科学研究院,2015年修缮购置仪器设备,协调能力,组织水利科研服务
5823,商务部外贸发展事务局,商务部外贸发展事务局2015年外经贸发展专项资金-进出口额低于6500万美元的企业提升国际化经营能力网络管理系统维护项目委托代理合同,协调能力,组织外贸服务
5824,中国科学院广州生物医药与健康研究院,中国科学院广州生物医药与健康研究院采购实验室设备（二）招标项目合同,协调能力,组织科研服务
5825,黄河水利委员会黄河中心医院医,医疗设备采购合同（1包）,协调能力,组织医疗卫生服务
5826,国家测绘地理信息局第四地形测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
5827,国家海洋局南海分局机关服务中心,多功能一体机网上竞价合同,协调能力,组织海洋服务
5828,国家海洋局海口海洋环境监测中心站,打印机,协调能力,组织海洋监测服务
5829,中国科学院植物研究所,生物监测与测定系统采购协议,协调能力,组织科研服务
5830,中国人民银行,中国人民银行财务管理系统、账户系统设备维保服务采购项目采购合同,提取能力,增强金融信息化能力
5831,舟曲县城关镇人民政府,舟曲县城关镇坝里村土陶酒缸采购项目,协调能力,组织乡镇服务
5832,静宁县四河乡人民政府,静宁县四河乡豆河村整村推进过水面桥涵建设项目,协调能力,组织乡村基础设施建设
5833,甘肃省酒泉市国家税务局,甘肃省酒泉市国家税务局机关办公楼地基维修工程采购项目,提取能力,支持税务工作
