序号,采购人,合同名称,分类,理由
12800,蚌埠市紧急救援中心,蚌埠市紧急救援中心采购车载医疗急救设备项目合同备案,协调能力,医疗救援
12801,安徽工程大学,安徽工程大学物业管理服务第4包,协调能力,高等教育
12802,安徽建筑大学,安徽建筑大学科技处专用仪器设备第14包,协调能力,高等教育
12803,甘肃省商业科技研究所,甘肃省商业科技研究所2015年中央引导地方科技发展专项资金项目（基础设施改造）合同,协调能力,商业科研
12804,中国煤炭地质总局,中国煤炭地质总局2015年度中央财政地勘能力建设专项-GPS采购项目合同,协调能力,地质勘探
12805,中国国际广播电台,节目委托制作协议书,协调能力,媒体运营
12806,兰州资源环境职业技术学院,兰州资源环境职业技术学院数字化校园网络建设项目合同,协调能力,高等教育
12807,无供应商,政府采购合同,协调能力,政府行政
12808,临泽县红山湾水库工程建设管理处,临泽县红山湾水库工程建设管理处RTK（测量基站）、全站仪、水准仪等采购项目合同,协调能力,水利管理
12809,兰州理工大学,兰州理工大学图书馆电子资源政府采购项目合同,协调能力,高等教育
12810,庆阳市甜水堡木材检查站,庆阳市甜水堡木材检查站所需监控设备项目,协调能力,林业管理
12811,庆阳市食品检验检测中心,庆阳市食品检验检测中心2015年全省食品抽检委托检验,合规能力,食品药品监管
12812,安徽警官职业学院,安徽警官职业学院工程监理、审计服务第1包,合规能力,警察培训
12813,凉州区农村能源办公室,凉州区2014年巩固退耕还林成果和农村能源项目物资采购,协调能力,农村能源
12814,临夏州中医医院,临夏州中医医院高频电刀等医疗设备项目采购合同,协调能力,医疗卫生
12815,中国科学院软件研究所,中国科学院软件研究所台式计算机采购项目结果公告,协调能力,科学研究
12816,中国科学院大连化学物理研究所,重量法原位吸附分析系统,协调能力,科学研究
12817,中国人民银行,中国人民银行人力资源管理系统技术支持服务采购项目采购合同,提取能力,金融监管
12818,中国科学院沈阳自动化研究所,多波束测深系统采购合同,协调能力,科学研究
12819,甘肃省疾病预防控制中心,甘肃省疾病预防控制中心所需试剂政府采购项目合同,协调能力,疾病防控
12820,武威第十三中学,武威第十三中学购置多媒体教学设备采购项目,协调能力,基础教育
12821,甘肃省妇幼保健院,甘肃省妇幼保健院2014年贫困地区儿童营养改善政府采购项目供货合同,协调能力,妇幼保健
12822,无供应商,榕江县人民医院康复科医疗设备采购项目政府采购合同,协调能力,医疗卫生
12823,兰州石化职业技术学院,兰州石化职业技术学院石化系炼油技术专业实训基地升级建设项目政府采购合同,协调能力,高等教育
12824,临泽县沙河镇人民政府,临泽县沙河镇西头号村村容村貌（广场、围墙等）建设工程施工合同,协调能力,乡镇管理
12825,合肥市重点工程建设管理局,合肥市合淮路（西二环-新206）工程监理第2包,协调能力,市政建设
12826,凉州区新华乡头坝寨小学,凉州区新华乡头坝寨小学室外硬化项目,协调能力,基础教育
12827,兰州新区土地储备中心,场平项目测绘与设计合同,协调能力,土地管理
12828,临夏州运管局,临夏州运管局甲醇油锅炉采购项目合同,协调能力,交通管理
12829,临泽县沙河镇人民政府,临泽县沙河镇五三村村容村貌道路建设施工合同,协调能力,乡镇管理
12830,临泽县城市园林绿化局,临泽县城区公共绿化养护工程第五标段合同,协调能力,园林管理
12831,临泽县住房和城乡建设局,临泽县城区生活污水再生利用工程施工图设计政府采购项目建设工程设计合同,协调能力,住房建设
12832,临泽县人民医院,临泽县人民医院信息系统数据备份硬件、软件政府采购合同,协调能力,医疗卫生
12833,临泽县供热公司,临泽县供热公司2015年陈旧管网改造工程施工合同,协调能力,供热服务
12834,嘉峪关市文明办,嘉峪关市文明办广告宣传牌合同书,协调能力,精神文明
12835,临泽县城市园林绿化局,临泽县城区公共绿化养护工程第八标段合同,协调能力,园林管理
12836,平凉市崆峒区疾控中心,崆峒区疾控中心装修合同,协调能力,疾病防控
12837,兰州新区城市管理中心,兰州新区2015年度城市公共环境卫生清扫保洁服务招标项目承包合同,协调能力,城市管理
12838,安徽警官职业学院,安徽警官职业学院电力增容设备采购及安装,合规能力,警察培训
12839,张掖市甘州区梁家墩镇人民政府,甘州区梁家墩镇三工村文化广场工程建设施工合同,协调能力,乡镇管理
12840,安徽省统计局,劳动力调查移动数据采集和数据处理平台,提取能力,统计调查
12841,安徽省结核病防治研究所,安徽省结核病防治研究所结核病实验室专用设备采购第1包,协调能力,疾病防控
12842,兰州新区城市管理中心,兰州新区2015年度城市公共环境卫生清扫保洁服务招标项目承包合同,协调能力,城市管理
12843,安徽省工商行政管理局,安徽省工商行政管理局视频会议系统运维服务,合规能力,市场监管
12844,安徽省结核病防治研究所,安徽省结核病防治研究所结核病实验室专用设备采购第2包,协调能力,疾病防控
12845,无供应商,政府采购合同,协调能力,政府行政
12846,临泽县广播电视台,临泽县广播电视台演播厅装修政府采购项目施工合同,协调能力,广播电视
12847,安徽农业大学,安徽农业大学2015年高等教育振兴计划仪器设备采购第8包,协调能力,高等教育
12848,兰州新区教育科技文化局,兰州新区2015年标准化学校建设教学设备采购项目供货合同,协调能力,教育管理
12849,高台县教育体育局,高台县教育体育局教育城域网络设备采购合同,协调能力,教育管理
12850,国家税务总局,国家税务总局2015年印花税票项目合同书,提取能力,税务系统
12851,合肥市瑶海区铜陵路街道办事处,铜陵路街道花冲社区服务用房改建设计,协调能力,社区服务
12852,临夏回民中学,临夏回民中学录播教室采购项目合同,协调能力,基础教育
12853,临泽县林业局,临泽县林业局昭武路西段（路南）绿化项目土方工程建设合同,协调能力,林业管理
12854,张掖市甘州区发展和改革委员会,甘州区国民经济和社会发展十三五规划编制技术开发（委托）合同,协调能力,发展规划
12855,兰州新区教育科技文化局,兰州新区2015年标准化学校建设室内外粉刷及维修工程建设项目施工合同,协调能力,教育管理
12856,中国科学院大连化学物理研究所,高精度质谱仪系统,协调能力,科学研究
12857,中国科学院大连化学物理研究所,X射线衍射仪,协调能力,科学研究
12858,兰州新区教育科技文化局,兰州新区2015年标准化学校文化建设政府采购项目供货合同,协调能力,教育管理
12859,云南省兰坪白族普米族自治县国家税务局,兰坪县国家税务局稽查办案设备采购,提取能力,税务系统
12860,安徽省文物局,全省可移动文物普查设备采购,协调能力,文物保护
12861,安徽省地质调查院,安徽省地质调查院设备采购第5包,协调能力,地质调查
12862,中国服务外包研究中心,中央单位批量集中采购简易合同,协调能力,商务研究
12863,张掖市甘州区梁家墩镇人民政府,甘州区梁家墩镇四闸村内道路建设施工合同,协调能力,乡镇管理
12864,临夏州卫生学校,临夏州卫生学校煤改气项目合同,协调能力,职业教育
12865,临泽县供热公司,2015年临泽县城区集中供热续建工程五三嘉园、天鹅湖换热站管网及附属工程施工合同,协调能力,供热服务
12866,合肥市体育馆,合肥市体育馆LED显示屏采购,协调能力,体育设施
12867,临泽县平川镇芦湾村村民委员会,临泽县平川镇芦湾村2015年一事一议太阳能路灯架设103盏政府采购合同,协调能力,村级公益建设
12868,合肥师范学院,合肥师范学院2015年振兴计划专用设备采购第8包,协调能力,高等教育
12869,兰州新区教育科技文化局,兰州新区2015年标准化学校建设教学设备采购项目供货合同,协调能力,教育管理
