序号,采购人,合同名称,分类,理由
17800,中央音乐学院,北京市园林绿化建设工程施工合同,协调能力,大学教育
17801,中国新闻社,建设工程施工合同,协调能力,媒体
17802,中国新闻社,中国新闻社采编平台改造项目02包施工合同,协调能力,媒体
17803,酒泉工贸中等专业学校,酒泉工贸中专冬季取暖锅炉用煤采购项目,协调能力,教育
17804,职业中学,品牌计算机及综合布线网络工程采购,协调能力,教育
17805,合阳中学,合阳中学北门校区网球场基础工程合同,协调能力,教育
17806,云阳县中小学电教教仪站,云阳县中小学电教教仪站多媒体投影机采购合同,协调能力,教育
17807,云阳县中小学电教教仪站,云阳县功能室器材柜采购合同,协调能力,教育
17808,云阳县中小学电教教仪站,云阳县班班通教室计算机采购合同,协调能力,教育
17809,云阳县中小学电教教仪站,云阳县中小学电教教仪站体育器材采购合同,协调能力,教育
17810,云阳县中小学电教教仪站,云阳县网络教室计算机采购合同,协调能力,教育
17811,云阳县中小学电教教仪站,云阳县图书架、柜、阅览桌椅采购合同,协调能力,教育
17812,重庆市万州食品药品检验所,重庆市政府采购购销合同,合规能力,食品药品监管
17813,云阳县中小学电教教仪站,云阳县中小学电教教仪站美术器材采购合同,协调能力,教育
17814,云阳县中小学电教教仪站,云阳县中小学电教教仪站音乐器材采购合同,协调能力,教育
17815,云阳县中小学电教教仪站,云阳县中小学电教教仪站多媒体讲桌采购合同,协调能力,教育
17816,云阳县中小学电教教仪站,云阳县中小学电教教仪站音响器材采购合同,协调能力,教育
17817,云阳县中小学电教教仪站,云阳县中小学电教教仪站视频展示台采购合同,协调能力,教育
17818,云阳县中小学电教教仪站,云阳县网络教室计算机采购合同,协调能力,教育
17819,云阳县中小学电教教仪站,云阳县中小学电教教仪站照相器材采购合同,协调能力,教育
17820,云阳县中小学电教教仪站,云阳县中小学电教教仪站班班通投影机采购合同,协调能力,教育
17821,云阳县中小学电教教仪站,云阳县中小学电教教仪站平板电视机采购合同,协调能力,教育
17822,云阳县中小学电教教仪站,云阳县中小学电教教仪站平板电视机采购合同,协调能力,教育
17823,安徽省国土资源信息中心,安徽省地质资料库园区地源热泵中央空调维保公告,协调能力,国土
17824,合肥城市轨道交通有限公司,合肥市轨道交通2号线自动售检票系统集成与安装,协调能力,基础设施
17825,九龙坡区旅游局,托管管方微博、微信平台,协调能力,旅游
17826,巢湖水业集团有限公司,巢湖市第三水厂工程设计,协调能力,公用事业
17827,九龙坡区旅游局,2015年制作雨伞旅游形象宣传品的分散采购,协调能力,旅游
17828,九龙坡区旅游局,2015年定时定向推送短信项目服务协议,协调能力,旅游
17829,九龙坡区旅游局,2015年新浪微博让红包飞九龙坡旅游局&新浪重庆合作协议,协调能力,旅游
17830,九龙坡区旅游局,2015年机场文化长廊合同,协调能力,旅游
17831,重庆市江北区公共资源交易中心,重庆市江北区公共资源交易中心所需LED及监控设备项目合同,协调能力,政府
17832,九龙坡区旅游局,网站项目建设合同书,协调能力,旅游
