序号,采购人,合同名称,分类,理由
10600,民乐县南古镇人民政府,民乐县2015年村级公益事业建设一事一议财政奖补项目6包,协调能力,乡村公益事业建设
10601,正宁县农村合作经济经营管理局,正宁县乡镇土地流转服务站建设设备采购项目合同,协调能力,农村土地流转服务
10602,定西市安定区教育局,定西市安定区教育局一体机多媒体教学设备采购项目购置合同,协调能力,教育信息化设施
10603,合肥市经济和信息化委员会,合肥市经济和信息化委员会支持"专精特新"中小企业成长项目（政府购买服务）之培训服务,协调能力,企业培训服务
10604,民乐县南古镇人民政府,民乐县2015年村级公益事业建设一事一议财政奖补项目9包,协调能力,乡村公益事业建设
10605,临夏州审计局,临夏州审计局向社会力量购买政府投资建设项目审计服务合同,协调能力,审计服务外包
10606,安徽省人民政府金融工作办公室,安徽省人民政府金融工作办公室内网服务器双机热备份改造,协调能力,政务信息化建设
10607,甘肃政法学院,甘肃政法学院2015年学生公寓家具采购项目合同,协调能力,高等教育设施
10608,庆城县人民法院,庆城县人民法院数字法庭、视频监控及机房搬迁采购项目,合规能力,司法信息化建设
10609,民乐县人民政府,民乐县201506年村级公益事业建设一事一议财政奖补项目,协调能力,乡村公益事业建设
10610,民乐县南古镇人民政府,民乐县2015年村级公益事业建设一事一议财政奖补项目8包,协调能力,乡村公益事业建设
10611,合肥市包河区重点工程建设管理局,合肥市包河区王卫社区刘大郢、王岗城中村改造安置工程监理,协调能力,城镇化建设监理
10612,铜陵学院,铜陵学院虚拟化设备、门禁系统及空调安装（第3包：空调采购及安装）,协调能力,高等教育设施
10613,甘州区大成学校,张掖市甘州区大成学校奥尔夫音乐教室项目,协调能力,基础教育设施
10614,合肥市城乡建设委员会,合肥市合淮路（西二环-新206）改造工程承接主体服务,协调能力,交通基础设施
10615,嘉峪关市市场监督管理局,政府采购供货合同,合规能力,市场监管设施
10616,国家税务总局,税务总局网络高级驻场支持服务项目,提取能力,税收征管系统维护
10617,山丹县润丰现代农业专业合作社,山丹县清泉镇国家农业综合开发现代农业园区试点项目双孢菇隧道式培养料发酵场改扩建项目,协调能力,现代农业发展
10618,安徽省计量科学研究院,安徽省计量科学研究院科研软件一批,提取能力,计量标准研究
10619,安徽省机关事务管理局,安徽省省直机关公务用车管理信息平台,协调能力,公务用车管理
10620,甘肃省人民检察院,全省检察机关服装项目政府采购合同,合规能力,检察机关保障
10621,宿州学院,宿州学院纸质图书采购,协调能力,高等教育资源
10622,甘肃政法学院,甘肃政法学院文献中心书架采购项目合同,协调能力,高等教育设施
10623,中国科学院沈阳自动化研究所,深海机械手采购合同,协调能力,科研设备采购
10624,平凉市气象局,平凉市气象局信息监控平台设备采购合同,提取能力,气象监测设施
10625,甘肃交通职业技术学院,甘肃交通职业技术学院3D环幕数字系统项目政府采购合同,协调能力,职业教育设施
10626,四川测绘地理信息局测绘技术服务中心,县级农经采编、建库系统采购合同,提取能力,地理信息采集
10627,中国地质环境监测院,国家地下水监测工程信息应用服务系统总体设计,提取能力,地下水监测系统
10628,合肥市瑶海区城建投资有限公司,大兴新居标线和标牌采购安装,协调能力,社区基础设施
10629,广州市番禺区国家税务局,中央国家机关政府采购协议供货合同,提取能力,税务机关设施
10630,临夏州审计局,临夏州审计局向社会力量购买政府投资建设项目审计服务合同,协调能力,审计服务外包
10631,民乐县南古镇人民政府,民乐县2015年村级公益事业建设一事一议财政奖补项目7包,协调能力,乡村公益事业建设
10632,山丹县林业局,山丹县林业局机械林场国家公益林马莲井护林站修建项目及山丹县林业技术工作站林木种苗质量监督检验业务用房改造工程,协调能力,林业生态保护
10633,酒泉市瓜州县国有资产运营中心,酒泉市瓜州县国有资产运营中心瓜州县"五中心"办公家具采购项目,协调能力,政务服务设施
10634,宿州学院,宿州学院教学仪器设备采购第25包,协调能力,高等教育设施
10635,中华人民共和国文锦渡海关,文锦渡海关第四季度复印机采购,提取能力,海关设施采购
10636,合肥市城乡建设委员会,合肥市市区地下管线信息系统建设,提取能力,城市管线信息采集
10637,安徽省卫生和计划生育委员会,2014年中央补助村卫生室健康一体机,协调能力,农村医疗服务
10638,安徽电气工程职业技术学院,安徽电气工程职业技术学院图书采购,协调能力,职业教育资源
10639,兰州新区公安局交通警察大队,兰州新区公安局交通警察大队服装采购项目购销合同,合规能力,交通执法保障
10640,安徽省公安厅,安徽省公安厅省级交警指挥中心设计、监理、审计第3包,合规能力,交通执法设施
10641,中国艺术研究院,"中国艺术研究院艺术家系列丛书"出版合同,协调能力,文化艺术出版
10642,中国林业科学研究院资源昆虫研究所,中国林业科学研究院资源昆虫研究所资源昆虫培育与利用实验室仪器设备购置项目,协调能力,林业科研设施
10643,德惠市国家税务局,德惠市国家税务局综合办公用房维修工程施工合同,提取能力,税务机关设施
10644,天津市国家税务局,天津市国家税务局互联网接入项目合同,提取能力,税务信息化建设
10645,安徽警官职业学院,安徽警官职业学院信管系计算机专业云平台设备采购,协调能力,职业教育设施
10646,甘肃省核与辐射安全中心,甘肃省核与辐射安全中心监测业务管理软件项目购销合同,合规能力,核辐射安全监测
10647,正宁县农村能源,正宁县农村能源建设办公室农村能源示范项目合同,协调能力,农村能源建设
10648,安徽省汽车工业学校,安徽省汽车工业学校数控教学软件,协调能力,职业教育软件
10649,靖远县文化体育和广播影视局,靖远县文化体育和广播影视局体育设施项目,协调能力,公共体育设施
10650,广州海洋地质调查局,综合物探调查船B船柴油机,提取能力,海洋地质勘探
10651,南京出入境检验检疫局,供货合同,合规能力,检验检疫设施
10652,中国农业电影电视中心,《为你点赞》节目制作合同,协调能力,农业宣传服务
10653,正宁县农村能源办公室,正宁县农村能源办公室2014年巩固退耕还林农村能源采购项目,协调能力,农村能源建设
10654,中央电视台,电视剧测评,协调能力,媒体内容服务
10655,合肥师范学院,合肥师范学院2015年能力提升计划专用设备及图书采购第30包,协调能力,高等教育设施
10656,安徽省人民政府金融工作办公室,融资性担保行业统计和监管信息平台建设第1包,合规能力,金融监管平台
10657,安徽省高级人民法院,安徽省高级人民法院2015年出版服务第3包,合规能力,司法出版服务
10658,白银市会宁县农牧局,白银市会宁县奶牛原种扩建项目设备采购项目采购合同,协调能力,畜牧业发展
10659,安徽省质量和标准化研究院,安徽省质量和标准化研究院质量大数据平台建设,提取能力,质量标准数据采集
10660,安徽省人民政府办公厅,全省政府系统电子政务内网核心机房系统集成,协调能力,政务信息化建设
10661,广州海洋地质调查局,综合地质调查船电力推进系统,提取能力,海洋地质勘探
10662,中央电视台,电视剧市场收视研究与咨询服务,协调能力,媒体研究服务
10663,临夏州审计局,临夏州审计局向社会力量购买政府投资建设项目审计服务合同,协调能力,审计服务外包
10664,合肥市图书馆,合肥市图书馆图书采购第7包,协调能力,公共文化服务
10665,甘肃省体育工作第二大队,甘肃省体育工作第二大队原网球场改建真冰滑冰馆工程监理,协调能力,体育设施建设
10666,静宁县界石铺镇人民政府,静宁县德利养殖专业合作社改建项目,协调能力,农业产业发展
10667,安徽工业经济职业技术学院,安徽工业经济职业技术学院纸质图书采购,协调能力,职业教育资源
10668,肃州区农业综合开发办公室,酒泉市清水红运肉羊养殖基地建设项目中,协调能力,畜牧业发展
10669,临夏州审计局,临夏州审计局向社会力量购买政府投资建设项目审计服务合同,协调能力,审计服务外包
10670,中国林业科学研究院资源昆虫研究所,国家林业局资源昆虫培育与利用重点实验室仪器设备购置项目,协调能力,林业科研设施
10671,哈尔滨经济技术开发区管理委员会建设局,哈尔市经开区建设项目网上审批系统,协调能力,政务审批信息化
10672,正宁县农村能源办公室,正宁县农村能源办公室2014年巩固退耕还林农村能源采购项目合同,协调能力,农村能源建设
10673,合肥蓝科投资有限公司,电子器件厂房建设项目设计总承包,协调能力,产业园区建设
10674,安徽省第一测绘院,安徽省第一测绘院专用测绘设备第2包,提取能力,地理测绘设备
10675,国家海洋局,配备500吨级近岸海洋环境监测船监理合同,提取能力,海洋环境监测
10676,安徽省省直机关医院,省直机关医院滨湖院区电子血压仪等医疗设备,协调能力,公共医疗服务
10677,安徽省阜阳合肥现代产业园区投资有限公司,阜阳市颍州区X045（袁集段）公路改建工程监理,协调能力,交通基础设施
10678,广州海洋地质调查局,综合物探B船建造,提取能力,海洋地质勘探
10679,安徽省体育科学技术研究所,省国民体质监测中心建设运行第6包,提取能力,国民体质监测
10680,中国银行业监督管理委员会珠海监管分局,珠海银监分局消费者权益保护服务区基建工程施工合同,合规能力,金融监管设施
10681,中国林业科学研究院资源昆虫研究所,云南普洱森林生态定位研究站建设项目,协调能力,林业科研设施
10682,临泽县惠民供水有限责任公司,临泽县蓼泉镇西井饮用水水源地保护项目施工合同,协调能力,农村饮水安全
10683,国家税务总局,中心机房网络设备维保项目合同,提取能力,税收征管系统维护
10684,正宁县农村能源办公室,正宁县农村能源办公室2014年巩固退耕还林农村能源采购项目,协调能力,农村能源建设
10685,酒泉职业技术学院,酒泉职业技术学院校园导视系统、文明提示牌及户外告示栏制作安装采购项目,协调能力,职业教育设施
10686,甘肃省人力资源和社会保障厅,甘肃省人力资源和社会保障厅标准化考场安全技防一体机政府采购项目,协调能力,人事考试服务
10687,安徽省滨湖强制隔离戒毒所,安徽省滨湖强制隔离戒毒所毒品检测设备,合规能力,戒毒执法设施
10688,安徽省省直机关医院,省直机关医院滨湖院区超声波等医疗设备第2包,协调能力,公共医疗服务
10689,临夏州审计局,临夏州审计局向社会力量购买政府投资建设项目审计服务合同,协调能力,审计服务外包
10690,北京市密云水库管理处,密云水库潮河枢纽供电系统自动化改造合同,协调能力,水利设施建设
10691,甘肃省农垦中等专业学校,甘肃省农垦中等专业学校连锁经营与管理、电算化会计两个专业教学软件项目第二包购销合同,协调能力,职业教育软件
10692,安徽博物院,安徽博物院抗战70周年特展第2包,协调能力,公共文化服务
10693,甘肃省农垦中等专业学校,甘肃省农垦中等专业学校连锁经营与管理、电算化会计两个专业教学软件项目第一包购销合同,协调能力,职业教育软件
10694,合肥铁路工程学校,合肥铁路工程学校新疆内职班设备采购第3包：学生宿舍安全监控设备,协调能力,职业教育设施
10695,广州海洋地质调查局,综合地质调查船柴油机,提取能力,海洋地质勘探
10696,合肥市瑶海区城建投资有限公司,合肥新十中室内外标识采购安装,协调能力,教育基础设施
