序号,采购人,合同名称,分类,理由
19600,石桥铺街道社区卫生服务中心,九龙坡区石桥铺街道社区卫生服务中心室外椅子装饰合同,协调能力,社区卫生服务中心属于基层公共卫生服务机构
19601,重庆市79中学,储水式电热水器,协调能力,中学属于教育机构
19602,九龙坡区公路局,巴一中路K1+700—950路面整治工程,协调能力,公路局负责交通基础设施建设和维护
19603,重庆市79中学,化学实验室用品,协调能力,中学属于教育机构
19604,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购乐器合同,协调能力,幼儿园属于学前教育机构
19605,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购空调合同,协调能力,幼儿园属于学前教育机构
19606,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购打印机合同,协调能力,幼儿园属于学前教育机构
19607,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购活动区玩具合同,协调能力,幼儿园属于学前教育机构
19608,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购切丝切片机合同,协调能力,幼儿园属于学前教育机构
19609,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购家具合同,协调能力,幼儿园属于学前教育机构
19610,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购床上用品合同,协调能力,幼儿园属于学前教育机构
19611,九龙坡区卫生计生监督执法局,重庆市政府采购货物购销合同,合规能力,卫生计生监督执法局属于卫生监管执法机构
19612,九龙坡区实验幼儿园,九龙坡区实验幼儿园暑期消防整改合同,协调能力,幼儿园属于学前教育机构
19613,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购相机合同,协调能力,幼儿园属于学前教育机构
19614,九龙坡区职业教育中心(中梁山矿务学校),智慧教室设备,协调能力,职业教育中心属于教育机构
19615,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购小型体能组合器械合同,协调能力,幼儿园属于学前教育机构
19616,九龙坡区公路局,2015年华福路绿化养护,协调能力,公路局负责交通基础设施维护
19617,九龙坡区卫生计生监督执法局,重庆市政府采购货物购销合同,合规能力,卫生计生监督执法局属于卫生监管执法机构
19618,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购电脑合同,协调能力,幼儿园属于学前教育机构
19619,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购篮球器材合同,协调能力,幼儿园属于学前教育机构
19620,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购桌面玩具合同,协调能力,幼儿园属于学前教育机构
19621,重庆市79中学,高清红外球机,协调能力,中学属于教育机构
19622,九龙坡区公路局,白彭公路行道树及地被修剪及除草服务（9月）,协调能力,公路局负责交通基础设施维护
19623,华南理工大学,华南理工大学大学城校区音乐厅灯光、音响和视频系统购置及安装,协调能力,大学属于高等教育机构
19624,华南理工大学,减速箱,协调能力,大学属于高等教育机构
19625,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购户外器械合同,协调能力,幼儿园属于学前教育机构
19626,九龙坡区公路局,黄金桥梁端病害处治工程,协调能力,公路局负责交通基础设施建设和维护
19627,九龙坡区职业教育中心(中梁山矿务学校),食堂天花板及地砖改造工程,协调能力,职业教育中心属于教育机构
19628,九龙坡区卫生计生监督执法局,广告制作安装合同,合规能力,卫生计生监督执法局属于卫生监管执法机构
19629,重庆市79中学,地理教具,协调能力,中学属于教育机构
19630,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购家长教育故事集合同,协调能力,幼儿园属于学前教育机构
19631,九龙坡区职业教育中心(中梁山矿务学校),第四教学楼玻璃幕墙改造工程,协调能力,职业教育中心属于教育机构
19632,重庆市79中学,生物器材,协调能力,中学属于教育机构
19633,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购货架合同,协调能力,幼儿园属于学前教育机构
19634,九龙坡区卫生计生监督执法局,九龙坡区政府采购货物购销合同,合规能力,卫生计生监督执法局属于卫生监管执法机构
19635,重庆市79中学,暑期维修,协调能力,中学属于教育机构
19636,重庆市79中学,科技活动器材,协调能力,中学属于教育机构
