序号,采购人,合同名称,分类,理由
8600,中国科学院信息工程研究所,中国科学院信息工程研究所服务器采购项目,协调能力,科研机构信息化建设
8601,中国科学院测量与地球物理研究所,便携式计算机,协调能力,科研机构设备采购
8602,安徽省动物卫生监督所,农业部生猪定点屠宰环节瘦肉精部级专项监督检测试纸条及执法记录仪采购第1包,合规能力,食品安全监督检测
8603,中央电视台,系统适配及单件设备（二十四）新闻制播三部模块化存储备份系统项目,协调能力,公共媒体服务建设
8604,中央电视台,音像资料馆系统扩充（一）特藏系统扩充设备采购项目,协调能力,公共媒体档案服务
8605,中国科学院华南植物园,技术协议书,协调能力,科研机构技术服务
8606,甘肃省妇幼保健院,省妇幼输液系统组二次政府采购项目,协调能力,公共医疗卫生服务
8607,皋兰县教育局,皋兰县教育局2015年标准化学校建设设备配备项目,协调能力,教育基础设施建设
8608,中央电视台,摄像机系统设备,协调能力,公共媒体服务设备
8609,天祝县华藏林场,天祝县华藏林场县城西山绿化区喷灌延伸扩展设备材料公开招标合同,协调能力,林业绿化设施建设
8610,广河县农业局,广河县2015-2017年农村土地承包经营权确权登记颁证项目合同,协调能力,农村土地管理服务
8611,静宁县林业局,静宁县林业局亚行项目经济林造林项目,协调能力,林业经济发展
8612,兰州理工大学,兰州理工大学石化仓库改造项目合同(包四),协调能力,高等教育基础设施
8613,甘肃省公路路政执法局,甘肃省公路路政执法局超限检测站地磅称重系统采购及安装工程政府采购项目,合规能力,公路执法监管设备
8614,中国科学院上海有机化学研究所,中国科学院上海有机化学研究所台式计算机采购项目,协调能力,科研机构设备采购
8615,永靖县农业技术推广站,永靖县2015旱作农业项目凌覆膜地膜农机局采购合同,协调能力,农业技术推广服务
8616,庆城县教育局,庆城县教育局中小学美术器材采购合同,协调能力,教育设施设备采购
8617,国家基础地理信息中心,二○一五年国家航空航天遥感影像获取项目（三期）合同,协调能力,地理信息公共服务
8618,静宁县林业局,静宁县2014年新一轮退耕还林苗木采购项目三包,协调能力,生态林业建设
8619,临夏州政协,政协临夏州委员会办公家具采购项目采购合同,协调能力,政协工作支持
8620,中国科学院工程热物理研究所,便携式计算机,协调能力,科研机构设备采购
8621,中国科学院测量与地球物理研究所,图形工作站,协调能力,科研机构设备采购
8622,中国科学院测量与地球物理研究所,图形工作站,协调能力,科研机构设备采购
8623,中国第二历史档案馆,中国第二历史档案馆2015年档案缩微加工服务合同,协调能力,档案文化服务
8624,中央国家机关政府采购中心,超净工作台等设备采购合同,协调能力,政府通用设备采购
8625,中国科学院华南植物园,技术服务协议书,协调能力,科研机构技术服务
8626,国家海洋局大连海洋环境监测中心站,中央国家机关政府采购网上竞价合同,协调能力,海洋环境监测服务
8627,和政农业技术推广中心,和政县2015旱作农业顶凌覆膜地膜扶贫资助采购项目合同,协调能力,农业扶贫技术推广
8628,天祝县天堂镇,天祝县天堂镇生态小康村镇及园林绿化工程苗木公开招标采购合同,协调能力,生态小康村镇建设
8629,中华人民共和国云南出入境检验检疫局,云南出入境检验检疫局虚拟化硬件设备扩容采购项目,合规能力,检验检疫信息化建设
8630,天祝县工业集聚区管委会,天祝县工业集聚区管委会金强工业集中区总体发展规划环评项目合同,协调能力,工业园区规划服务
8631,中央国家机关政府采购中心,垂直振荡器采购合同,协调能力,政府通用设备采购
8632,古浪县农业综合开发办,古浪县2015年海子滩镇高标准农田建设项目,协调能力,农业基础设施建设
8633,永靖县农业技术推广站,永靖县2015旱作农业项目凌覆膜地膜农机局采购合同,协调能力,农业技术推广服务
8634,天祝县华藏林场,天祝县华藏林场三北五期工程2014年度造林苗木单一来源采购合同,协调能力,三北防护林生态建设
8635,甘肃省工业和信息化委员会,2015年中央和省级财政奖励淘汰落后产能项目现场核查验收工作政府采购合同,协调能力,工业转型升级管理
8636,皋兰县人民医院,皋兰县人民医院胃镜等医疗专用设备采购项目供货合同,协调能力,公共医疗卫生服务
8637,中国科学院科技政策与管理科学研究所,交换机,协调能力,科研机构设备采购
8638,临夏县政府,临夏县政府服务网建设项目合同,协调能力,政务服务信息化建设
8639,国家税务总局,综合数据分析平台升级完善项目技术合同书（2015年备忘录）,提取能力,税务信息化平台建设
8640,江永县国家税务局,江永县国家税务局食堂装修改造工程,提取能力,税务局基础设施建设
8641,庆阳市合水县财政局,合水县财政局办公设备采购项目政府采购供货合同,提取能力,财政部门办公设备
8642,皋兰县教育局,皋兰县教育局2015年标准化学校建设设备配备项目,协调能力,教育基础设施建设
8643,中国科学院华南植物园,技术服务协议书,协调能力,科研机构技术服务
8644,华亭县食品药品监督管理局,华亭县食品药品检验检测中心实验室设计改造项目采购合同,合规能力,食品药品监管能力建设
8645,中国科学院华南植物园,技术协议书,协调能力,科研机构技术服务
8646,中国气象局武汉暴雨研究所,供货合同,协调能力,气象科研服务
8647,湖北省国家税务局,湖北省国家税务局SAN路由器采购合同,提取能力,税务信息化建设
8648,中华人民共和国商务部市场秩序司,2015年度肉菜流通追溯中央平台运行维护项目,协调能力,市场流通追溯服务
8649,皋兰县教育局,皋兰县教育局2015年标准化学校建设设备配备项目,协调能力,教育基础设施建设
8650,中国科学院测量与地球物理研究所,台式计算机,协调能力,科研机构设备采购
8651,嘉峪关日报社,嘉峪关日报社所需电动三轮车及两轮摩托车采购购销合同,协调能力,媒体服务设备采购
8652,天祝县华藏林场,天祝县华藏林场病虫害防治农药单一来源采购合同,协调能力,林业病虫害防治
8653,中国科学院信息工程研究所,中国科学院信息工程研究所身份管理服务器采购项目,协调能力,科研机构信息化建设
8654,安徽省动物卫生监督所,农业部生猪定点屠宰环节瘦肉精部级专项监督检测试纸条及执法记录仪采购第3包,合规能力,食品安全监督检测
8655,中国科学院测量与地球物理研究所,图形工作站,协调能力,科研机构设备采购
8656,中国科学院科技政策与管理科学研究所,便携式计算机,协调能力,科研机构设备采购
8657,中国科学院测量与地球物理研究所,台式计算机,协调能力,科研机构设备采购
8658,国家海洋局大连海洋环境监测中心站,纯水机等设备采购合同,协调能力,海洋环境监测服务
8659,永靖县委会统战部,永靖县"两个共同"师范乡（镇）名族宗教工作办公室功能建设项目供货合同,协调能力,民族宗教工作协调
8660,中国科学院测量与地球物理研究所,机架式服务器,协调能力,科研机构设备采购
8661,兰州理工大学,兰州理工大学石化仓库改造项目合同(包二),协调能力,高等教育基础设施
8662,中国疾病预防控制中心病毒病预防控制所,政府采购合同,协调能力,公共卫生疾病预防
8663,中央电视台,财经频道上海、深圳演播室改造(传输、录像机及编辑工作站部分),协调能力,公共媒体服务建设
8664,中国科学院华南植物园,技术协议书,协调能力,科研机构技术服务
8665,中央电视台,通话设备,协调能力,公共媒体服务设备
8666,兰州理工大学,兰州理工大学石化仓库改造项目合同(包三),协调能力,高等教育基础设施
8667,静宁县德顺小学,静宁县德顺小学校门维修改造项目,协调能力,教育基础设施维护
8668,临夏市政务中,临夏市政务中心合同,协调能力,政务服务建设
8669,华亭县教育局,华亭县教育局2014-2014全面改薄学生用床、课桌凳采购合同,协调能力,教育设施设备采购
8670,天祝县农牧局,天祝县2015年农用地膜政府采购购销合同,协调能力,农业生产服务
8671,中国科学院测量与地球物理研究所,便携式计算机,协调能力,科研机构设备采购
8672,中国第二历史档案馆,中国第二历史档案馆2015年档案修裱加工服务合同,协调能力,档案文化服务
8673,国家测绘地理信息局第一航测遥感院,中央国家机关政府采购购销合同,协调能力,测绘地理信息服务
8674,凉州区新鲜学校,武威市凉州区新鲜学校围墙修建项目合同,协调能力,教育基础设施建设
8675,金昌市人民防空办公室,金昌市人民防空办公室多媒体警报器采购项目供货合同,协调能力,人民防空公共服务
8676,广河县林业局,广河县2014中央财政造林补贴项目苗木采购合同,协调能力,林业生态建设
8677,永靖县教育局,永靖县教育局2014全面改薄教学设备购置采购项目供货合同,协调能力,教育设施设备采购
8678,临夏市教育局,临夏市教育装备薄弱学校改造项目购销合同,协调能力,教育设施改善
8679,中国科学院华南植物园,技术协议书,协调能力,科研机构技术服务
8680,天祝县华隆林场,天祝县华隆林场三北防护林五期工程单一来源采购合同,协调能力,三北防护林生态建设
8681,天祝县华藏林场,天祝县华藏林场石坡沟管护站修建和水泉子管护站维修工程公开招标合同,协调能力,林业管护设施建设
8682,临夏县农牧局,临夏县2015年冬小麦"一喷三防"项目物资采购合同,协调能力,农业生产技术服务
8683,中国科学院工程热物理研究所,真空泵系统研制,协调能力,科研机构设备研制
