序号,采购人,合同名称,分类,理由
9600,中国人民银行,中国人民银行内审业务综合管理系统升级采购项目采购合同,提取能力,人民银行信息化建设
9601,安徽省长江河道管理局,长江防汛办公设备采购,协调能力,水利防汛服务
9602,共青团安徽省团校,安徽省团校图书资料采购,协调能力,团校教育服务
9603,安徽省省直机关医院,省直机关医院滨湖院区超声波等医疗设备,协调能力,公共医疗卫生服务
9604,安徽城市管理职业学院,安徽城市管理职业学院城市轨道交通运营3D仿真模拟实训系统软、硬件采购,协调能力,职业教育实训
9605,皖西学院,皖西学院2015年教学科研设备采购第11包：光源与照明设备,协调能力,高等教育科研设备
9606,安徽农业大学,安徽农业大学中央财政支持地方高校建设项目仪器设备采购第13包,协调能力,高等教育科研设备
9607,临夏县畜牧局,临夏县畜牧局2015年度牧草良种改良项目采购合同,协调能力,畜牧服务项目
9608,安徽省环境监测中心站,安徽省环境监测中心站能力建设仪器设备第16包,协调能力,环境监测服务
9609,长春净月高新技术产业开发区市政市容管理处,长春净月高新区2015年桥梁护栏粉刷及大理石维修工程,协调能力,市政设施维护
9610,固镇等县气象局,2015年自动气象站及备件采购合同书,协调能力,气象探测服务
9611,嘉峪关市住房公积金管理中心,嘉峪关市公积金办公设备购置合同,协调能力,住房公积金服务
9612,安徽行政学院,安徽行政学院西校区教学综合楼物品及设备采购第2包：窗帘、多媒体、空调及吸音板安装,协调能力,行政学院设施
9613,甘肃省地图院,甘肃省藏区基础测绘及农经权所需设备政府采购项目,协调能力,测绘地理信息服务
9614,中华人民共和国文锦渡海关,2015激光打印机批量集中采购简易合同,提取能力,海关设备采购
9615,安徽省体育局,全省青少年体育比赛竞赛组织及省级社团组织赛事服务第24包,协调能力,体育公共服务
9616,庄浪县外资扶贫项目管理中心,庄浪县外资扶贫项目管理中心复合肥采购合同,协调能力,扶贫农业项目
9617,甘肃省红十字血液中心,甘肃省红十字血液中心落地式大容量冷冻离心机采购项目购销合同,协调能力,医疗血液服务
9618,甘肃省公安厅,甘肃省轻工业科学研究所白度仪政府采购项目,协调能力,工业科研服务
9619,甘肃中医药大学,甘肃中医药大学甘肃省道地药材化学与质量研究平台一期设备建设项目,协调能力,高等教育科研平台
9620,临夏市园林局,临夏市园林局绿化喷洒车采购项目合同,协调能力,园林绿化服务
9621,长春净月高新技术产业开发区市政市容管理处,2015年长春净月高新技术开发区市政道路日常巡护及维修工程新城大街标段,协调能力,市政道路维护
9622,甘肃中医药大学,甘肃中医药大学甘肃省道地药材化学与质量研究平台一期设备建设项目,协调能力,高等教育科研平台
9623,山东省青州市国家税务局,青州市国税局经济开发区分局办公楼改造工程合同协议书,提取能力,税务局设施建设
9624,兰州大学第一医院,兰州大学第一医院监控设备项目,协调能力,公共医疗设施
9625,陇南市林业局,陇南市森林重点火险区综合治理二期工程建设扑火机且装备采购(二包),协调能力,森林防火服务
9626,庆城县公安局,庆城县公安局业务技术用房电梯、消防设施采购及安装项目采购合同,合规能力,公安设施建设
9627,国家图书馆,国家图书馆第八批地方馆数字资源征集产品质检工作服务外包合同,协调能力,公共文化服务
9628,安徽省体育局,全省青少年体育比赛竞赛组织及省级社团组织赛事服务第9包,协调能力,体育公共服务
