序号,采购人,合同名称,分类,理由
8800,中国人民银行,中国人民银行823机房设备搬迁服务采购项目采购合同,提取能力,人民银行信息机房服务
8801,中国人民银行南宁中心支行,大楼多媒体信息推送系统项目采购合同,提取能力,人民银行信息化建设
8802,海南测绘地理信息局,中央单位批量集中采购简易合同,协调能力,测绘地理信息服务
8803,武威市凉州区中坝镇政府头沟村种植基地建设项目合同,武威市凉州区中坝镇政府头沟村种植基地建设项目合同,协调能力,农业基地建设
8804,中国科学院理化技术研究所,理化技术研究所瞬态激光检测系统采购合同,协调能力,科研设备采购
8805,深圳海关现场业务一处,中央单位批量集中采购简易合同,提取能力,海关设备采购
8806,甘肃省水利厅信息中心,甘肃省水利水电工程移民信息管理平台项目,协调能力,水利信息化服务
8807,合肥师范学院,合肥师范学院2015年振兴计划专用设备采购第14包,协调能力,高等教育设备采购
8808,中国科学院理化技术研究所,泵浦源,协调能力,科研设备采购
8809,长江水利委员会水文局长江荆江水文水资源勘测局,数据采集器产品购销合同,协调能力,水利水文监测设备
8810,长江水利委员会水文局长江荆江水文水资源勘测局,中海达GPS仪器设备购买合同,协调能力,水利水文监测设备
8811,无供应商,贵州大学干部人事档案数字化制作合同书,协调能力,高等教育档案管理
8812,深圳海关现场业务一处,中央单位批量集中采购简易合同,提取能力,海关设备采购
8813,天水市第一人民医院,天水市第一人民医院电泳仪等设备采购项目,协调能力,公共医疗卫生服务
8814,肃北县牧农业局,酒泉市肃北县牧农业科技示范园区温室大棚后屋面加固保温工程采购项目,协调能力,农业科技示范服务
8815,中国人民银行南宁中心支行,装款袋采购合同,提取能力,人民银行现金管理
8816,国家体育总局体育器材装备中心,中国代表团历届夏奥会领奖服展品制作采购合同,协调能力,体育公共服务
8817,天津市经济技术开发区国家税务局,天津市经济技术开发区国家税务局A1小厅家具采购项目合同,提取能力,税务局办公设备
8818,国家体育总局体育器材装备中心,全国体育产业统计机构名录库建设及三经普相关数据处理项目委托协议书,协调能力,体育产业统计服务
8819,武威第六中学,武威第六中学电教设备合同,协调能力,教育信息化设备
8820,司法部司法鉴定科学技术研究所,液相色谱-串联质谱联用仪,合规能力,司法鉴定检测设备
8821,天水市第一人民医院,天水市第一人民医院电泳仪等设备采购项目,协调能力,公共医疗卫生服务
8822,中国人民银行南宁中心支行,565项目网络设备建设采购合同,提取能力,人民银行网络建设
8823,漳县粮食局,漳县粮食储备仓库建设项目有关配套设施采购项目供货合同,协调能力,粮食储备服务
8824,天水市第一人民医院,天水市第一人民医院电泳仪等设备采购项目,协调能力,公共医疗卫生服务
8825,国家气象中心,山洪地质灾害气象服务决策支持系统技术开发合同,协调能力,气象防灾服务系统
8826,中国科学院理化技术研究所,理化技术研究所氦气喷油式螺杆压缩机采购合同,协调能力,科研设备采购
8827,渭源县人民检察院,渭源县人民检察院办公办案设备供货合同,合规能力,检察院办案设备
8828,深圳海关现场业务一处,中央单位批量集中采购简易合同,提取能力,海关设备采购
8829,定西市安定区教育局,定西市安定区教育局饮水设备采购项目购置合同,协调能力,教育设施设备采购
8830,宁县住房和城乡建设局,宁县住房和城乡建设局马坪区中心广场630KVA箱变采购项目合同,协调能力,城乡基础设施建设
8831,天祝县水务局,天祝县水务局购置防汛物资采购项目政府采购合同,协调能力,水利防汛服务
8832,兰州理工大学,兰州理工大学2015年两校区新生公寓维修政府采购项目,协调能力,高等教育设施维护
8833,中国人民银行南宁中心支行,南宁钞票处理中心停车大棚工程采购合同,提取能力,人民银行设施建设
8834,长江水利委员会水文局长江荆江水文水资源勘测局,水位计产品购销合同,协调能力,水利水文监测设备
8835,肃北县政府办公室,酒泉市肃北县公众信息网网站建设采购项目,协调能力,政务信息公开服务
8836,中国科学院理化技术研究所,理化技术研究所制冷楼建设工程施工合同,协调能力,科研设施建设
8837,中国人民银行南宁中心支行,电视会议系统扩容合同,提取能力,人民银行会议系统
8838,渭源县园艺站,渭源县园艺站钢架塑料大棚建设钢管供货合同,协调能力,农业设施建设
8839,中国科学院理化技术研究所,Catan能量过滤像系统、X-ray电子能谱仪,协调能力,科研设备采购
8840,广东省从化市国家税务局,广州市政府采购办公家具供货合同,提取能力,税务局办公设备
8841,国家税务总局办公厅新闻宣传办公室,税收宣传微电影系列剧拍摄制作合同,提取能力,税务宣传服务
8842,陇东报社,陇东报社运用全媒体生产系统建设项目,协调能力,媒体服务建设
8843,临夏市机关事务管理局,临夏市机关事务管理局电梯采购项目合同,协调能力,机关后勤服务
8844,中国科学院理化技术研究所,理化技术研究所晶体实验楼建设工程施工合同,协调能力,科研设施建设
8845,平凉市技术学院,平凉市工程技术学院一期工程六栋楼电梯采购项目,协调能力,职业教育设施建设
8846,临泽县城市环境卫生管理大队,临泽县城市环境卫生管理大队8吨洗扫车政府采购项目,协调能力,城市环卫服务
8847,定西市人民医院,定西市人民医院医疗设备采购项目购销合同,协调能力,公共医疗卫生服务
8848,大连市气象局,人工增雨防雹作业指挥信息动态监控系统合同号书,协调能力,气象人工影响天气服务
8849,甘肃省公安厅交警总队高速公路第四支队,甘肃省公安厅交警总队高速公路第四支队执法记录仪系统后台存储建设、机房改造项目,合规能力,交警执法记录能力
8850,定西市中级人民法院,定西市中级人民法院科技法庭核心设备、辅助设备和人民法庭视频会议核心设备采购项目购销合同,合规能力,法院科技审判能力
8851,陇西县农村饮水安全领导小组办公室,定西市7县（区）农村饮水安全水质检测中心设备仪器采购项目购销合同,协调能力,农村饮水安全服务
