序号,采购人,合同名称,分类,理由
9400,静宁县林业局,静宁县2015年省级财政造林补助和林业技术推广造林工程采购项目,协调能力,林业生态建设
9401,白银市平川区种田乡人民政府,白银市平川区种田乡人民政府脱毒马铃薯采购项目供货合同,协调能力,农业技术推广
9402,中央国家机关政府采购中心,中央单位批量集中采购简易合同,协调能力,政府通用采购
9403,甘肃省医疗器械检验检测所,甘肃省医疗器械检验检测所无线数据采集器附件项目,协调能力,医疗器械检测服务
9404,大连市国家税务局,大连市国家税务局机关大楼维修合同,提取能力,税务局设施维护
9405,国际竹藤中心,政府采购合同,协调能力,农林科研服务
9406,交通运输部北海救助局,采购合同,协调能力,海上救助服务
9407,武威市凉州区第三幼儿园,武威市凉州区第三幼儿园采购设备项目合同一包,协调能力,幼儿教育设施
9408,会宁县土高山乡人民政府,白银市会宁县土高山乡人民政府块煤采购项目政府采购供销合同,协调能力,基层政府后勤
9409,白银市平川区农业技术推广中心,白银市平川区农业技术推广中心可回收耐候农用白地膜采购项目供货合同,协调能力,农业技术推广
9410,广东省从化市国家税务局,广州市政府采购办公家具供货合同,提取能力,税务局办公设备
9411,武威市凉州区粮食局,武威市凉州区粮食局储备粮库维修项目合同,协调能力,粮食储备服务
9412,安徽农业大学,安徽农业大学2015年高校发展能力提升计划（仪器设备及修缮）第25包：动物医学教学实验设备,协调能力,高等教育科研设备
9413,水利部海委漳河上游管理局综合事业发展中心,中央国家机关政府采购网上竞价合同,协调能力,水利管理服务
9414,合肥市教育局,黄麓师范学校图书第1包,协调能力,教育图书采购
9415,水利部海河水利委员会漳河上游管理局,中央国家机关政府网上竞价采购合同,协调能力,水利管理服务
9416,国家海洋局天津海水淡化与综合利用研究所,X射线衍射仪,协调能力,海洋科研设备
9417,甘肃省工业和信息化委员会,甘肃省"十三五"工业和信息化发展规划等12个规划项目—甘肃省"十三五"工业和信息化发展规划等五个规划项目,协调能力,工业规划服务
9418,会宁县白草塬镇教育管理中心,白银市会宁县白草塬镇教育管理中心冬季取暖燃煤采购项目政府采购供销合同,协调能力,教育后勤保障
9419,水利部海河水利委员会漳河上游管理局,中央单位批量集中采购简易合同,协调能力,水利管理服务
9420,邵阳市新邵县国家税务局,邵阳市新邵县国家税务局综合业务办公用房维修项目,提取能力,税务局设施维护
9421,水利部海河水利委员会漳河上游管理局,技术开发（委托）合同,协调能力,水利技术开发
9422,甘肃省水利水电学校,甘肃省水利水电学校中央支持水利工程实训基地采购项目第四包,协调能力,水利职业教育
9423,国际竹藤中心,政府采购合同,协调能力,农林科研服务
