序号,采购人,合同名称,分类,理由
11000,国家体育总局体育彩票管理中心,2015年体育彩票户外广告宣传项目合同（第一包）,协调能力,体育公益宣传
11001,安徽审计职业学院,安徽审计职业学院图书采购,协调能力,职业教育资源
11002,甘肃省公安厅,甘肃省公安厅部省两级公安信访远程视频接访系统政府采购项目政府采购合同,合规能力,公安信访系统
11003,中央人民广播电台,中央人民广播电台楼宇自控系统设备更新改造工程,协调能力,媒体设施建设
11004,合肥师范学院,合肥师范学院2015年能力提升计划专用设备及图书采购第30包,协调能力,高等教育设施
11005,合肥市规划局,合肥老工业基地区域产业转型发展规划,协调能力,区域发展规划
11006,海关总署物资装备采购中心,年金关工程二期监控指挥中心系统集成项目第五批采购合同,提取能力,海关监控系统
11007,中央人民广播电台,中央人民广播电台矩阵接口扩展机箱等设备采购项目,协调能力,媒体设施采购
11008,甘肃省测绘工程院,甘肃省测绘工程院2015年测绘装备政府采购项目政府采购合同,提取能力,测绘装备采购
11009,中央人民广播电台,中央人民广播电台直播机房周边设备采购项目,协调能力,媒体设施采购
11010,嘉峪关市民政局,嘉峪关市民政局救灾储备物资采购合同,协调能力,救灾物资储备
11011,甘肃林业职业技术学院,甘肃林业职业技术学院物流管理专业实训基地设备采购项目,协调能力,职业教育设施
11012,甘肃省人民检察院,全省检察机关服装项目政府采购合同,合规能力,检察机关保障
11013,广州市花都区国家税务局,印刷品采购合同,提取能力,税务机关设施
11014,金昌市公安局金川分局,金昌市公安局金川分局看守所AB门项目设备采购,合规能力,公安看守设施
11015,兰州文理学院,兰州文理学院六号学生公寓室外场地绿化硬化政府采购项目合同,协调能力,高等教育设施
11016,海关总署物资装备采购中心,金关二期2014年视频监控系统追加采购合同,提取能力,海关监控系统
11017,铜陵学院,铜陵学院各实验室及智电实验室设备采购第11包,协调能力,高等教育设施
11018,安徽体育运动职业技术学院,安徽体育运动职业技术学院消耗性体育用品采购,协调能力,体育教育物资
11019,海关总署物资装备采购中心,金关二期天融信安全隔离与信息交换系统采购合同,提取能力,海关信息安全
11020,国土资源部信息中心,中央单位批量集中采购简易合同,提取能力,国土资源信息化
11021,甘肃省兰州公路路政执法管理处,甘肃省兰州公路路政执法管理处起动设备政府采购项目合同,合规能力,路政执法设施
11022,中国农业电影电视中心,舞美制景合同,协调能力,农业宣传服务
11023,中国传媒大学,2015第056号中蓝及48号楼EPS设备改造,协调能力,高等教育设施
11024,崆峒山管理局,崆峒山管理局智慧旅游景区无线wifi覆盖合同,协调能力,旅游公共服务
11025,国家体育总局体育彩票管理中心,2015年体育彩票户外广告宣传项目合同（第二包）,协调能力,体育公益宣传
11026,甘肃林业职业技术学院,甘肃林业职业技术学院森林资源保护与游憩类专业实训基地设备采购项目,协调能力,职业教育设施
11027,兰州理工大学,兰州理工大学附属中学实验室设备项目供货合同,协调能力,基础教育设施
11028,合肥学院,合肥学院实验室仪器采购（第4包：协同创新中心生化设备）,协调能力,高等教育设施
11029,静宁县城区街道办事处,静宁县城区街道办事处社区活动阵地建设及老年人日间照料中心维修工程项目,协调能力,社区养老服务
11030,中国版权保护中心,《中国版权登记系统网络基础环境建设及安全加固（2015年度）》系统集成服务项目合同,协调能力,版权保护服务
11031,中国版权保护中心,中国版权登记系统网络基础环境建设及安全加固（2015年度）》系统开发技术开发（委托）合同,协调能力,版权保护服务
11032,安徽省合肥监狱,安徽省合肥监狱基础安防改造第1包,合规能力,监狱安防设施
11033,海关总署物资装备采购中心,2015年海关防寒面罩采购项目,提取能力,海关装备采购
11034,安徽中医药大学,安徽中医药大学分析检测实验室建设设备采购第3包:药剂实验室设备,协调能力,高等教育设施
11035,甘肃省体育工作第二大队,甘肃省体育工作第二大队刘家峡基地训练生活用煤项目采购合同,协调能力,体育训练保障
11036,国家测绘地理信息局测绘标准化研究所,中央单位批量集中采购简易合同,提取能力,测绘标准研究
11037,甘肃林业职业技术学院,甘肃林业职业技术学院建筑工程技术专业实训基地设备采购项目,协调能力,职业教育设施
11038,安徽省发展和改革委员会,安徽省人民政府关于印发进一步加快全省开发区转型发展指导意见文件实施情况评估,协调能力,政策评估研究
11039,甘肃政法学院,甘肃政法学院办公设备政府采购项目合同书,协调能力,高等教育设施
11040,海关总署物资装备采购中心,2015年金关工程二期监控指挥中心（第四批）系统集成采购合同,提取能力,海关监控系统
11041,安徽省射击运动管理中心,安徽省射击运动管理中心电子靶采购安装,协调能力,体育训练设施
11042,安徽医科大学,安徽医科大学基础医学院显微镜,协调能力,高等教育设施
