序号,采购人,合同名称,分类,理由
16800,安徽农业大学,合同公示43安徽农业大学2015年高校发展能力提升计划（仪器设备及修缮）第43包：现代电子设备类,协调能力,大学教育
16801,安徽农业大学,合同公示45安徽农业大学2015年高校发展能力提升计划（仪器设备及修缮）第45包：离子激光器,协调能力,大学教育
16802,白银市白银区民政局,白银城区部分道路街巷路牌安装项目政府采购供货合同,协调能力,公共服务
16803,广西壮族自治区国家税务局,2015年第二期广西国税系统空调批量采购,提取能力,税务
16804,广西壮族自治区国家税务局,洗漱用品定点采购,提取能力,税务
16805,中共安徽省委组织部,安徽省委组织部彩色复印机采购,协调能力,党政机关
16806,成都市气象局,边界层气象梯度观测系统合同协议书,协调能力,气象
16807,安徽中医药大学,安徽中医药大学（省级中药原料质量监测中心）科研设备采购第2包,协调能力,大学教育
16808,合水县教育体育局,合水县教育体育局学校智能供暖设备采购项目政府采购合同,协调能力,教育
16809,合肥城市轨道交通有限公司,合肥市轨道交通2号线工程机电系统总承包及公共区装修监理服务（1-4标）第2包,协调能力,基础设施
16810,合肥市第二人民医院,合肥市第二人民医院电梯维保,协调能力,医疗
16811,故宫博物院,故宫博物院车库改造工程施工合同,协调能力,文化
16812,安徽体育运动职业技术学院,安徽体育运动职业技术学院图书馆工程设备类采购及安装第2包,协调能力,教育
16813,合肥高新股份有限公司,中试科技园1#、4#、7#、8#楼供配电设备采购及安装,协调能力,基础设施
16814,安徽工业经济职业技术学院,安徽工业经济职业技术学院2015级新生军训服装采购第2包补充,协调能力,教育
16815,庆阳市国营华池林业总场东华池林场,庆阳市国营华池林业总场东华池林场重型机械采购项目,协调能力,林业
16816,成都市气象局,地面气象站合同协议书,协调能力,气象
16817,中国气象局气象干部培训学院,SCIE数据库订购合同,协调能力,教育
16818,江西省上饶市国家税务局,上饶市国家税务局自助办税终端机采购合同,提取能力,税务
16819,安徽职业技术学院,安徽职业技术学院老校区维修改造,协调能力,教育
16820,河北省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖,协调能力,广电
16821,河北省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程,协调能力,广电
16822,安徽警官职业学院,安徽警官职业学院大学生活动中心（新建）工程合同公告,协调能力,教育
16823,甘肃省人民政府办公厅,省政府应急视频会商及通信系统建设项目政府采购合同,协调能力,政府
16824,河北省新闻出版广电局,地面数字电视广播发射系统,协调能力,广电
16825,安徽警官职业学院,安徽警官职业学院校园园林绿化及沥青路面改建工程合同公告,协调能力,教育
16826,安徽省电子产品监督检验所,安徽省电子产品检验所,合规能力,检验检测
16827,白银市平川区文广局,白银市平川区文广局办公楼防水及厕所维修工程项目合同,协调能力,文广
