序号,采购人,合同名称,分类,理由
14800,国家气象中心,气象灾害管理系统技术开发合同,协调能力,气象
14801,国家税务总局,国家税务总局金税三期工程第二阶段信息安全技术项目第3包合同书,提取能力,税务
14802,甘肃省人民检察院,甘肃省党群机关正版化软件项目合同,合规能力,检察院
14803,安徽省科学技术馆,智慧科技馆探索先导研发,协调能力,科技
14804,兰州新区公安局,兰州新区公安局中川东区派出所办公家具购置政府采购项目供货合同,合规能力,公安
14805,安徽职业技术学院,安徽职业技术学院教学实训设备及其他设备采购第12包,协调能力,教育
14806,湖北省国家税务局,湖北省国家税务局维保服务合同（第三包）,提取能力,税务
14807,北京中医药大学,北京中医药大学校友会信息化系统采购项目,协调能力,教育
14808,国家发展和改革委员会能源研究所,国家发展和改革委员会能源研究所可视化分析软件系统采购采购项目,协调能力,发改委
14809,泾川县罗汉洞乡人民政府,泾川县罗汉洞乡三山子村果园标准化管理项目合同,协调能力,农业
14810,兰州新区教育科技文化局,兰州新区中小学校"三防"建设监控设备政府采购项目供货合同,协调能力,教育
14811,暨南大学,暨南大学本科教学管理系统项目子包1合同,协调能力,教育
14812,安徽省水文局,大江大河水文监测建设（一期）工程第8包,协调能力,水利
14813,哈尔滨经济技术开发区管理委员会,哈尔滨经济技术开发区管理委员会视频会议系统建设项目,协调能力,开发区
14814,安徽省疾病预防控制中心,安徽省疾病预防控制中心疟疾物资,协调能力,卫生
14815,福建省国家税务局,福建国税省局机关大楼楼宇自控系统（BA）改造项目政府采购合同,提取能力,税务
14816,广州民航职业技术学院,合同书,协调能力,教育
14817,兰州大学第二医院,兰州大学第二医院超声小探头等医疗器械政府采购项目,协调能力,医疗
14818,合肥市人民防空办公室,人防应急指挥平台升级改造配套设施建设第1包,协调能力,人防
14819,广州海洋地质调查局,海洋六号船2015年船修船工程,提取能力,地质调查
14820,安徽警官职业学院,安徽警官职业院西区学生公寓楼（新建）,合规能力,警察教育
14821,凉州区公安局,凉州区公安局现场勘查快速录入系统采购项目,合规能力,公安
14822,皖南医学院第二附属医院,皖南医学院第二附属医院药品采购第3包,协调能力,医疗
14823,甘肃省妇幼保健院,甘肃省苯丙酮尿症患儿治疗替代食品采购项目,协调能力,医疗
14824,中国科学技术馆,中国科技馆2015年科普大篷车车载展品（第二批）采购项目第1包-机科发展,协调能力,科技
14825,中国国际广播电台,技术运维服务合同,协调能力,媒体
14826,安徽省住房和城乡建设信息中心,省住建厅全省城镇园林绿化提升行动（城市周边环境整治）信息平台拓展升级,协调能力,住建
14827,临洮县相关卫生院,临洮县相关卫生院冬季取暖用煤政府采购合同,协调能力,医疗
14828,哈尔滨经济技术开发区管理委员会,哈尔滨经济技术开发区管理委员会办公设备采购项目,协调能力,开发区
14829,中国科学院广州生物医药与健康研究院,中国科学院广州生物医药与健康研究院采购实验室设备（三）招标项目政府采购合同,协调能力,科研
14830,安徽省经济和信息化委员会,省经信委一体化电子政务平台及网络终端设备采购,协调能力,工信
14831,淮北师范大学,淮北师范大学2015提升计划及振兴计划设备采购第1包,协调能力,教育
14832,水利部建设管理与质量安全中心,水利部建设管理与质量安全中心音箱设备采购项目,协调能力,水利
14833,甘肃省草原技术推广总站,甘肃草原基础信息管理系统软件开发项目政府采购合同,协调能力,农业
14834,安徽工程大学,安徽工程大学教学设备采购第18包：户外安全装备箱,协调能力,教育
14835,中央国家机关政府采购中心,中央单位批量集中中采购简易合同,协调能力,政府服务
14836,中国科学技术馆,中国科学技术馆恐龙广场体感互动显示系统服务采购项目合同,协调能力,科技
14837,安徽省体育局,省体育局大院场馆改造监理及审计第2包,协调能力,体育
14838,泾川县农业技术推广中心,泾川县2016年旱作农业技术推广地膜采购项目合同,协调能力,农业
14839,中国科学技术馆,中国科技馆2015年科普大篷车（第二批）采购项目第2包-南汽,协调能力,科技
14840,中华人民共和国深圳机场海关,中央国家机关政府采购协议供货合同,提取能力,海关
14841,安徽省人民防空办公室,安徽省人民防空办公室综合训练基地配套家具及厨具采购第1包,协调能力,人防
14842,阜阳师范学院,阜阳师范学院清河校区水电维护和保安服务第1包水电维护,协调能力,教育
14843,临洮县能源办 临洮县财政局 临洮县辛店镇人民政府 临洮县康家集乡人民政府,临洮县能源办财政局辛店镇人民政府康家集乡人民政府所需太阳能路灯政府采购合同,协调能力,能源
14844,水利部水利信息中心,辽宁省监测井建设工程第2标段,协调能力,水利
14845,水利部水利信息中心,河北省监测井建设工程第2标段,协调能力,水利
14846,安徽大学,安徽大学数据库采购第28包,协调能力,教育
14847,安徽省疾病预防控制中心,安徽省疾病预防控制中心印刷服务,协调能力,卫生
14848,凉州区柏树乡人民政府,凉州区柏树乡村级一事一议道路硬化工程项目,协调能力,基层治理
14849,安徽省审计科学研究所,安徽省审计科学研究所图书采购,协调能力,审计
14850,临洮县残联,临洮县残联康复器材政府采购合同,协调能力,残联
