序号,采购人,合同名称,分类,理由
14200,安徽工程大学,安徽工程大学教学设备采购第13包：机械进口设备,协调能力,高等教育
14201,中国农业电影电视中心,中国农业电影电视中心内网改造项目采购合作协议,协调能力,传媒
14202,甘肃省动物疫病预防控制中心,甘肃省动物疫病预防控制中心动物疫病检测诊断试剂采购项目购销合同,协调能力,动物防疫
14203,安徽中澳科技职业学院,安徽中澳科技职业学院男生宿舍家具采购,协调能力,高等教育
14204,韶关市国家税务局,广东省建设工程标准施工合同,提取能力,税务
14205,武威市凉州区环保局,武威通用机场建设项目环境影响采购项目,协调能力,环保
14206,宿州学院,宿州学院教学仪器设备采购第18包,协调能力,高等教育
14207,定西市食品药品监督管理局,定西市食品药品监督管理局食品药品应急体系装备建设项目购销合同,合规能力,食药监
14208,武威第三中学,武威第三中学内主线路及管网改造项目,协调能力,教育
14209,安徽建筑大学,安徽建筑大学电子图书、电子数据库第26包,协调能力,高等教育
14210,酒泉市政府办公室,酒泉市政府办公室应急平台体系建设采购项目,协调能力,政务
14211,定西市审计局,定西市审计局金审工程存储系统项目供销合同,协调能力,审计
14212,甘州区乌江镇,张掖市甘州区乌江镇2015年村级公益事业建设一事一议财政奖补计划项目,协调能力,农村建设
14213,武威第三中学,武威第三中学冬季取暖用煤采购项目,协调能力,教育
14214,无供应商,贵州省兴仁县大山镇2015年度省县人工促进造林及管护项目合同书,协调能力,林业
14215,甘肃省环境信息中心,甘肃省环境保护厅环境监管信息化能力建设政府采购项目—省级环境空气质量预报预警平台（一期）合同,协调能力,环保
14216,武威市凉州区张义镇敬老院房屋维修项目,武威市凉州区张义镇敬老院房屋维修项目,协调能力,养老服务
14217,安徽农业大学,安徽农业大学中央财政支持地方高校建设项目仪器设备采购第14包,协调能力,高等教育
14218,山丹县民政局,山丹县民政局敬老院供养电梯采购项目,协调能力,民政
14219,中国银行业监督管理委员会张家界监管分局,中央单位批量集中采购简易合同,合规能力,银监
14220,安徽农业大学,安徽农业大学中央财政支持地方高校建设项目仪器设备采购第15包,协调能力,高等教育
14221,通渭县教育体育局,通渭县教育体育局北城区幼儿园购置幼教玩教具和办公教学器材采购项目补充合同第二包,协调能力,教育
14222,张掖市甘州区农业综合开发办公室,甘州区2015年存量资金农业综合开发碱滩镇高标准农田建设水利工程渠道预制衬砌及建筑物工程建设项目承包第三标段,协调能力,农业
14223,甘肃省动物疫病预防控制中心,甘肃省动物疫病预防控制中心动物疫病检测诊断试剂采购项目购销合同,协调能力,动物防疫
14224,安徽省环境保护厅,安徽环境年鉴出版印刷,协调能力,环保
14225,安徽省地方税务局,安徽省地方税务局信息化运维和AHTAX2013运维第3包,提取能力,税务
14226,中国地质调查局成都地质调查中心,中国地质调查局成都地质调查中心图形工作站采购项目,提取能力,地质调查
14227,甘州区党寨镇,"张掖市甘州区党寨镇2015年村级公益事业建设一事一议财政奖补计划项目小寨村,协调能力,农村建设
14228,安徽省木竹检查管理站,全省木材运输系统维护,协调能力,林业
14229,合肥城市轨道交通有限公司,合肥市轨道交通2号线工程机电系统总承包及公共区装修监理服务（1-4标）第1包,协调能力,基础设施
14230,安徽水利水电职业技术学院,安徽水利水电职业技术学院学生公寓设备设施,协调能力,高等教育
14231,国家测绘地理信息局第一航测遥感院,中央国家机关政府采购设备采购合同,提取能力,测绘
14232,中国科学院沈阳自动化研究所,小型振动台采购合同,协调能力,科研
14233,巢湖学院,巢湖学院学生公寓监理,协调能力,高等教育
14234,凉州区农业综合开发办公室,凉州区2015年吴家井高标准农田建设工程项目施工合同一包,协调能力,农业
14235,甘州区人民医院,甘州区人民医院1.5T超导光纤磁共振成像系统项目,协调能力,医疗卫生
14236,甘州区乌江镇人民政府,甘州区乌江镇人民政府职工食堂改造项目,协调能力,基层政府
14237,宿州学院,宿州学院教学仪器设备采购第6包,协调能力,高等教育
14238,中国银行业监督管理委员会张家界监管分局,中央单位批量集中采购简易合同,合规能力,银监
14239,合肥新创投资控股有限公司,新站区大众路及魏武路市政监理第1包,协调能力,城市建设
14240,中国地质调查局成都地质调查中心,中国地质调查局成都地质调查中心野外防护用品及耗材采购项目,提取能力,地质调查
14241,吉林省国家税务局,吉林省国家税务局2015年下半年空调机批量集中采购项目协议,提取能力,税务
14242,合肥燃气集团有限公司,合肥燃气集团燃气用钢制管件及防腐热煨、冷煨弯管定点供应商第1包,协调能力,公用事业
14243,安徽科技学院,安徽科技学院专用仪器仪表设备采购第3包：机械工程类,协调能力,高等教育
14244,甘肃省红十字会,2016年甘肃省红十字会"红十字博爱送万家"采购项目合同,协调能力,人道主义
