序号,采购人,合同名称,分类,理由
17200,中国残疾人杂志社,中国残疾人杂志社数码相机及配件采购项目,协调能力,民政
17201,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第17包合同公示,协调能力,水利
17202,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第13包合同公示,协调能力,水利
17203,安徽建筑大学,安徽建筑大学教务处专用仪器设备采购第9包,协调能力,大学教育
17204,吉林省国这家税务局,吉林省国家税务局系统自助办税终端设备采购项目合同,提取能力,税务
17205,重庆市江北区卫生信息中心,重庆市政府采购合同,协调能力,卫生
17206,上海市普陀区市政管理中心,真北路（云岭西路-区界）道路整治工程施工总承包合同,协调能力,基础设施
17207,武威第二十二中学,武威第二十二中学办公家具购置项目,协调能力,教育
17208,武威市凉州区食品药品监督管理局,武威市凉州区食品药品监督管理局购置办公设施设备部门集中采购项目二包,合规能力,食品药品监管
17209,重庆市艺才技工学校,艺才亚龙交易合同,协调能力,教育
17210,凉州区食品药品监督管理局,凉州区食品药品监督管理局购置办公设施设备部门集中采购项目一包,合规能力,食品药品监管
17211,合肥市文化广电新闻出版局,合肥市省级农民文化乐园慰问演出服务,协调能力,文广
17212,安徽省第四测绘院,安徽省第四测绘院测绘设备采购第一包,提取能力,测绘
17213,安徽工业大学,安徽工业大学"空调进高校"秀山校区35kv变电站工程,协调能力,大学教育
17214,九龙坡区杨家坪小学校（重庆十八冶子弟小学校）,重庆市九龙坡区杨家坪小学校关于采购录播教室课桌椅的合同,协调能力,教育
17215,安徽省人民政府外事办公室,安徽省人民政府外事办公室杀毒软件升级公示,协调能力,政府
17216,重庆市公安局,重庆市公安局二代身份证粉碎机及专业服务器,合规能力,公安
17217,重庆市公安局,重庆市公安局实验室通用设备,合规能力,公安
17218,安徽省食品药品监督管理局,安徽省食品药品监督管理局食品药品监管行政执法系统第贰包,合规能力,食品药品监管
17219,安徽建筑大学,安徽建筑大学法规处专用仪器设备第4包,协调能力,大学教育
17220,安徽工业经济职业技术学院,安徽工业经济职业技术学院广场、道路绿化及路灯-01,协调能力,教育
17221,安徽省人民政府外事办公室,安徽省人民政府外事办公室复印机、笔记本、相机采购第一包,协调能力,政府
