序号,采购人,合同名称,分类,理由
1800,吉林省国家税务局,吉林公主岭经济开发区国家税务局自助办税终端设备采购项目,提取能力,增强税收征管能力
1801,福建省仙游县国家税务局,仙游县国家税务局传真机协议供货合同,提取能力,增强税收征管能力
1802,福建省仙游县国家税务局,福建省仙游县国家税务局扫描仪协议供货合同,提取能力,增强税收征管能力
1803,景泰县民安供热有限公司,白银市景泰县民安供热有限公司2015至2016年度城区集中供暖燃煤采购项目,协调能力,组织公共供暖服务
1804,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1805,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1806,中华人民共和国深圳海关,深圳海关2015年新招录公务员集体宿舍电视配置项目合同,合规能力,增强海关查验能力
1807,国家税务总局,吉林省通化市国家税务局2015年1季度服务器协议供货,提取能力,增强税收征管能力
1808,国家税务总局,吉林省通化市国家税务局稽查局2015年2季度便携式计算机批量,提取能力,增强税收征管能力
1809,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心数字电视监管平台系统维护项目,合规能力,增强广电监管能力
1810,厦门市国家税务局车辆购置税征收管理分局,国税系统办公设备类产品协议供货合同,提取能力,增强税收征管能力
1811,国家税务总局,吉林省通化市国家税务局稽查局2015年2季度A3彩色复印机,提取能力,增强税收征管能力
1812,中国银行业监督管理委员会,银监会核心及中端路由器项目政府采购合同,合规能力,增强金融监管能力
1813,汪清县国家税务局,吉林省延边州汪清县国家税务局一体机采购合同,提取能力,增强税收征管能力
1814,国家税务总局,吉林省通化市国家税务局机关2015年2季度便携式计算机批量,提取能力,增强税收征管能力
1815,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心无线模拟广播电视监测前端备件第一包,合规能力,增强广电监管能力
1816,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1817,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1818,白山市政府采购中心,吉林省白山市国税局采购电子公文彩色打印机合同,提取能力,增强税收征管能力
1819,国家税务总局,吉林省通化市国家税务局2015年3季度空调协议供货,提取能力,增强税收征管能力
1820,中华人民共和国深圳海关,金关二期深圳海关信息中心机房机柜空间扩容改造项目合同,合规能力,增强海关数据处理
1821,中国银行业监督管理委员会泰州监管分局,中国银行业监督管理委员会泰州监管分局打印机采购合同,合规能力,增强金融监管能力
1822,天津市金色思想科技发展有限公司,中央国家机关政府采购网上竞价合同,协调能力,组织科技服务
1823,蒲城县国家税务局,陕西省渭南市蒲城县国家税务局城区税务分局综合业务办公用房维修改造项目施工合同,提取能力,增强税收征管能力
1824,国土资源部信息中心,《国土资源部业务应用服务开发与运行管理系统和客户服务管理系统建设及标准规范制定》项目合同书,提取能力,采集国土资源数据
1825,珲春市国家税务局,吉林省延边州珲春市国家税务局打印机批量采购,提取能力,增强税收征管能力
1826,渭南市临渭区国家税务局,陕西省渭南市临渭区国家税务局桥南税务分局办公用房维修项目,提取能力,增强税收征管能力
1827,国家税务总局,吉林省通化市国家税务局稽查局2015年2季度台式计算机批量,提取能力,增强税收征管能力
1828,舟曲县财政局,舟曲县2015年贫困村一事一议太阳能路灯购置及安装合同,协调能力,组织农村基础设施
1829,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1830,中华人民共和国哈尔滨海关,中央单位批量集中采购简易合同,合规能力,增强海关查验能力
1831,桂阳县国家税务局,桂阳县国家税务局机关大院后山维修工程,提取能力,增强税收征管能力
1832,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1833,国家税务总局,吉林省通化市国家税务局机关2015年3月扫描仪协议供货,提取能力,增强税收征管能力
1834,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1835,国家税务总局,吉林省通化市国家税务局机关2015年3季度台式计算机批量,提取能力,增强税收征管能力
1836,深圳海关,深圳海关金关二期物联网试点(查验作业流程监控平台系统)项目合同,合规能力,增强海关查验能力
1837,汪清县国家税务局,吉林省延边州汪清县国家税务传真机协议采购合同,提取能力,增强税收征管能力
1838,国家税务总局,吉林省通化市国家税务局稽查局2015年2季度复印机批量,提取能力,增强税收征管能力
1839,北京市大兴区文化委员会,基层文化活动室装修改造项目政府采购合同,协调能力,组织公共文化服务
1840,国土资源部信息中心,中央国家机关政府集中采购电子验收单,提取能力,采集国土资源数据
1841,国家税务总局,吉林省通化市国家税务局2015年3月多功能一体机协议供货,提取能力,增强税收征管能力
1842,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1843,国家税务总局,吉林省通化市国家税务局机关2015年2季度台式计算机批量,提取能力,增强税收征管能力
1844,国家税务总局,通化市国家税务局机关2015年2季度A3激光黑白双面打印机批量采购,提取能力,增强税收征管能力
1845,四平市国家税务局中央路税务分局,四平市国家税务局中央路税务分局自助办税终端设备采购项目,提取能力,增强税收征管能力
1846,国土资源部信息中心,服务搜索与为民服务平台建设项目合同书,协调能力,组织国土资源服务
1847,吉林省通化市国家税务局,吉林省通化市国家税务局2015年3季度便携式计算机批量,提取能力,增强税收征管能力
1848,渭南市临渭区国家税务局,陕西省建设工程施工合同,提取能力,增强税收征管能力
1849,国家海洋局海岛研究中心,配备500吨级近岸海洋环境监测船监理合同,提取能力,采集海洋监测数据
1850,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心无线模拟广播电视监测前端备件第二包,合规能力,增强广电监管能力
1851,汪清县国家税务局,吉林省延边州汪清县国家税务局扫描仪采购合同,提取能力,增强税收征管能力
1852,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心安播监测系统维护,合规能力,增强广电监管能力
1853,国家税务总局,吉林省通化市国家税务局机关2015年2季度A4激光黑白打印机批量,提取能力,增强税收征管能力
1854,江苏省常州市国家税务局,江苏省常州市国家税务局办税厅网络音视频监控系统建设采购项目,提取能力,增强税收征管能力
1855,国土资源部信息中心,《不动产登记信息管理基础平台一期建设》项目合同书,提取能力,采集不动产登记数据
1856,国家税务总局,吉林省通化市国家税务局2015年9月多功能一体机协议供货,提取能力,增强税收征管能力
1857,吉林省通化市国家税务局,吉林省通化市国家税务局机关2015年3季度便携式计算机批量,提取能力,增强税收征管能力
1858,中国煤炭地质总局,中国煤炭地质总局2015年度中央财政地勘能力建设专项-三维地质雷达系统项目采购合同,提取能力,采集地质调查数据
1859,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1860,水利部产品质量标准研究所,水利机械纳米激光增强增韧试验设备主机（进口部分）采购合同的补充协议,协调能力,组织水利科学研究
1861,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1862,水利部产品质量标准研究所,纳米高强高韧材料临界熔喷试验设备主机采购合同,协调能力,组织水利科学研究
1863,厦门出入境检验检疫局,服务器机房维保服务合同书,合规能力,增强检验检疫能力
1864,国家统计局阳泉调查队,台式电脑批量采购,提取能力,采集统计调查数据
1865,上海科技大学,上海科技大学X射线光电子能谱仪,协调能力,组织高等教育服务
1866,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1867,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1868,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1869,中国测绘科学研究院,中国测绘科学研究院移动工作站、U盘采购项目网上竞价合同,提取能力,采集测绘科学数据
1870,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1871,中央电视台,ENG电池及充电器,协调能力,组织广播电视服务
1872,国家海洋局北海监测中心,智能型鞋套机,提取能力,采集海洋监测数据
1873,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1874,辽源市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
1875,国家海洋局北海监测中心,机房数据库与网络安全审计管理系统,提取能力,采集海洋监测数据
1876,国家基础地理信息中心,国家基础地理信息中心大幅面绘图仪采购项目合同,提取能力,采集地理信息数据
1877,中国测绘科学研究院,中国测绘科学研究院移动工作站、显卡、移动硬盘等采购项目网上竞价合同,提取能力,采集测绘科学数据
1878,中华人民共和国揭阳出入境检验检疫局,中央单位批量集中采购简易合同,合规能力,增强检验检疫能力
1879,国家税务总局,吉林省通化市国家税务局机关2015年9月投影仪幕布协议供货,提取能力,增强税收征管能力
1880,国家税务总局,税务总局提供审计数据相关设备配备项目合同,提取能力,增强税务审计能力
1881,国家海洋局北海监测中心,COD自动消解装置,提取能力,采集海洋监测数据
