序号,采购人,合同名称,分类,理由
4800,中国人民银行,中国人民银行HDS高端磁盘阵列扩容采购合同,提取能力,增强金融服务能力
4801,松辽水利委员会察尔森水库管理局,察尔森水库近坝区崩岸应急治理工程建设委托合同,协调能力,组织水库管理
4802,国家气象信息中心,政府集中采购合同（网上竞价）,协调能力,组织气象信息服务
4803,中央民族大学,中央民族大学防火门和移动安全教育馆设备采购,协调能力,组织高等教育服务
4804,中国药科大学,中国药科大学玄武校区实验大楼屋面通风维修改造项目合同,协调能力,组织高等教育服务
4805,国家海洋局宁波海洋环境监测中心站,超纯水器,协调能力,组织海洋环境监测
4806,重庆市国家税务局,重庆市国家税务局金税三期运维服务外包采购,提取能力,增强税务运维能力
4807,黄河河口管理局河口黄河河务局,中央单位批量集中采购简易合同,协调能力,组织水利管理
4808,国家气象信息中心,政府集中采购合同（网上竞价）,协调能力,组织气象信息服务
4809,永昌县第六中学、永昌县第一小学、永昌县第五中学,永昌县办公及教学设备询价采购,协调能力,组织教育服务
4810,山东省国家税务局,山东省国家税务局2015年第二批空调机批量采购,提取能力,增强税收办公能力
4811,凤山县国家税务局,凤山县国家税务局碎纸机采购,提取能力,增强税收办公能力
4812,重庆市国家税务局,重庆市国家税务局存储设备采购项目,提取能力,增强税务信息化能力
4813,重庆市国家税务局,增值税发票升级版系统服务外包,提取能力,增强税务发票管理
4814,山西省国家税务局,集团信息化合同,提取能力,增强税务信息化能力
4815,永昌县第一小学,永昌县第一小学和教学设备和软件目标合同,协调能力,组织教育服务
4816,国家卫星气象中心,风云四号科研试验卫星地面应用系统工程数据获取和测控系统（DTS）遥测遥控分系统研制项目技术开发合同,协调能力,组织气象卫星服务
4817,凤山县国家税务局,凤山县国家税务局传真机采购合同,提取能力,增强税收办公能力
4818,国家海洋局东海分局,中国海警2054艇年检修理项目合同书,合规能力,增强海洋执法能力
4819,国家气象信息中心,批量集中采购简易合同,协调能力,组织气象信息服务
4820,长江水利委员会水文局,中央国家机关政府采购网上竞价合同,协调能力,组织水文监测服务
4821,西藏自治区国家税务局,西藏自治区国家税务局存储设备（扩容）采购合同,提取能力,增强税务信息化能力
4822,国家气象信息中心,政府集中采购合同（网上竞价）,协调能力,组织气象信息服务
4823,国家海洋局汕尾海洋环境监测中心站,多功能极谱仪采购合同,协调能力,组织海洋环境监测
4824,国家气象信息中心,政府集中采购合同（网上竞价）,协调能力,组织气象信息服务
4825,广东采联采购招标有限公司,珠江委网络、服务器及运行环境设施设备运行维护项目,协调能力,组织水利服务
4826,中国疾病预防控制中心病毒病预防控制所,政府集中采购电子验收单,协调能力,组织疾病预防控制
4827,永昌县农业综合开发办公室,永昌县农业综合开发2015年水源镇高标准农田建设项目,协调能力,组织农业发展
4828,永昌县公安局,永昌县公安局采购合同,合规能力,增强公安执法能力
4829,息县国家税务局,河南省信阳市息县国税局针式打印机批量采购合同,提取能力,增强税收办公能力
