序号,采购人,合同名称,分类,理由
7400,定西市农产品质量安全监督检测中心,建设项目仪器设备采购项目购销合同,协调能力,组织农产品质量检测
7401,国家海洋局南海工程勘察中心,电子水准仪,协调能力,组织海洋调查服务
7402,皋兰县教育局,2015年标准化学校建设设备配备项目,协调能力,提供公共教育服务
7403,庆阳市委保密办,所需设备软件采购,协调能力,支持保密管理
7404,那曲地区国家税务局,购销合同,提取能力,支持税务运营
7405,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务1分包,协调能力,组织土地测绘服务
7406,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7407,中国科学院武汉植物园,植物生长箱供货合同,协调能力,支持科研机构
7408,定西市住房公积金个人中心,征信系统建设项目政府采购购销合同,提取能力,支持公积金管理
7409,中国人民银行金融信息中心,PC服务器第二包采购合同,提取能力,支持金融监管能力
7410,庆阳市国营合水林业总场拓儿塬林场,2014年度天然林资源保护工程二期公益林建设项目,协调能力,组织林业生态服务
7411,中国科学院信息工程研究所,服务器采购合同,协调能力,支持科研信息化
7412,武威新能源装备园区,2015年园区道路绿化苗木采购合同,协调能力,组织产业园区服务
7413,国家海洋局第三海洋研究所,海洋药源生物种质资源库实验室改造工程,协调能力,支持海洋科研
7414,玉门市公安局,玉门市公安局交警大队智能管控项目,合规能力,增强公安交通管控能力
7415,中央歌剧院,北京市建设工程施工合同,协调能力,支持公共文化设施
7416,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7417,渭源县第二幼儿园畜牧兽医局,渭源县第二幼儿园和畜牧兽医局电脑等设备供货合同,协调能力,提供公共教育服务
7418,酒泉市中医院,门诊住院部消防工程改造东区住院部二三层改造工程项目,协调能力,提供公共医疗服务
7419,中国科学院兰州化学物理研究所,制备型高效逆流色谱仪,协调能力,支持科研能力
7420,国家海洋局北海海洋环境监测中心站,北海等四站水准点信息采集建设及水准联测服务,协调能力,组织海洋监测服务
7421,水利部水利信息中心,流域偏远水文站信息传输卫星便携站建设,协调能力,支持水利信息化
7422,长江水利委员会综合管理中心,中央防汛抗旱物资武汉仓库库房及配套设施应急修复施工合同,协调能力,组织防汛抗旱服务
7423,国家海洋局第三海洋研究所,海洋噪声源同步测量浮标,协调能力,支持海洋科研
7424,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7425,无供应商,贵州日报报业集团广告营运中心广告发布合同,其他,无明确政府机构
7426,金昌市城市管理综合行政执法局,城管执法标志服装购置项目,合规能力,增强城管执法能力
7427,陕西省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程,协调能力,提供公共广播电视服务
7428,国家海洋局第三海洋研究所,声信号接收器等,协调能力,支持海洋科研
7429,中国科学院沈阳自动化研究所,声学多普勒海流剖面仪采购合同,协调能力,支持科研能力
7430,甘肃省康县职业技术学校,校园信息化建设项目,协调能力,提供职业教育服务
7431,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目一包,协调能力,组织林业生态服务
7432,康县教育局,2015至2016学年度农村义务教育学生营养改善计划供餐食品采购项目第一包,协调能力,提供公共教育服务
7433,中国科学院西安光学精密机械研究所,精密自准测角仪,协调能力,支持科研能力
7434,国家海洋局南海海洋工程勘察与环境研究院,中央国家机关政府采购网上竞价合同,协调能力,支持海洋勘察服务
7435,长江水利委员会长江流域水土保持监测中心站,外业图斑调绘软件合同,协调能力,支持水土保持监测
7436,中国科学院沈阳自动化研究所,离体神经网络电刺激记录系统,协调能力,支持科研能力
7437,国家海洋局南通海洋环境监测中心站,批量集中采购简易合同新洋港空调,协调能力,支持海洋监测服务
7438,国家测绘地理信息局第二地理信息制图院,销售合同,协调能力,支持测绘服务
7439,漳县教育体育局,2015年漳县武阳中学武阳三小2所灾后重建,协调能力,提供公共教育服务
7440,济南黄河河务局平阴黄河河务局,中央单位批量集中采购简易合同,协调能力,组织水利服务
7441,中国科学院武汉植物园,激光共聚焦三维扫描仪供货合同,协调能力,支持科研机构
7442,江西省大气探测技术中心,江西省气象局新型自动站采购项目合同协议书,协调能力,组织气象服务
7443,济南黄河河务局天桥黄河河务局,中央单位批量集中采购简易合同,协调能力,组织水利服务
7444,玉门建化工业区管委会,锅炉房供热系统项目,协调能力,组织产业园区服务
7445,东乡县教育局,农村义务教育学生营养餐改善计划采购项目,协调能力,提供公共教育服务
7446,中国海洋报社,闪光灯采购项目合同书,协调能力,支持海洋宣传服务
7447,中国科学院武汉植物园,气相色谱仪供货合同,协调能力,支持科研机构
7448,国家海洋局宁德海洋环境监测中心站,强腐蚀性化学品储存柜采购项目成交合同,协调能力,组织海洋监测服务
7449,中国科学院上海应用物理研究所,移动工作站,协调能力,支持科研信息化
7450,中国检验检疫科学研究院,现场用多功能计量炉采购合同,合规能力,支持检验检疫科研
7451,云南出入境检验检疫局检验检疫技术中心,多样品平行蒸发系统采购合同,合规能力,支持检验检疫能力
7452,中国国土资源航空物探遥感中心,投影仪传真机采购合同,协调能力,支持国土资源调查
7453,中国国土资源航空物探遥感中心,专用设备采购合同,协调能力,支持国土资源调查
7454,中国科学院重庆绿色智能技术研究院,太赫兹源实验平台装修工程施工补充合同,协调能力,支持科研设施
7455,山丹县李桥乡人民政府,精准扶贫项目二标段二包,协调能力,组织扶贫服务
7456,庆阳市国营合水林业总场平定川林场,2014年度天然林资源保护工程二期公益林建设项目,协调能力,组织林业生态服务
7457,长江水利委员会长江科学院,水工材料化学性能测试系统设备购置,协调能力,支持水利科研
7458,国家海洋局第三海洋研究所,海洋三所地质样品库装修改造工程,协调能力,支持海洋科研
7459,国家海洋局北海海洋环境监测中心站,全站仪采购合同,协调能力,组织海洋监测服务
7460,庆阳市西峰区林业局,北石窟荒山绿化项目三包,协调能力,组织林业生态服务
7461,西安市国家税务局,综合业务办公用房维修改造电梯采购及安装项目合同,提取能力,支持税务基础设施
7462,中国科学技术馆,2015年科普大篷车车载展品采购项目合肥探奥,协调能力,提供科普公共文化服务
7463,水利部水利信息中心,水利部预算单位联网信道租用项目,协调能力,支持水利信息化
7464,国家纳米科学中心,服务器,协调能力,支持科研信息化
7465,水利部交通运输部国家能源局南京水利科学研究院,碳氮同位素质谱仪技术合同书,协调能力,支持水利科研
7466,陇西县教体局,陇西县教体局教学设备采购项目,协调能力,提供公共教育服务
7467,庆阳市西峰区文学艺术联合会,中国梦黄土情西峰区文艺作品荟萃丛书印刷服务采购项目合同,协调能力,支持公共文化服务
7468,甘肃省新闻出版广电局,甘肃2015年中央广播电视节目无线数字化覆盖工程项目卫星信号源接收设备,协调能力,提供公共广播电视服务
7469,中国科学技术馆,2015年科普大篷车车载展品采购项目杭州致知合同,协调能力,提供科普公共文化服务
7470,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7471,青岛海洋地质研究所,测量数据与处理软件,协调能力,支持海洋地质科研
7472,中国科学技术大学,空调采购,协调能力,支持高等教育
7473,中央国家机关政府采购中心,中央单位批量集中采购供货合同,协调能力,政府采购服务
7474,陇西县农村能源站,太阳能采购项目,协调能力,组织农村能源服务
7475,中国人民银行金融信息中心,中央国家机关政府采购网上竞价合同,提取能力,支持金融监管能力
7476,国家海洋局第二海洋研究所,全海深多波束测深系统合同,协调能力,支持海洋科研
7477,国家测绘局四川测绘产品质量监督检验站,机架服务器采购项目,协调能力,支持测绘服务
7478,四川省绵阳等市区县气象局,四川省气象局新型自动气象站设备采购项目合同协议书,协调能力,组织气象服务
7479,中国地质调查局西安地质调查中心,网上竞价合同,协调能力,支持地质调查服务
7480,中国科学院上海应用物理研究所,X射线自由电子激光试验装置项目高低压开关柜设备采购合同,协调能力,支持科研设施
7481,中国科学技术大学,视频会议系统采购,协调能力,支持高等教育
7482,扬子江工程咨询有限公司湖北,水体藻毒素分析系统设备购置,协调能力,支持水利工程咨询
7483,中华人民共和国罗湖海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7484,中国银行业监督管理委员会汕头监管分局,便携式电脑采购项目,提取能力,支持金融监管能力
7485,中国科学院重庆绿色智能技术研究院,超算服务器采购项目,协调能力,支持科研信息化
7486,国家海洋局第二海洋研究所,生物特征采集一体机采购,协调能力,支持海洋科研
7487,无供应商,贵州省六盘水市水文水资源局标志牌项目,其他,无明确政府机构
7488,中国科学院西安光学精密机械研究所,高性能相位噪声和阿兰方差分析仪,协调能力,支持科研能力
7489,和政县扶贫办,良种羊采购项目,协调能力,组织扶贫服务
7490,和政县发改局,广河县十三五规划项目合同书,协调能力,支持发展规划服务
7491,中国科学院兰州化学物理研究所,电化学腐蚀摩擦磨损试验机,协调能力,支持科研能力
7492,中国土地勘测规划院,北京市高校教育用地集约利用评价和政策研究,协调能力,组织土地测绘服务
7493,中国海洋报社,相机配件采购项目合同书,协调能力,支持海洋宣传服务
7494,中华人民共和国商务部办公厅,商务部更新文印设备采购项目,协调能力,支持商务管理
7495,中国科学院计算机网络信息中心,2015年修购采购项目协同科研云服务网络与信息安全建设项目采购合同,协调能力,支持科研信息化
7496,国家海洋局第二海洋研究所,深海锚系维修维护备品备件购置合同,协调能力,支持海洋科研
7497,国家海洋局第二海洋研究所,水体光谱连续采集系统采购合同,协调能力,支持海洋科研
7498,中国残疾人联合会,县级残联流动服务车项目采购合同,协调能力,提供残疾人公共服务
7499,中国检验检疫科学研究院,便携式红外辐射面源采购合同,合规能力,支持检验检疫科研
7500,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务4分包,协调能力,组织土地测绘服务
7501,国家海洋局南海工程勘察中心,高精度动态差分全球定位仪RTKGPS,协调能力,组织海洋调查服务
7502,中国海监第九支队,中央国家机关政府采购网上竞价合同,协调能力,支持海监服务
7503,中国残疾人联合会,贫困成年听力残疾人助听器项目采购合同,协调能力,提供残疾人公共服务
7504,国家海洋局南海调查技术中心,激光测距仪,协调能力,组织海洋调查服务
7505,国家文物局水下文化遗产保护中心,2015年国家水下文化遗产保护人才培训与队伍建设水下考古实习,协调能力,支持文化遗产保护
7506,黑龙江地理信息工程院,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7507,庆阳市庆化学校,电脑录播系统多媒体系统课桌椅采购,协调能力,提供公共教育服务
7508,中国科学技术馆,2015年科普大篷车车载展品采购项目上海智慧圆,协调能力,提供科普公共文化服务
7509,国家海洋局南海规划与环境研究院,货物采购合同,协调能力,支持海洋规划服务
7510,水利部水利信息中心,水利异地备份中心云架构容灾备份基础平台建设A01分包,协调能力,支持水利信息化
7511,庆阳市西峰区什社中学,实施校舍维修工程政府采购合同,协调能力,提供公共教育服务
7512,定西市人民代表大会常务委员会,办公通用设备项目政府采购购销合同,协调能力,支持人大服务
7513,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目六包,协调能力,组织林业生态服务
7514,青岛海洋地质研究所,实验室气体材料入围供应商,协调能力,支持海洋地质科研
7515,庆阳市西峰区园林管理局,庆阳市傅玄路道路绿化工程合同,协调能力,提供公共绿化服务
7516,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7517,中国电影科学技术研究所,数字拍摄及放映实验室设备升级项目采购合同第一包,协调能力,支持文化科技服务
7518,国家海洋局第三海洋研究所,卷式膜多功能小试设备,协调能力,支持海洋科研
7519,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目二包,协调能力,组织林业生态服务
7520,庆阳市西峰区后官寨初级中学,操场跑道及外围硬化绿化工程项目政府采购合同,协调能力,提供公共教育服务
7521,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务3分包,协调能力,组织土地测绘服务
7522,国家海洋局第二海洋研究所,宽频带地震仪采购合同,协调能力,支持海洋科研
7523,安徽省合肥市国家税务局,合肥市庐阳区国家税务局办税服务厅升级改造项目合同,提取能力,增强税务服务能力
7524,陕西省税务干部学校西北税务学校,电梯井施工合同,提取能力,支持税务培训
7525,大连市国家税务局,建设工程监理合同,提取能力,支持税务基础设施
7526,中国科学技术馆,2015年科普大篷车车载展品采购项目天煌第1包,协调能力,提供科普公共文化服务
7527,国家海洋局宁德海洋环境监测中心站,CAD软件采购项目网上竞价合同,协调能力,组织海洋监测服务
7528,长江水利委员会长江科学院,河口潮汐水流测控设备购置,协调能力,支持水利科研
7529,中国科学院重庆绿色智能技术研究院,国内采购合同,协调能力,支持科研机构
7530,国家海洋局第二海洋研究所,时间序列采样系统合同,协调能力,支持海洋科研
7531,陇西县公安局,警用摩托车采购,合规能力,增强公安装备能力
7532,水利部交通运输部国家能源局南京水利科学研究院,小孔径闪烁仪技术合同书,协调能力,支持水利科研
7533,国家海洋环境预报中心,电梯供货及安装合同,协调能力,支持海洋服务设施
7534,中国科学院上海天文台,便携式计算机,协调能力,支持科研运营
7535,中国银行业监督管理委员会铜仁监管分局,中央单位批量集中采购简易合同,提取能力,支持金融监管能力
7536,中科院上海应用物理研究所,技术服务合同实验楼工艺设备配套系统年度运行及维修保养,协调能力,支持科研设施
7537,中国地质调查局西安地质调查中心,网上竞价合同,协调能力,支持地质调查服务
7538,黄河水利委员会移民局,南水北调西线水文监测及岩芯库保管,协调能力,支持水利科研
7539,长江水利委员会长江科学院,水下环境移动监测系统设备购置,协调能力,支持水利科研
7540,凉州区丰乐镇敬老院,用煤采购项目合同,协调能力,提供养老公共服务
7541,庆阳市正宁林业总场西坡林场,2014年度森林抚育项目,协调能力,组织林业服务
7542,庆阳市西峰区农牧局,购置2015年全区冬小麦一喷三防农药政府采购合同,协调能力,组织农业服务
7543,国家海洋局第三海洋研究所,4040型卷式膜等采购,协调能力,支持海洋科研
7544,白银市白银区农发办,8万只无公害蛋鸡养殖基地扩建项目承包,协调能力,组织农业发展
7545,商务部,中央单位批量集中采购简易合同,协调能力,支持商务管理
7546,庆阳市国营合水林业总场平定川林场,后南湾资源管护站建设项目,协调能力,组织林业服务
7547,中国科学技术馆,2015年中国流动科技馆充气式移动球幕影院制作及相关服务合同天极星,协调能力,提供科普公共文化服务
7548,定西市植保植检站,定西市2015年小麦重大病虫害统防统治物资采购项目购销合同,协调能力,组织农业技术服务
7549,国家海洋局第二海洋研究所,全电动立体显微镜体视镜合同,协调能力,支持海洋科研
7550,中国土地勘测规划院,拉萨市建设用地节约集约利用评价日喀则市建设用地节约集约利用,协调能力,组织土地测绘服务
7551,中国科学院上海应用物理研究所,产品购销合同,协调能力,支持科研机构
7552,黄河水利委员会信息中心,2015年黄河水利委员会水利信息系统运行维护A包,协调能力,支持水利信息化
7553,张掖市甘州区人民医院,新生儿重症监护病房净化工程项目,协调能力,提供公共医疗服务
7554,陇西县菜子镇,中药材种植化肥项目,协调能力,组织农业服务
7555,西安市国家税务局,西安市国税局物业服务合同,提取能力,支持税务基础设施
7556,中国国土资源航空物探遥感中心,图形工作站采购合同,协调能力,支持国土资源调查
7557,中国科学院地球环境研究所,稳定同位素质谱平台,协调能力,支持科研能力
7558,国家新闻出版广电总局二九二台,监测显示系统及附属设施,协调能力,组织广播电视监测服务
7559,中国科学院兰州化学物理研究所,塔式服务器,协调能力,支持科研信息化
7560,通渭县体育运动中心,体育场地建设及体育馆设施设备项目,协调能力,提供公共体育服务
7561,山东黄河河务局山东黄河信息中心,通信设备配件采购项目合同,协调能力,支持水利信息化
7562,中国科学院上海天文台,台式计算机,协调能力,支持科研运营
7563,中国地质调查局西安地质调查中心,网上竞价合同,协调能力,支持地质调查服务
7564,中国科学院上海应用物理研究所,移动工作站,协调能力,支持科研信息化
7565,玉门市房地产管理局,廉租房绿化工程项目,协调能力,提供公共住房服务
7566,庆阳市西峰区农牧局,巩固退耕还林太阳能热水器项目政府采购购销合同三包,协调能力,组织农牧生态服务
7567,中国科学院西安光学精密机械研究所,超高分辨率傅里叶变换中红外光谱仪,协调能力,支持科研能力
7568,国家海洋局南海工程勘察中心,抛弃式温盐深仪,协调能力,组织海洋调查服务
7569,通渭县体育运动中心,鸡川镇榜罗镇体育场馆建设,协调能力,提供公共体育服务
7570,华池县畜牧兽医局,2014年退牧还草工程围栏架设安装施工合同书,协调能力,组织畜牧生态服务
7571,康县教育局,集中采购2015年全面改薄设备采购项目第一包,协调能力,提供公共教育服务
