序号,采购人,合同名称,分类,理由
18800,重庆市特种设备检测研究院,简易升降机政府采购购销合同,合规能力,特种设备检测机构负责安全检测
18801,中国银行业监督管理委员会泰州监管分局,合同,合规能力,银监部门负责银行业监管
18802,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院实训室搬迁改造一体化工程第1包,协调能力,高等职业院校提供新闻出版教育
18803,安徽省国土资源信息中心,安徽省地质资料馆监控及视频会议设备,提取能力,国土资源部门信息化建设
18804,青岛市国家税务局,青岛市国家税务局网络设备及其集成服务采购项目,提取能力,税务局负责国税征收管理
18805,青岛市国家税务局,青岛市国家税务局安全设备,提取能力,税务局负责国税征收管理
18806,青岛市国家税务局,青岛市国家税务局小型机采购项目,提取能力,税务局负责国税征收管理
18807,青岛市国家税务局,青岛市国家税务局税库银联网设备及集成服务项目,提取能力,税务局负责国税征收管理
18808,青岛市国家税务局,青岛市国家税务局税库银联网设备及集成服务项目,提取能力,税务局负责国税征收管理
18809,宁波市国土资源局,宁波市国土资源局地质灾害防治规划编制,提取能力,国土资源部门负责地质灾害防治
18810,青岛市国家税务局,青岛市国家税务局PC服务器及配套设备采购项目,提取能力,税务局负责国税征收管理
18811,静宁县经营管理站,静宁县农村土地承包经营权确权登记颁证项目（2015）二包,协调能力,农业部门负责土地确权
18812,青岛市国家税务局,青岛市国家税务局税库银联网设备及集成服务项目,提取能力,税务局负责国税征收管理
18813,青岛市国家税务局,青岛市国家税务局外网税税通、网页版纳税申报金税三期改造项目,提取能力,税务局负责国税征收管理
18814,青岛市国家税务局,青岛市国家税务局发票库房租赁项目,提取能力,税务局负责国税征收管理
18815,青岛市国家税务局,青岛市国家税务局存储设备扩容采购项目,提取能力,税务局负责国税征收管理
18816,青岛市国税局,青岛市国税局金税三期本地特色软件第三批次开发改造采购项目,提取能力,税务局负责国税征收管理
18817,海口市第十四中学,教师培训基地设备合同,协调能力,中学提供基础教育服务
18818,重庆市档案局,重庆市档案馆库房墙体维修合同,协调能力,档案部门负责档案管理
18819,宁波市精神病院(浙江省复员退伍军人精神病疗养院),浙江省复员退伍军人精神病疗养院采购彩色多普勒超声诊断仪项目,协调能力,精神病院提供医疗服务
18820,宁波市精神病院(浙江省复员退伍军人精神病疗养院),浙江省复员退伍军人精神病疗养院医院设备管理信息系统采购项目,协调能力,精神病院提供医疗服务
18821,武威市凉州区武南镇,武威市凉州区武南镇一事一议财政奖补项目村内道路修建项目第一标段,协调能力,乡镇政府负责基层公共服务
18822,武威市凉州区武南镇,武威市凉州区武南镇一事一议财政奖补项目村内道路修建项目,协调能力,乡镇政府负责基层公共服务
18823,安徽省文学艺术界联合会,安徽省文学艺术展示规划设计,协调能力,文联负责文学艺术工作
18824,安徽省社会科学界联合会,省社科联出版与印刷第2包,协调能力,社科联负责社会科学研究
18825,安徽省社会科学界联合会,省社科联出版与印刷第1包,协调能力,社科联负责社会科学研究
18826,安徽省社会科学界联合会,省社科联出版与印刷第3包,协调能力,社科联负责社会科学研究
18827,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院体育场改造,协调能力,高等职业院校提供新闻出版教育
18828,安徽省人民政府国有资产监督管理委员会,省属国有企业管理信息系统建设第3包,协调能力,国资委负责国有资产监管
18829,武威市凉州区黄羊镇,武威市凉州区黄羊镇2015年特色林果营养带农膜采购项目,协调能力,乡镇政府负责农业发展
18830,安徽省体育局训练基地管理中心,石关训练基地扩建改造工程审计及监理第1包,协调能力,体育部门负责运动训练
18831,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院实训楼网络改造及课程数字化建设第2：实训楼网络改造,协调能力,高等职业院校提供新闻出版教育
18832,中国人民武装警察部队安徽省消防总队后勤部,安徽省消防总队信息化建设第2包：卫星导航定位系统,合规能力,消防部门负责消防安全
18833,安徽中澳科技职业学院,安徽安徽中澳科技职业学院平安校园视频监控管理系统设备采购及安装,协调能力,高等职业院校提供教育服务
18834,中国人民武装警察部队安徽省消防总队后勤部,安徽省消防总队信息化建设第1包：网络及通讯设备,合规能力,消防部门负责消防安全
18835,巫溪县农业委员会,重庆市巫溪县政府采购货物购销合同,协调能力,农业部门负责农业发展
18836,中国气象局气象干部培训学院,气象教育培训教学管理与培训评估系统（2015年）开发合同,协调能力,气象部门负责气象人员培训
18837,安徽省科学技术厅,安徽省科学技术厅离任经济责任审计,协调能力,科技部门负责科技发展
18838,安徽省发展和改革委员会,安徽省节能量交易制度研究,协调能力,发改部门负责经济规划
18839,安徽省体育局训练基地管理中心,石关训练基地扩建和改造工程审计监理第2包,协调能力,体育部门负责运动训练
18840,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院实训楼网络改造及课程数字化建设第1包：课程数字化建设,协调能力,高等职业院校提供新闻出版教育
18841,安徽理工大学,教学实验仪器（国产部分）第2包:矿山机械虚拟实验室实验设备,协调能力,高等院校提供工程教育
18842,巫溪县国有资产监督管理中心,巫溪县国有资产监督管理中心采购针式打印机,协调能力,国资部门负责国有资产监管
18843,上海市青浦区金泽镇社区卫生服务中心,青浦区金泽镇社区卫生服务中心职工班车租赁合同,协调能力,社区卫生服务中心提供基层医疗
18844,巫溪县国有资产监督管理中心,重庆市政府采购货物购销合同,协调能力,国资部门负责国有资产监管
18845,上海市浦东新区城市网格化综合管理中心,浦东新区城市网格化管理信息系统维护项目,协调能力,城市管理部门负责网格化管理
18846,疾控中心,重庆市政府采购货物购销合同,协调能力,疾控中心负责疾病预防控制
18847,安徽医科大学,安徽医科大学2015年振兴计划教学科研设备第1包,协调能力,高等院校提供医学教育
18848,巫溪县农业委员会,重庆市政府采购合同,协调能力,农业部门负责农业发展
18849,巫溪县农业委员会,青脆李种苗购销合同,协调能力,农业部门负责农业发展
18850,三亚市天涯区城市管理局,产品购销合同,协调能力,城管部门负责城市管理
18851,国家康复辅具研究中心附属康复医院,销售合同,协调能力,康复医院提供康复医疗服务
18852,上海浦东出入境检验检疫局综合技术服务中心,汽车租赁,合规能力,检验检疫部门技术服务机构
18853,巫溪县卫生和计划生育委员会,重庆市政府采购购销合同,协调能力,卫生部门负责公共卫生管理
18854,巫溪县卫生和计划生育委员会,政府采购购销合同,协调能力,卫生部门负责公共卫生管理
18855,国家新闻出版广电总局二0二二台,进口真空电子管,协调能力,广电部门负责广播电视传输
18856,安徽省公安厅,安徽省公安厅警察训练总队技术中心业务用房设计,合规能力,公安机关负责警察训练
18857,巫溪县农业委员会,油菜种子购销合同,协调能力,农业部门负责农业发展
18858,巫溪县农业委员会,甘薯新品种政府采购合同,协调能力,农业部门负责农业发展
18859,巫溪县农业委员会,油菜生产机械购销合同,协调能力,农业部门负责农业机械化
18860,巫溪县农业委员会,绿肥种子采购,协调能力,农业部门负责农业发展
18861,巫溪县农业委员会,油菜生产机械销售合同,协调能力,农业部门负责农业机械化
18862,巫溪县农业委员会,农药购销合同,协调能力,农业部门负责农业生产
18863,巫溪县农业委员会,巫溪县农业委员会2015年抗重茬菌剂及叶面、多肽肥采购合同,协调能力,农业部门负责农业发展
18864,巫溪县农业委员会,产品采购合同,协调能力,农业部门负责农业发展
18865,巫溪县农业委员会,重庆市政府采购货物购销合同,协调能力,农业部门负责农业发展
18866,巫溪县农业委员会,货物购销合同,协调能力,农业部门负责农业发展
18867,巫溪县农业委员会,二行自走式玉米联合收获机生产采购合同,协调能力,农业部门负责农业机械化
18868,巫溪县农业委员会,采购油菜生产机械,协调能力,农业部门负责农业机械化
18869,巫溪县农业委员会,重庆市巫溪县政府绿肥种子采购合同,协调能力,农业部门负责农业发展
18870,巫溪县农业委员会,地膜和生物降解膜采购合同,协调能力,农业部门负责农业生产
