序号,采购人,合同名称,分类,理由
18600,中华人民共和国上海海事局,上海船员评估示范中心建设工程动力设备操作及动力装置测试分析与操作评估系统集成采购项目,协调能力,海事部门负责船员培训评估
18601,六安市特检中心,六安市特检中心网络及办公设备合同公告,合规能力,特种设备检验机构负责安全监管
18602,宁波市市政管理处,宁波市8月份公务车辆采购项目,协调能力,市政部门负责城市管理
18603,中华人民共和国上海海事局,上海船员评估示范中心建设工程240°航海模拟器C集成采购项目,协调能力,海事部门负责船员培训评估
18604,宁波市市政管理处,宁波市8月份公务车辆采购项目,协调能力,市政部门负责城市管理
18605,宁波市市政管理处,宁波市8月份公务车辆采购项目,协调能力,市政部门负责城市管理
18606,中华人民共和国上海海事局,上海船员评估示范中心建设工程动力设备拆装和金工工艺评估系统集成采购项目,协调能力,海事部门负责船员培训评估
18607,安徽省交通运输厅,省交通运输行政执法公开运行系统推广设备及软件第1包,协调能力,交通部门负责交通管理
18608,宁波市市政管理处,宁波市8月份公务车辆采购项目,协调能力,市政部门负责城市管理
18609,中华人民共和国上海海事局,上海船员评估示范中心建设工程240°航海模拟器A集成采购项目,协调能力,海事部门负责船员培训评估
18610,安徽省食品药品监督管理局,安徽省食品药品监督管理局机房建设第2包,合规能力,食品药品监管部门负责监管执法
18611,宁波市市政管理处,宁波市市政管理处2015年度市管桥梁特殊检测(结构检测)项目,协调能力,市政部门负责桥梁管理
18612,高台县少年军校,高台县少年军校学生宿舍床上用品询价采购政府采购合同,协调能力,学校提供教育服务
18613,安徽省食品药品监督管理局,安徽省食品药品监督管理局食品安全抽检监测系统,合规能力,食品药品监管部门负责食品安全监管
18614,宁波市市政管理处,宁波市市政管理处2015年度市管桥梁常规检测项目,协调能力,市政部门负责桥梁管理
18615,安徽省食品药品监督管理局,安徽省食品药品监督管理局食品药品监管行政执法系统1,合规能力,食品药品监管部门负责行政执法
18616,宁波市市政管理处,宁波市城市桥梁监测管理中心软硬件采购及安装,协调能力,市政部门负责桥梁管理
18617,宁波市市政管理处,宁波市市政管理处物业管理服务项目,协调能力,市政部门负责城市管理
18618,宁波市市政管理处,"五路四桥"桥梁监测管理系统补建项目,协调能力,市政部门负责桥梁管理
18619,国家新闻出版广电总局电影卫星频道节目制作中心,2015年电影频道电影后期制作系统扩建（国产设备政府采购）项目,协调能力,广电部门负责电影制作
18620,宁波市市政管理处,宁波市市政管理处物业管理服务项目,协调能力,市政部门负责城市管理
18621,宁波市市政管理处,宁波市市政管理处2015年度市管桥梁特殊检测(结构检测)项目,协调能力,市政部门负责桥梁管理
18622,中国科学院国家空间科学中心,镜面定位仪,协调能力,科研机构从事空间科学研究
18623,宁夏回族自治区卫生和计划生育委员会办公室,评测合同,协调能力,卫生部门负责公共卫生管理
18624,儋州市扶贫开发办公室,儋州市2015年扶贫物资采购项目（A包：三红蜜柚苗）购销合同,协调能力,扶贫部门负责扶贫开发
18625,中国地震局第二监测中心,国家地震数据灾备中心数据与灾备管理平台软件采购,协调能力,地震部门负责地震监测预报
18626,重庆工商大学,影视动画学院2014年校内实验室建设项目合同,协调能力,高等院校提供教育服务
18627,重庆工商大学,重庆工商大学长江上游经济研究中心交互式一体机合同,协调能力,高等院校提供教育服务
18628,重庆工商大学,重庆工商大学就业创业指导促进中心建设项目笔记本及计算机合同,协调能力,高等院校提供教育服务
18629,安徽医科大学,2015年医学生技能学习中心污水处理,协调能力,高等院校提供医学教育
18630,宁波市农业科学研究院,宁波市农业科学研究院林业所实验室操作台及附属设施采购项目,协调能力,农业科研机构从事农业研究
18631,重庆工商大学,松园餐厅、经管中心5P空调合同,协调能力,高等院校提供教育服务
18632,重庆工商大学,重庆工商大学2015年办公计算机合同,协调能力,高等院校提供教育服务
18633,重庆工商大学,兰花湖校区设计艺术分院新建教室计算机合同,协调能力,高等院校提供教育服务
18634,宁波市农业科学研究院,宁波市农业科学研究院林业所林业生态工程实验室设备采购项目,协调能力,农业科研机构从事林业研究
18635,重庆工商大学,重庆工商大学MBA中心教室多媒体讲台及音响设备合同,协调能力,高等院校提供教育服务
18636,宁波市农业科学研究院,宁波市农业科学研究院林业所林业生态工程实验室设备采购项目,协调能力,农业科研机构从事林业研究
18637,宁波市农业科学研究院,宁波市农业科学研究院化学发光扫描仪采购项目,协调能力,农业科研机构从事农业研究
18638,重庆工商大学,艺术学院2015年校内实验室项目（54台增加办公计算机（15台）合同,协调能力,高等院校提供教育服务
