序号,采购人,合同名称,分类,理由
4400,中国地质环境监测院,建设工程施工合同,协调能力,组织地质环境监测
4401,国家海洋局青岛海洋预报台,显示器合同,协调能力,组织海洋预报服务
4402,宁夏回族自治区新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程项目,协调能力,组织广播电视覆盖服务
4403,国家信息中心,投资项目在线审批监管平台一期工程中央平台项目合同,协调能力,组织信息服务
4404,黑龙江省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程项目,协调能力,组织广播电视覆盖服务
4405,中华人民共和国汕尾出入境检验检疫局,中央单位批量集中采购简易合同,合规能力,增强检验检疫能力
4406,西藏自治区拉萨市国家税务局,西藏自治区建设工程施工合同,提取能力,增强税收办公能力
4407,国家海洋局青岛海洋预报台,空调挂机（批量）采购合同,协调能力,组织海洋预报服务
4408,中华人民共和国梅林海关,中央批量集中采购建议合同,合规能力,增强海关监管能力
4409,国家海洋局青岛海洋预报台,专用相机合同,协调能力,组织海洋预报服务
4410,国家测绘局地下管线勘测工程院,图形工作站采购项目,协调能力,组织测绘服务
4411,防城港市港口区国家税务局,港口区国家税务局物业管理服务及食堂外包劳务采购合同,提取能力,增强税收办公能力
4412,西藏自治区国家税务局,西藏自治区国家税务局机关办公区物业管理采购项目合同,提取能力,增强税收办公能力
4413,江苏省仪征市国家税务局,扬州市仪征市国税局便携式电脑采购项目合同,提取能力,增强税收办公能力
4414,中国科学院上海药物研究所,建发(上海)有限公司进口合同,协调能力,组织科研服务
4415,国家基础地理信息中心,国家测绘成果档案存储与服务设施项目总集成项目,协调能力,组织测绘档案服务
4416,中华人民共和国梅林海关,中央单位批量集中采购简易合同,合规能力,增强海关监管能力
4417,王彬,JKSimFlotSBF浮选模拟软件采购合同,协调能力,组织科研服务
4418,王彬,原子吸收光谱仪设备采购合同,协调能力,组织科研服务
4419,国家海洋局北海分局,水质传感器采购项目,协调能力,组织海洋监测服务
4420,国家海洋局北海分局,船舶测报仪采购合同,协调能力,组织海洋监测服务
4421,黑龙江省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程项目,协调能力,组织广播电视覆盖服务
4422,黑河水资源与生态保护研究中心,中央单位批量集中采购简易合同,协调能力,组织水资源保护
4423,中国地质环境监测院,西峰寺科研基地基础设施及节能改造工程项目一一生活污水处理工程,协调能力,组织地质环境监测
4424,交通运输部东海救助局,东海救助局华英艇空调改造项目,协调能力,组织海上救助服务
4425,松辽水利委员会察尔森水库管理局,工程建设委托合同,协调能力,组织水库管理
4426,中国科学院上海药物研究所,建发（上海）有限公司进口合同,协调能力,组织科研服务
4427,防城港市港口区国家税务局,防城港市港口区国家税务局综合业务办公用房维修工程施工合同,提取能力,增强税收办公能力
4428,国家海洋局南海预报中心,国家海洋局南海预报中心工作站网上竞价合同,协调能力,组织海洋预报服务
4429,山东省济南市国家税务局,监理采购政府采购合同,提取能力,增强税务工程监理
4430,内蒙古自治区税务干部学校,内蒙古自治区税务干部学校廉政教育基地定制采购项目采购合同,提取能力,增强税务培训能力
4431,国家海洋局青岛海洋预报台,空调柜机采购合同,协调能力,组织海洋预报服务
4432,福建省新闻出版广电局,地面数字电视广播发射系统,协调能力,组织广播电视覆盖服务
4433,国家测绘局地下管线勘测工程院,图形工作站采购,协调能力,组织测绘服务
4434,国家海洋局南海预报中心,国家海洋局南海预报中心隔离网闸网上竞价合同,协调能力,组织海洋预报服务
4435,中国地质环境监测院,技术服务合同（含技术培训、技术中介）,协调能力,组织地质环境监测
4436,国家海洋局青岛海洋预报台,监控系统采购合同,协调能力,组织海洋预报服务
4437,江苏省仪征市国家税务局,扬州市仪征市国税局三星（3710）打印机采购项目合同,提取能力,增强税收办公能力
4438,中国人民银行,中国人民银行华为波分设备维保服务采购项目采购合同,提取能力,增强金融服务能力
4439,上哈市嘉定区国家税务局,上海市嘉定区税务局物业管理服务,提取能力,增强税收办公能力
4440,新疆维吾尔自治区墨玉县国家税务局,国税系统批量集中采购合同,提取能力,增强税收办公能力
4441,国家海洋局北海分局,通量观测系统采购合同,协调能力,组织海洋监测服务
4442,中国农业电影电视中心,中国农业电影电视中心影视资料数字化服务项目,协调能力,组织农业传媒服务
4443,陕西测绘地理信息局,中央单位批量集中采购简易合同,协调能力,组织测绘服务
4444,无供应商,遵义市公安局机关大院道路修缮及改造项目施工合同,合规能力,增强公安办公能力
4445,山东省济南市国家税务局,山东省济南市国家税务局数字声像档案系统采购合同,提取能力,增强税务档案管理
4446,国家测绘局地下管线勘测工程院,绘图仪设备采购,协调能力,组织测绘服务
4447,国家海洋局青岛海洋预报台,便携式工作站采购合同,协调能力,组织海洋预报服务
4448,中国人民银行,中国人民银行2015年赛门铁克防病毒管理系统技术支持服务采购项目采购合同,提取能力,增强金融信息安全
4449,国家海洋局青岛海洋预报台,实验室类仪器设备合同,协调能力,组织海洋预报服务
4450,山东省济南市国家税务局,山东省济南市国家税务局综合业务用房空调采购合同,提取能力,增强税收办公能力
4451,中央国家机关政府采购中心,台式计算机批量采购简易合同,协调能力,组织政府采购服务
4452,国家信息中心,投资项目在线审批监管平台一期工程监理项目技术服务合同,协调能力,组织信息服务
4453,松辽水利委员会察尔森水库管理局,工程施工监理合同,协调能力,组织水库管理
4454,陕西测绘地理信息局,中央单位批量集中采购简易合同,协调能力,组织测绘服务
4455,中国人民银行,中国人民银行东方通软件技术服务采购项目采购合同,提取能力,增强金融服务能力
4456,陕西测绘地理信息局,中央单位批量集中采购简易合同,协调能力,组织测绘服务
4457,国家海洋局青岛海洋预报台,空调挂机（批量）采购合同,协调能力,组织海洋预报服务
4458,西藏自治区国家税务局,西藏自治区国家税务局服务器虚拟化项目（二期）采购合同,提取能力,增强税务信息化能力
4459,交通运输部东海救助局,东海救助局华英393艇主机改造,协调能力,组织海上救助服务
4460,国家海洋局北海分局,剖面海流计采购合同,协调能力,组织海洋监测服务
4461,国家海洋局青岛海洋预报台,便携式工作站采购合同,协调能力,组织海洋预报服务
4462,江苏省宜兴市国家税务局,建设工程施工合同,提取能力,增强税收办公能力
4463,黑河水资源与生态保护研究中心,中央单位批量集中采购简易合同,协调能力,组织水资源保护
4464,中国人民银行,中国人民银行HDS高端磁盘阵列扩容（第二包）采购项目采购合同,提取能力,增强金融服务能力
4465,陕西测绘地理信息局,中央单位批量集中采购简易合同,协调能力,组织测绘服务
4466,国家海洋局青岛海洋预报台,船舶测报仪配件采购合同,协调能力,组织海洋预报服务
4467,中国人民银行,中国人民银行钞票清分处理设备及联机自动封包设备采购合同,提取能力,增强货币发行能力
4468,长江水利委员会水文局,中央国家机关政府采购网上竞价合同,协调能力,组织水文监测服务
4469,中央电视台,第十二、十三、十四演播室群高清改造（二）音频部分,协调能力,组织公共传媒服务
4470,长江水利委员会,工程规划涉及合同,协调能力,组织水利规划
4471,中国人民银行,中国人民银行金融信息中心数据中心机房强电配电系统、UPS系统以及弱电系统维保及技术支持服务采购合同,提取能力,增强金融服务能力
4472,全国人大机关服务中心,保安服务,协调能力,组织政府服务
4473,中国地质调查局水文地质环境地质调查中心,JC400压裂机购销合同,协调能力,组织地质调查服务
4474,河南新乡高新技术产业园区国家税务局,河南新乡高新技术产业园区国家税务局改造项目维修改造合同,提取能力,增强税收办公能力
4475,山东省青州市国家税务局,中央空调设备及安装合同,提取能力,增强税收办公能力
4476,国家海洋局青岛海洋预报台,便携式工作站采购合同,协调能力,组织海洋预报服务
4477,甘肃省张掖公路管理局临泽公路管理段,甘肃省张掖公路管理局临泽公路管理段2吨燃煤数控锅炉政府采购项目,协调能力,组织公路管理
4478,白银市平川区共和镇人民政府,白银市平川区共和镇人民政府项目所需太阳能路灯询价采购合同,协调能力,组织乡村建设
4479,河北省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程项目,协调能力,组织广播电视覆盖服务
4480,靖远县永新乡人民政府,靖远县永新乡土地整理补助面粉,协调能力,组织乡村扶贫
4481,松辽水利委员会察尔森水库管理局,船舶建造施工合同,协调能力,组织水库管理
4482,国家信息中心,云计算环境安全检测工具开发合同,协调能力,组织信息安全服务
4483,中国人民银行,中国人民银行电子签章软件技术支持服务采购项目采购合同,提取能力,增强金融服务能力
4484,松辽水利委员会察尔森水库管理局,招标代理合同,协调能力,组织水库管理
4485,国家测绘地理信息局第二地形测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
4486,山东省济南市国家税务局,山东省济南市国家税务局增值税发票大数据分析监控平台系统技术开发合同,提取能力,增强税务监控能力
4487,国家海洋局北海分局,元素分析仪采购合同,协调能力,组织海洋监测服务
4488,国家海洋局青岛海洋预报台,台站观测系统配件采购合同,协调能力,组织海洋预报服务
4489,国家海洋局南海预报中心,国家海洋局南海预报中心会商区升级改造项目施工合同,协调能力,组织海洋预报服务
4490,国家测绘局地下管线勘测工程院,管线棎测仪采购,协调能力,组织测绘服务
4491,涟源市国家税务局,建设工程施工合同,提取能力,增强税收办公能力
4492,国家海洋局南海预报中心,国家海洋局南海预报中心浮标网上竞价合同,协调能力,组织海洋预报服务
4493,山东省济南市国家税务局,装饰设计合同书,提取能力,增强税收办公能力
4494,中国人民银行,中国人民银行2015-2016年货币发行业务会计核算凭证印制服务采购合同,提取能力,增强货币发行能力
4495,中国福利彩票发行管理中心,"刮刮乐"十周年营销活动项目采购合同,协调能力,组织福利彩票服务
4496,娄底市娄星区国家税务局,政府采购合同协议书,提取能力,增强税收办公能力
4497,华北科技学院,华北科技学院四六级标准化考场建设,协调能力,组织高等教育服务
4498,西藏自治区拉萨市国家税务局,西藏自治区建设工程施工合同,提取能力,增强税收办公能力
4499,中国人民银行,中国人民银行互联网机架式漏洞扫描产品采购项目采购合同,提取能力,增强金融信息安全
4500,山东省济南市国家税务局,山东省济南市国家税务局行政办公网改版和驻场运维服务,提取能力,增强税务信息化能力
4501,中国银行业监督管理委员会哈密监管分局,便携式计算机采购,合规能力,增强银行监管能力
