序号,采购人,合同名称,分类,理由
500,青海省国家税务局,青海省国税局开发区机房UPS主机和电池设备采购项目合同,提取能力,增强税收征管能力
501,靖远县城乡规划局,靖远县2015年县级美丽乡村规划编制项目,协调能力,组织城乡规划服务
502,上海市国家税务局、上海市地方税务局、青海省国家税务局,青海省国家税务局税务制服项目采购合同,提取能力,增强税收征管能力
503,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
504,中央电视台,第九演播室扩声系统改造,协调能力,组织广播电视服务
505,中央电视台,2015年系统适配及单件设备转播部购置MirandaK2画面分割器,协调能力,组织广播电视服务
506,中央电视台,第九演播室扩声系统改造,协调能力,组织广播电视服务
507,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
508,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
509,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
510,青海省国家税务局,青海省国家税务局普通发票定点印制项目政府采购合同,提取能力,增强税收征管能力
511,靖远县城乡规划局,靖远县2015年省级美丽乡村规划编制项目,协调能力,组织城乡规划服务
512,中华人民共和国莆田出入境检验检疫局,A级化学防护服等设备,合规能力,增强检验检疫能力
513,靖远县城乡规划局,靖远县2015年市级美丽乡村规划编制项目,协调能力,组织城乡规划服务
514,靖远县文化体育和广播影视局,靖远县长城保护标识制作安装工程,协调能力,组织文化遗产保护
515,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
516,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
517,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
518,中华人民共和国大榭出入境检验检疫局,大榭出入境检验检疫局仪器设备采购合同,合规能力,增强检验检疫能力
519,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
520,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
521,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
522,青海省国家税务局,青海省国家税务局金税三期系统集成项目采购合同,提取能力,增强税收征管能力
523,靖远县文化体育和广播影视局,靖远县境内明长城重点段落防护工程,协调能力,组织文化遗产保护
524,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
525,青海省国家税务局,青海省国税系统2015年皮鞋采购项目政府采购合同,提取能力,增强税收征管能力
526,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
527,中国农业电影电视中心,物业服务合同,协调能力,组织农业宣传服务
528,国家新闻出版广电总局国际合作司,中国影视剧对象国本土化语言译配项目委托译配合同,协调能力,组织文化对外传播
529,无供应商,贵州大学仪器设备采购合同,协调能力,组织高等教育服务
530,海关总署物资装备采购中心,海关总署2015年门式车辆辐射探测设备采购项目合同书,合规能力,增强海关查验能力
531,国家税务总局,国家税务总局小型机续购维保服务项目第三包合同,提取能力,增强税收征管能力
532,四川省国家税务局,四川省国家税务局税务冬服制作采购合同,提取能力,增强税收征管能力
533,海关总署物资装备采购中心,海关总署2015年货检X光机采购项目合同书,合规能力,增强海关查验能力
534,国家基础地理信息中心,国家基础地理信息中心境外实验区测图数据处理项目合同,提取能力,采集地理信息数据
535,海关总署物资装备采购中心,海关总署2015年人体X光机采购项目合同书,合规能力,增强海关查验能力
536,国家安全生产应急救援指挥中心,信息系统工程委托监理合同,合规能力,增强安全生产监管
537,卫生部北京医院,全自动微生物鉴定/药敏分析系统,协调能力,组织公共医疗服务
538,四川省国家税务局,四川省国家税务局税务短袖夹克等制服制作采购合同,提取能力,增强税收征管能力
539,国家安全生产应急救援指挥中心,建设工程设计合同,合规能力,增强安全生产监管
540,四川省国家税务局,四川省国家税务局征管服务监控调度指挥中心新增设备及集成项目采购合同,提取能力,增强税收征管能力
541,国家基础地理信息中心,地理国情普查成果数据建库预处理与入库检查技术服务合同,提取能力,采集地理信息数据
542,司法部司法鉴定科学技术研究所,进口代理协议,合规能力,增强司法鉴定能力
543,司法部司法鉴定科学技术研究所,委托招标代理合同,合规能力,增强司法鉴定能力
544,司法部司法鉴定科学技术研究所,政府采购协议/合同（货物类）,合规能力,增强司法鉴定能力
545,司法部司法鉴定科学技术研究所,政府采购协议/合同（货物类）,合规能力,增强司法鉴定能力
546,国家林业局竹子研究开发中心,国家林业局竹子研究开发中心采购合同,协调能力,组织林业科学研究
547,海关总署物资装备采购中心,海关总署2015年门式行人辐射探测设备采购项目合同书,合规能力,增强海关查验能力
548,海关总署物资装备采购中心,海关总署2015年门式行人辐射探测设备合同,合规能力,增强海关查验能力
549,国家林业局竹子研究开发中心,国家林业局竹子研究开发中心采购合同,协调能力,组织林业科学研究
550,司法部司法鉴定科学技术研究所,委托招标代理合同,合规能力,增强司法鉴定能力
551,司法部司法鉴定科学技术研究所,政府采购协议/合同（货物类）,合规能力,增强司法鉴定能力
552,司法部司法鉴定科学技术研究所,进口代理协议,合规能力,增强司法鉴定能力
553,司法部司法鉴定科学技术研究所,进口代理协议,合规能力,增强司法鉴定能力
554,司法部司法鉴定科学技术研究所,委托招标代理合同,合规能力,增强司法鉴定能力
555,上海医疗器械进出口有限公司,买卖合同,协调能力,组织医疗器械服务
556,上海医疗器械进出口有限公司,买卖合同,协调能力,组织医疗器械服务
557,海关总署物资装备采购中心,海关总署2015年门式行人辐射探测设备合同,合规能力,增强海关查验能力
558,上海医疗器械进出口有限公司,买卖合同,协调能力,组织医疗器械服务
559,111,测试数据,协调能力,测试数据无法分类
560,111,测试数据,协调能力,测试数据无法分类
561,111,测试数据,协调能力,测试数据无法分类
562,111,测试数据,协调能力,测试数据无法分类
563,111,测试数据,协调能力,测试数据无法分类
564,111,测试数据,协调能力,测试数据无法分类
565,111,测试数据,协调能力,测试数据无法分类
566,111,测试数据,协调能力,测试数据无法分类
567,111,测试数据,协调能力,测试数据无法分类
568,111,测试数据,协调能力,测试数据无法分类
569,111,测试数据,协调能力,测试数据无法分类
570,111,测试数据,协调能力,测试数据无法分类
571,海关总署物资装备采购中心,金关工程二期统一通信系统采购项目合同书,提取能力,增强海关数据采集
572,海关总署物资装备采购中心,海关信息系统采购先持计2015-2016年度软件升级及实施服务合同书,提取能力,增强海关数据采集
573,国家广播电影电视总局监管中心,中央国家机关政府采购网上竞价合同,合规能力,增强广电监管能力
574,国家税务总局,可控FTP升级完善及运行维护服务合同,提取能力,增强税收征管能力
575,海关总署物资装备采购中心,海关统计执法评估系统SAS软件续约服务项目合同书,提取能力,增强海关数据分析
576,国家税务总局,扫描仪采购合同,提取能力,增强税收征管能力
577,内蒙古自治区国家税务局,内蒙古自治区国家税务局存储扩容项目采购合同,提取能力,增强税收征管能力
578,海关总署物资装备采购中心,海关总署2015年金关工程二期网络设备采购项目04包合同书,提取能力,增强海关数据采集
579,海关总署物资装备采购中心,海关总署2015年金关工程二期网络设备采购项目01包合同书,提取能力,增强海关数据采集
580,东乡族自治县教育局,东乡族自治县2015年秋季学期农村义务教育学生营养改善计划采购项目采购合同,协调能力,组织教育公共服务
581,东乡族自治县教育局,东乡族自治县2015年秋季学期农村义务教育学生营养改善计划采购项目采购合同,协调能力,组织教育公共服务
582,内蒙古自治区国家税务局,内蒙古自治区国家税务局视频会议终端设备项目采购合同,提取能力,增强税收征管能力
583,天水市第一人民医院,天水市第一人民医院住院医师规范化培训基地设备采购项目,协调能力,组织公共医疗服务
584,内蒙古自治区国家税务局,内蒙古自治区国家税务局服务器虚拟化软件及服务采购合同,提取能力,增强税收征管能力
585,国家税务总局,PC服务器维保合同,提取能力,增强税收征管能力
586,海关总署物资装备采购中心,海关总署2015年金关工程二期网络设备采购项目05包合同书,提取能力,增强海关数据采集
587,中华人民共和国江苏出入境检验检疫局,硫酰氟检测仪,合规能力,增强检验检疫能力
588,北京中医药大学,教学监控、信号屏蔽系统,协调能力,组织高等教育服务
589,全国人大机关服务中心、全国人大会议中心,全国人大机关复印纸批量采购合同,协调能力,组织政务服务保障
590,国家海洋环境监测中心,中央国家机关政府采购网上竞价合同,协调能力,组织海洋环境监测
591,国家海洋环境监测中心,国家海洋环境监测中心2015年海域使用动态遥感监测卫星数据采购合同,提取能力,采集海洋遥感数据
592,国家海洋局天津海水淡化与综合利用研究所,除垢溶萃分析仪购销合同,协调能力,组织海洋科学研究
593,北京中医药大学,交互式液晶触摸屏、视频交互系统,协调能力,组织高等教育服务
594,北京中医药大学,核心机房建设,协调能力,组织高等教育服务
595,北京中医药大学,多媒体设备,协调能力,组织高等教育服务
596,国家海洋环境监测中心,海洋生态监管数据库建设合同,提取能力,采集海洋监测数据
597,宁波市国家税务局,宁波市国家税务局外围系统运维服务合同,提取能力,增强税收征管能力
598,北京中医药大学,崩解时限仪等,协调能力,组织高等教育服务
599,国家海洋环境监测中心,国家海洋环境监测中心机柜采购项目合同,协调能力,组织海洋环境监测
