序号,采购人,合同名称,分类,理由
12600,水利部水土保持监测中心,全国水土流失动态监测与公告—水土流失调查与专题图制作中标结果公告,协调能力,水土保持
12601,武威第十二中学,武威第十二中学采暖锅炉购置安装项目,协调能力,基础教育
12602,中国林业科学研究院沙漠林业实验中心,供货合同及代理协议,协调能力,林业科研
12603,安徽省畜禽遗传资源保护中心,安徽省2015年畜牧良种补贴采购第4包肉用西门塔尔牛冷冻精液,协调能力,畜牧管理
12604,庆阳市环境监测站,庆阳市环境监测空气自动监测子站备用设备,协调能力,环境监测
12605,安徽省公安厅警察训练总队,安徽省公安厅警察训练总队教学楼维修维护工程,合规能力,警察培训
12606,安徽农业大学,安徽农业大学中央财政支持地方高校建设项目仪器设备采购第11包,协调能力,高等教育
12607,皖西学院,皖西学院2015年教学仪器采购第31包,协调能力,高等教育
12608,敦煌市农业综合开发办公室,敦煌市世界银行贷款可持续发展农业项目,协调能力,农业开发
12609,白银市工业学校,白银市工业学校陶瓷工艺实训基地采购项目,协调能力,职业教育
12610,安徽省畜禽遗传资源保护中心,安徽省2015年畜牧良种补贴采购第2包乳肉兼用西门塔尔牛冷冻精液,协调能力,畜牧管理
12611,安徽省国有林管理局,安徽省公益林年度数据更新,协调能力,林业管理
12612,安徽财经大学,安徽财经大学数字资源、图书资料第1包,协调能力,高等教育
12613,北海市国家税务局,北海市国税局发电机组采购及安装合同,提取能力,税务系统
12614,敦煌市黄渠乡政府,酒泉市敦煌市黄渠乡政府购置蔬菜设施拱棚示范园区拱棚材料项目,协调能力,农业管理
12615,安徽省畜禽遗传资源保护中心,安徽省2015年畜牧良种补贴采购第1包荷斯坦奶牛冷冻精液,协调能力,畜牧管理
12616,国家税务总局,国家税务总局网络集成项目合同书,提取能力,税务系统
12617,敦煌市农业综合开发办公室,酒泉市敦煌市世界银行贷款可持续发展农业项目,协调能力,农业开发
12618,合肥市农业委员会,美好乡村光伏电站工程第2包,协调能力,农业管理
12619,凉州区新华乡人民政府,凉州区新华乡深沟村体育健身场地硬化健身项目,协调能力,村级公益建设
12620,凉州区农村能源办公室,凉州区2014年巩固退耕还林成果和农村能源项目物资采购二包,协调能力,农村能源
12621,阜阳师范学院,阜阳师范学院2015信息学院教学设备采购第1包,协调能力,高等教育
12622,临泽县陵园管理处,临泽县陵园管理处围墙工程施工合同,协调能力,民政服务
12623,甘肃省抗旱防汛指挥部办公室,甘肃省"十三五"抗旱规划项目（引调提水工程）计划,协调能力,防汛抗旱
12624,甘肃政法学院,甘肃政法学院政府采购项目,协调能力,高等教育
12625,临泽县农业技术推广中心,临泽县农产品质量安全检测站建设项目仪器设备（电子天平、智能电热消解仪）政府采购项目采购合同包二,协调能力,农业技术推广
12626,临泽县农业技术推广中心,临泽县农产品质量安全检测站建设项目仪器设备（高效液相色谱仪、气相色谱仪）政府采购项目采购合同包一,协调能力,农业技术推广
12627,宜兴出入境检验检疫局,供货合同（国内贸易合同）,合规能力,出入境检验检疫
12628,中共临泽县委农村工作办公室,临泽县沙河镇西寨村小康路太阳能路灯架设政府采购合同（包五）,协调能力,村级公益建设
