序号,采购人,合同名称,分类,理由
16600,安徽省环境监测中心站,安徽省环境监测中心站能力建设仪器设备,协调能力,环保
16601,无供应商,台江县2015度井洞坳寨美丽乡村一事一议财政奖补小康寨建设项目,协调能力,基础设施
16602,安徽省环境监测中心站,安徽省环境监测中心站能力建设仪器设备,协调能力,环保
16603,中华人民共和国中山海关,中山海关缉私分局多制式测向设备和通讯分析系统采购项目合同书,提取能力,海关
16604,无供应商,施工承包合同,协调能力,其他
16605,中国国土资源航空物探遥感中心,资源一号02C卫星应用系统（地矿）项目数据接收和编程子系统（数据播报软件）开发,提取能力,地质调查
16606,中国国土资源航空物探遥感中心,资源一号02C卫星应用系统（地矿）项目数据智能组织及产品业务分发子系统,提取能力,地质调查
16607,中国国土资源航空物探遥感中心,资源一号02C卫星应用系统（地矿）项目作业平台子系统建设,提取能力,地质调查
16608,安徽警官职业学院,安徽警官职业学院东区学生浴室改造,合规能力,公安教育
16609,贵州省国家税务局,贵州省国家税务局政府采购合同,提取能力,税务
16610,靖远县房地产管理局,白银市靖远县惠安小区廉租住房室外电气设备采购及安装,协调能力,住建
16611,贵州省国家税务局,贵州省国家税务局政府采购补充合同,提取能力,税务
16612,合肥城市轨道交通有限公司,合肥市轨道交通2号线工程机电系统电梯设备供货及安装,协调能力,交通
16613,合肥市庐阳区教育体育局,庐阳区自适应教与学云应用系统建设第2包,协调能力,教育
16614,公安部物证鉴定中心,政府采购合同,合规能力,公安
16615,公安部物证鉴定中心,销售合同,合规能力,公安
16616,贵州省国家税务局,贵州省国家税务局网上版税服务厅开发及维护服务项目合同书,提取能力,税务
16617,合肥市排水管理办公室,二里河箱涵（肥西路-金寨路段）改造工程设计,协调能力,基础设施
16618,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16619,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16620,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16621,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16622,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16623,公安部物证鉴定中心,项目合同书,合规能力,公安
16624,公安部物证鉴定中心,项目合同书,合规能力,公安
16625,公安部物证鉴定中心,政府采购三方协议,合规能力,公安
16626,公安部物证鉴定中心,政府采购合同,合规能力,公安
16627,安徽省体育科学技术研究所,省国民体质监测中心建设运行,协调能力,体育
16628,机场海关,机场海关物业管理服务项目合同,提取能力,海关
16629,中国科学院高能物理研究所,改进型RFQ腔体制造合同书,协调能力,科研
16630,公安部物证鉴定中心,政府采购三方协议,合规能力,公安
16631,公安部物证鉴定中心,项目合同书,合规能力,公安
16632,公安部物证鉴定中心,项目合同书,合规能力,公安
16633,公安部物证鉴定中心,政府采购合同,合规能力,公安
16634,中国测绘科学研究院,2015年房山人卫站配电设施改造工程,提取能力,测绘
16635,公安部物证鉴定中心,政府采购合同,合规能力,公安
16636,公安部物证鉴定中心,政府采购合同,合规能力,公安
16637,合肥市重点工程建设管理局,合肥市重点工程建设管理局建设资金托管银行战略合作招标,协调能力,基础设施
16638,中国科学院广州生物医药与健康研究院,中国科学院广州生物医药与健康研究院测序平台细胞制备处理系统招标项目政府采购合同,协调能力,科研
16639,无供应商,戒毒人员服装采购合同,合规能力,司法
16640,公安部物证鉴定中心,政府采购合同,合规能力,公安
16641,中国测绘科学研究院,2015年北太平路16号院修缮项目,提取能力,测绘
16642,敦煌智慧旅游有限责任公司,酒泉市敦煌市信息惠民国家试点城市创建工作自评价报告合同,协调能力,文旅
16643,无供应商,戒毒人员服装采购合同,合规能力,司法
16644,中国测绘科学研究院,2015年中国测绘科学研究院避雷设施改造工程,提取能力,测绘
16645,中国科学院广州生物医药与健康研究院,中国科学院广州生物医药与健康研究院干细胞制备平台专项设备（四）招标项目政府采购合同,协调能力,科研
16646,中国检验检疫科学研究院,检科院口岸核生化个人剂量仪供货合同,合规能力,检验检疫
16647,兰州文理学院,兰州文理学院造型艺术创意实验室采购合同,协调能力,教育
16648,合肥市公路管理局,2015-2016年合肥市公路局收费站、治超站和养护工区监理定点单位,协调能力,交通
16649,凉州区林业局,凉州区夹槽滩沙化土地封禁保护区项目,协调能力,林业
16650,合肥市重点工程建设管理局,合肥市大建设市政路桥路灯电源报装工程监理,协调能力,基础设施
16651,甘肃民族师范,甘肃民族师范学院音乐厅设备采购合同,协调能力,教育
