序号,采购人,合同名称,分类,理由
11400,暨南大学,激光纳米粒度仪采购合同,协调能力,高等教育设施
11401,安徽警官职业学院,安徽警官职业学院学生公寓加固工程第3包,协调能力,职业教育设施
11402,无供应商,贵州省社会保险事业局社会保险信息系统维护服务合同,协调能力,社会保险信息化
11403,蚌埠医学院,蚌埠医学院2015中央财政支持地方高校建设项目实验设备采购第4包,协调能力,高等教育设施
11404,中国科学技术馆,2015年中国流动科技馆充气式移动球幕影片合同（工业智能制造）,协调能力,科普教育服务
11405,泾川县林业局,泾川县林业局巩固退耕还林成果及三北防护林项目采购合同,协调能力,林业生态建设
11406,安徽大学,安徽大学教学仪器设备第7包,协调能力,高等教育设施
11407,合肥市重点工程建设管理局,合肥市对外劳务合作服务中心弱电智能化工程,协调能力,劳务合作设施
11408,安徽大学,安徽大学数据库采购第35包,协调能力,高等教育资源
11409,白银市总工会,会展中心公共卫生间、楼道墙壁、楼梯扶手护栏等设施进行改造修缮项目建设合同,协调能力,工会服务设施
11410,国家海洋局东海预报中心,投弃式海洋观测仪器采购,提取能力,海洋预报设施
11411,中国科学院植物研究所,网络附加存储网上竞价采购合同,协调能力,科研设施采购
11412,无供应商,产品买卖合同,协调能力,一般政府采购
11413,暨南大学,台式高速离心机、超纯水系统和高压灭菌锅采购合同,协调能力,高等教育设施
11414,无供应商,电脑,协调能力,办公设备采购
11415,暨南大学,全能凝胶成像系统和凝胶成像系统采购合同,协调能力,高等教育设施
11416,天津市国家税务局,天津市国家税务局互联网接入项目合同,提取能力,税务信息化建设
11417,合肥热电集团有限公司,合肥热电集团安装工程定点施工单位（蒸汽或热水管道）,协调能力,公用事业服务
11418,合肥市公安局,合肥市公安局公安网存储计算设备扩容,合规能力,公安信息化设施
11419,中国银行业监督管理委员会甘肃监管局,中央单位批量集中采购简易合同,合规能力,金融监管设施
11420,安徽省人力资源和社会保障厅,安徽省人力资源和社会保障厅内部审计,协调能力,人社服务管理
11421,暨南大学,高速离心机等生物实验设备采购合同,协调能力,高等教育设施
11422,正宁县林业局,正宁县林业局2015年秋季苗木采购项目合同,协调能力,林业生态建设
11423,渭源县大安乡,渭源县大安乡2015年村容村貌改造项目太阳能路灯供货合同,协调能力,农村基础设施
11424,安徽大学艺术与传媒学院,安徽大学艺术与传媒学院教学设备采购,协调能力,高等教育设施
11425,海关总署物资装备采购中心,海关总署2015年监管场所管理系统、物流底账数据应用系统、多式联运管理系统采购项目（03包）,提取能力,海关信息化建设
11426,甘肃省妇幼保健院,病案数字化系统项目政府采购合同,协调能力,公共医疗信息化
11427,临夏市城市管理综合行政执法局,临夏市城市管理综合行政执法局环卫车辆采购项目供货合同,协调能力,城市环卫设施
11428,广州市从化区国家税务局,广东省省级批量集中采购合同,提取能力,税务机关设施
11429,天津市和平区国家税务局,天津市和平区国家税务局综合业务办公用房更换中央空调项目合同,提取能力,税务机关设施
11430,合肥市第二人民医院,合肥市第二人民医院层流净化系统维保,协调能力,公共医疗服务
11431,海关总署物资装备采购中心,海关总署2015年监管场所管理系统、物流底账数据应用系统、多式联运管理系统采购项目(01包),提取能力,海关信息化建设
11432,安徽工商职业学院,安徽工商职业学院图书馆空调设备采购,协调能力,职业教育设施
11433,暨南大学,流式细胞仪采购合同,协调能力,高等教育设施
11434,海关总署物资装备采购中心,金关工程二期应用开发项目合同书,提取能力,海关信息化建设
11435,安徽大学,安徽大学数据库采购第41包,协调能力,高等教育资源
11436,安徽省国土资源厅,安徽省国土资源厅财务资产管理系统建设,提取能力,国土资源信息化
11437,北京化工大学,代理协议,协调能力,高等教育采购
11438,甘肃省第三人民医院,甘肃省第三人民医院腹腔镜等医疗设备采购项目合同书,协调能力,公共医疗设备
11439,无供应商,原都匀市公安局大楼新增电梯采购及安装合同,合规能力,公安机关设施
11440,甘肃省林业科学研究院,甘肃敦煌西湖湿地生态系统定位研究站建设项目政府采购合同,协调能力,林业科研设施
11441,定西市安定区中华路街道办事处,定西市安定区中华路街道办事处健身器材采购政府购销合同,协调能力,社区体育设施
11442,安徽省地方海事局,安徽省地方海事局船检专项设备采购,合规能力,海事船检设施
11443,暨南大学,多功能微孔检测系统采购合同,协调能力,高等教育设施
11444,中国美术馆,中国美术馆基建办公室艺术衍生品综合服务区域采购合同,协调能力,公共文化设施
11445,国家海洋局东海预报中心,投弃式海洋观测仪器采购,提取能力,海洋预报设施
11446,国家测绘地理信息局大地测量数据处理中心,图形工作站及移动硬盘采购合同,提取能力,测绘数据处理
11447,国家税务总局,国家税务总局税收业务类应用系统数据处理项目第二包合同书,提取能力,税务信息化建设
11448,合肥市重点工程建设管理局,合肥广电中心空调系统维修项目工程监理,协调能力,媒体设施维修
11449,安徽建筑大学,安徽建筑大学修缮工程第6包,协调能力,高等教育设施
11450,合肥市义城监狱,合肥市义城监狱罪犯行李箱和整理箱采购,合规能力,监狱设施保障
11451,皖西学院,皖西学院2015年教学仪器采购第39包,协调能力,高等教育设施
11452,水利部交通运输部国家能源局南京水利科学研究院,边坡土体力学性质测试设备和信号数据传输及反馈系统产品购销合同,协调能力,水利科研设施
11453,合肥东部新城建设投资有限公司,八斗镇磁能碳化厂轴重仪采购,协调能力,产业园区建设
11454,白银市老年福利公寓,白银市老年公寓室内装修改造工程项目,协调能力,养老服务设施
11455,北京化工大学,代理协议,协调能力,高等教育采购
11456,国家工商行政管理总局经济信息中心,国家法人单位信息资源库（一期）工程（工商总局建设部分）-工商总局企业信用信息公示系统升级改造项目合同书,提取能力,法人信息采集
11457,无供应商,贵州省政府办公厅印刷设备一批采购合同,协调能力,政务办公设施
11458,合肥铁路工程学校,合肥铁路工程学校实训组团（1号楼）建设工程,协调能力,职业教育设施
11459,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院云机房、配套设备及消防改造,协调能力,职业教育设施
11460,安徽省人民代表大会常务委员会办公厅,安徽省人大常委会办公厅运动场维修建设,协调能力,人大机关设施
11461,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第17包,协调能力,水利灌区建设
11462,安徽工商职业学院,安徽工商职业学院宣传摄影摄像设备采购,协调能力,职业教育设施
11463,国家卫星气象中心,数据存档和服务系统D星业务应用软件开发,提取能力,气象卫星数据
11464,中央国家机关政府采购中心,皇岗海关2015年11月大巴租赁合同,提取能力,海关后勤服务
11465,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第14包,协调能力,水利灌区建设
11466,兰州城市学院,兰州城市学院纸质图书政府采购项目一包购销合同,协调能力,高等教育资源
11467,甘肃省中医院,手法治疗床设备,协调能力,公共医疗设备
11468,岷县教育体育局,岷县2015年学前教育保教设备采购项目合同（第一包）,协调能力,学前教育设施
11469,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第9包,协调能力,水利灌区建设
11470,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第4包,协调能力,水利灌区建设
11471,甘肃省环境监测中心站,甘肃省地表水水质自动监测站第三方运维管理,提取能力,环境监测服务
11472,无供应商,政府采购合同,协调能力,一般政府采购
11473,安徽省审计厅,全省审计管理系统维保及容灾托管第2包,协调能力,审计信息化建设
11474,合肥市救助管理站,合肥市救助管理站家具及太阳能采购第2包：家具床上用品等采购,协调能力,社会救助服务
11475,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第2包,协调能力,水利灌区建设
11476,交通运输部上海打捞局,大型抢险打捞起重船船舶建造合同,协调能力,海上救捞设施
11477,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第13包,协调能力,水利灌区建设
11478,安徽省淠史杭灌区管理总局,2015年灌区续建配套工程第二批政府采购第5包,协调能力,水利灌区建设
11479,水利部交通运输部国家能源局南京水利科学研究院,土壤地下水旱情现场测试系统采购合同,提取能力,水利科研监测
11480,安徽工业经济职业技术学院,安徽工业经济职业技术学院空调线路改造,协调能力,职业教育设施
11481,甘肃省司法厅,基层司法行政标志服政府采购项目政府采购合同,合规能力,司法行政保障
11482,庆阳市博物馆,庆阳市博物馆大楼四周散水开裂、沉降维修,协调能力,公共文化设施
11483,安徽省质量技术监督局,安徽省质量技术监督局计量专业技术服务及评审第3包,合规能力,质量监督服务
11484,定西市安定区中华路街道办事处,定西市安定区中华路街道办事处办公自动化设备采购项目政府采购合同,协调能力,街道办公设施
11485,安徽省辐射环境监督站,安徽省辐射环境监督站长江西路自动站改造,合规能力,辐射环境监测
11486,兰州城市学院,兰州城市学院东校区网络改造项目购销合同,协调能力,高等教育信息化
11487,安徽省农业科学院农业经济与信息研究所,农业物联网科技图书出版印刷,协调能力,农业科技服务
11488,安徽省地方税务局,安徽省地方税务局CA认证项目调整网上自动赋码服务器采购,提取能力,税务信息化建设
