序号,采购人,合同名称,分类,理由
18400,中国科学院软件研究所,中国科学院软件研究所服务器采购项目结果公告,协调能力,科研机构从事软件研究
18401,重庆理工大学,重庆市政府采购服务购销合同,协调能力,高等院校提供教育服务
18402,拉萨市国家税务局,拉萨市国家税务局及县局复印纸采购合同,提取能力,税务局负责国税征收管理
18403,靖远县教育局,白银市靖远县农村义务教育学生营养改善计划所需食品及食品原材料采购项目（第一包）,协调能力,教育部门负责学生营养改善
18404,中国气象局气象探测中心,ZQC-H15003中国大陆构造环境监测网络技术服务项目技术服务合同,协调能力,气象部门负责气象监测
18405,武威第六中学,武威第六中学教学楼、办公楼内墙粉刷项目,协调能力,中学提供基础教育服务
18406,武威市凉州区公安局,武威市凉州区公安局警用枪柜采购项目,合规能力,公安机关负责社会治安管理
18407,中国气象局公共气象服务中心,ZQC-H15081中国气象局气象服务管理系统开发项目合同,协调能力,气象部门提供公共气象服务
18408,中国气象科学研究院,ZQC-T15123国家新舟60增雨飞机作业用机载焰条（一期）项目合同,协调能力,气象科研机构从事人工影响天气研究
18409,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购合同,合规能力,食品药品检验机构负责检测监管
18410,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包三）,合规能力,食品药品检验机构负责检测监管
18411,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包六）,合规能力,食品药品检验机构负责检测监管
18412,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包八）,合规能力,食品药品检验机构负责检测监管
18413,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包一）,合规能力,食品药品检验机构负责检测监管
18414,交通运输部东海航海保障中心上海海图中心,技术咨询合同,协调能力,交通部门负责航海保障服务
18415,成都市气象局,ZQC-T15168大气成分与雾霾天气监测系统项目采购合同,协调能力,气象部门负责气象监测
18416,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包五）,合规能力,食品药品检验机构负责检测监管
18417,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包九）,合规能力,食品药品检验机构负责检测监管
18418,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包四）,合规能力,食品药品检验机构负责检测监管
18419,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包七）,合规能力,食品药品检验机构负责检测监管
18420,中国气象局公共气象服务中心,ZQC-T15162中国天气网公有云租用项目合同,协调能力,气象部门提供公共气象服务
18421,交通运输部东海航海保障中心上海海图中心,交通运输部东海航海保障中心上海海图中心等级保护整改建设工程项目合同,协调能力,交通部门负责航海保障服务
18422,重庆市食品药品检验检测研究院,重庆市食品药品检验检测研究院仪器采购（包二）,合规能力,食品药品检验机构负责检测监管
18423,中国气象局机关服务中心,ZQC-T15232气候科技大楼一期集中空调风冷机组压缩机更新项目合同,协调能力,气象部门后勤服务
18424,安徽省卫生和计划生育委员会,2014年中央补助结核病防治药品采购第4包,协调能力,卫生部门负责疾病防控
18425,安徽省卫生和计划生育委员会,2014年中央补助结核病防治药品采购第2包,协调能力,卫生部门负责疾病防控
18426,安徽省卫生和计划生育委员会,2014年中央补助结核病防治药品采购第3包,协调能力,卫生部门负责疾病防控
18427,国家新闻出版广电总局五八二台,国家新闻出版广电总局五八二台应急代播系统改造项目,协调能力,广电部门负责广播电视传输
18428,合肥市第三人民医院,合肥市第三人民医院医疗设备及其它设备采购第4包：光动力治疗仪采购,协调能力,公立医院提供医疗服务
18429,中国气象局气象探测中心,ZQC-T15247大气成分平台与数据质量控制建设项目合同,协调能力,气象部门负责气象监测
18430,安徽省食品药品监督管理局,安徽省食品药品监督管理局机房建设第3包,合规能力,食品药品监管部门负责监管执法
18431,重庆工商大学,重庆工商大学化学实验教学设备及排风系统改进建设项目（包）1合同,协调能力,高等院校提供教育服务
18432,重庆工商大学,重庆工商大学办公耗材及供应商资格合同,协调能力,高等院校提供教育服务
18433,重庆工商大学,重庆智能金融实验与实践中心仪器设备合同,协调能力,高等院校提供教育服务
18434,重庆工商大学,重庆工商大学社会学省级重点学科建设项目数据库及软件（包）1合同,协调能力,高等院校提供教育服务
18435,重庆工商大学,重庆工商大学舆情研究中心软件及服务项目合同,协调能力,高等院校提供教育服务
