序号,采购人,合同名称,分类,理由
12400,泾川县教育局,泾川县2015年"全面改薄"项目—实验设施及实验仪器采购合同,协调能力,基础教育
12401,兰州资源环境职业技术学院,兰州资源环境职业技术学院气象系资源库建设政府采购项目合同,协调能力,高等教育
12402,安徽省社会科学界联合会,安徽省社科联出版与印刷第2包,协调能力,社科研究
12403,安徽省新闻出版广电局,安徽省新闻出版广电局简报、通讯录等印刷,协调能力,文化管理
12404,国家海洋局第三海洋研究所,轻便型高频震动钻机等采购,协调能力,海洋研究
12405,国家海洋局第三海洋研究所,声场调查耗材,协调能力,海洋研究
12406,国家海洋局第三海洋研究所,便携式水质监测浮标,协调能力,海洋研究
12407,安徽警官职业学院,安徽警官职业学院数字化动感校园LED显示屏采购,合规能力,警察培训
12408,合肥警备区,国防动员指挥中心综合球场及健身器材采购,协调能力,国防动员
12409,国家海洋局第三海洋研究所,磁屏蔽房,协调能力,海洋研究
12410,安徽省人口宣传教育中心,安徽省人口宣传教育中心两证印刷,协调能力,人口宣传
12411,国家测绘地理信息局第一大地测量队,中央国家机关政府采购网上竞价合同,提取能力,测绘服务
12412,国家海洋局第三海洋研究所,磁化率仪,协调能力,海洋研究
12413,安徽省人口宣传教育中心,安徽省人口宣传教育中心双百优文集印刷,协调能力,人口宣传
12414,中国民用航空局空中交通管理局航行情报服务中心,中国民用航空局空中交通管理局航行情报服务中心办公用品采购项目,协调能力,民航管理
12415,安徽省社会科学界联合会,安徽省社科联出版与印刷第3包,协调能力,社科研究
12416,蚌埠医学院,蚌埠医学院设备采购第7包：药学系实验设备采购项目,协调能力,高等教育
12417,国家海洋局第三海洋研究所,微量馏分装置等,协调能力,海洋研究
12418,安徽省社会科学界联合会,安徽省社科联出版与印刷第1包,协调能力,社科研究
12419,国家海洋局第三海洋研究所,水下现场激光粒度仪,协调能力,海洋研究
12420,国家海洋局第三海洋研究所,高纯锗γ谱仪,协调能力,海洋研究
12421,合肥市排水管理办公室,2015年-2016年度防洪所水泵维修保养（第二包）,协调能力,市政排水
12422,国家海洋局第三海洋研究所,信号弹,协调能力,海洋研究
12423,合肥市食品药品监督检验所,合肥市食品药品监督检验所小型检验设备采购第1包,合规能力,食品药品监管
12424,合肥鑫城国有资产经营有限公司,新站区平板公租房太阳能热水系统设备采购及安装,协调能力,住房保障
12425,安徽商贸职业技术学院,安徽商贸职业技术学院设备采购第5包,协调能力,高等教育
12426,甘肃省新闻出版广电局微波传输中心,甘肃省新闻出版广电局微波传输中心备品备件项目采购合同,协调能力,广播电视
