序号,采购人,合同名称,分类,理由
14400,山东黄河河务局山东黄河信息中心,审计管理信息系统施工合同,协调能力,水利
14401,中国共产主义青年团甘肃省委员会,中国共产主义青年团甘肃省委员会大雁滩家属院暖气、给水管道改造项目供货合同,协调能力,共青团
14402,甘肃省产品质量监督检验中心,甘肃省产品质量监督检验中心国家包装质检中心检验能力项目供货合同,合规能力,质量监督
14403,武威市凉州区张义镇中路九年制学校,武威市凉州区张义镇中路九年制学校锅炉采购项目,协调能力,教育
14404,安徽省农业科学院,安徽省农科院作物科学大楼弱电工程,协调能力,农业科研
14405,庆城县食品药品监督管理局,庆城县食品药品监督管理局检验检测中心检验仪器采购合同,合规能力,食药监
14406,国家海洋技术中心,中央国家机关政府网上竞价采购合同,协调能力,海洋
14407,张掖市甘州区中心敬老院,张掖市甘州区中心敬老院无障碍通道附加工程项目,协调能力,养老服务
14408,中国科学院上海应用物理研究所,SXFEL微波功率源调制器脉冲电源,协调能力,科研
14409,安徽大学,安徽大学科研仪器设备第13包,协调能力,高等教育
14410,山东省国家税务局,山东省国家税务局灾备演练及灾备系统维保服务,提取能力,税务
14411,山东省国家税务局,山东省国家税务局网上办税平台等项目电话和远程技术支持服务,提取能力,税务
14412,庆阳市博物馆,庆阳市博物馆文物保护修复实验室设备采购项目,协调能力,文化
14413,凉州区大柳乡人民政府,凉州区大柳乡人民政府修建水侧和澡堂项目,协调能力,基层政府
14414,中国科学院沈阳自动化研究所,辽河油田油井远程计量与优化系统研制工程二期无线数采设备及相关无线网络模块设备采购合同,协调能力,科研
14415,安徽新闻出版职业技术学院,安徽新闻出版职业技术学院虚拟演播实训平台设备及软件采购,协调能力,高等教育
14416,安徽医科大学,安徽医科大学教学科研设备采购第1包,协调能力,高等教育
14417,中国科学院上海应用物理研究所,诊断光束线非标加工及光束线集成,协调能力,科研
14418,张掖市甘州区广播电视台,张掖市甘州区广播电视台高清编辑设备采购项目第一包,协调能力,传媒
14419,全国社会保障基金理事会,境内法律顾问服务合作协议,协调能力,社保
14420,甘肃省人民检察院,甘肃省人民检察院速印复印一体机项目政府采购合同,合规能力,检察院
14421,金昌市金川区教育局,金昌市金川区教育局青少年实践基地项目,协调能力,教育
14422,武威第十一中学,武威第十一中学冬季用煤采购项目,协调能力,教育
14423,水利部产品质量标准研究所,政府采购委托代理协议,协调能力,水利
14424,凉州区林业局,凉州区林业局夹槽滩保护区项目固沙造林河人工促进自然修复建设任务采购项目二包,协调能力,林业
14425,宿州学院,宿州学院新征地一期工程及道路管网设计第1包,协调能力,高等教育
14426,安徽省福利彩票发行中心,安徽省福利彩票发行中心2016年安徽福彩宣传第6包,协调能力,福利彩票
14427,国家税务总局,国家税务总局2015年第五期国税系统PC机批量集中采购项目第II包协议,提取能力,税务
14428,合肥城市轨道交通有限公司,合肥市轨道交通1号线一、二期工程车站广告灯箱定点供应商第2包,协调能力,基础设施
14429,厦门市国家税务局,厦门市国家税务局存储设备采购合同,提取能力,税务
14430,全国社会保障基金理事会,境内法律顾问服务合作协议,协调能力,社保
14431,张掖市甘州区博物馆大,张掖市甘州区博物馆大佛寺文物仿制旅游产品项目,协调能力,文化
14432,安徽大学,安徽大学数据库采购第19包,协调能力,高等教育
14433,凉州区古城学区,凉州区古城学区中小学冬季取暖用煤采购项目,协调能力,教育
14434,凉州区丰乐中学,凉州区丰乐中学学生宿舍电暖改造项目,协调能力,教育
14435,张掖市甘州区党寨镇,张掖市甘州区党寨镇2015年第二批村级公益事业建设一事一议财政奖补计划项目十号村,协调能力,农村建设
14436,国家卫星气象中心,风云三号02批气象卫星地面应用系统工程仿真与开发系统业务应用软件技术开发合同,协调能力,气象
14437,安徽省福利彩票发行中心,安徽省福利彩票发行中心2016年安徽福彩宣传第7包,协调能力,福利彩票
14438,安徽省发展和改革委员会,安徽省高端装备产业发展基础和方向研究,协调能力,发展改革
14439,山东黄河河务局黄河河口管理局,中央单位批量集中采购简易合同,协调能力,水利
14440,安徽农业大学,安徽农业大学消防自动化系统2016年维护检测与保养,协调能力,高等教育
14441,安徽省非物质文化遗产保护中心,安徽省国家级非遗代表性传承人信息记录工程（二）,协调能力,文化
14442,甘肃省审计厅,甘肃省审计厅计算机设备购置项目政府采购合同,协调能力,审计
14443,江西省国家税务局,小型机采购合同,提取能力,税务
14444,湖北省国家税务局,湖北省国家税务局维保服务合同（第五包）,提取能力,税务
14445,华北科技学院,华北科技学院图书馆网络机房核心系统改造中标合同,协调能力,高等教育
14446,厦门市国家税务局,厦门市国家税务局金税三期虚拟化存储设备采购合同,提取能力,税务
14447,凉州区武南学区,凉州区武南学区中小学冬季用煤采购项目,协调能力,教育
14448,金昌市金川区第一小学,金昌市金川区各小学教学楼直饮水设备项目,协调能力,教育
