序号,采购人,合同名称,分类,理由
6400,国家海洋局南海海洋工程勘察与环境研究院,中央国家机关政府采购合同,协调能力,组织海洋服务
6401,国家税务总局,安全审计系统售后服务项目合同,提取能力,增强税务信息安全能力
6402,中国土地勘测规划院,中国土地勘测规划院外协项目合同书（2015全国土地利用变更调查监测与核查遥感监测任务19分包）,协调能力,组织土地规划服务
6403,庆阳市庆化学校,庆阳市庆化学校所需电脑、录播系统多媒体系统、课桌椅采购,协调能力,组织教育服务
6404,东方科学仪器上海进出口有限公司,激光跟踪仪,协调能力,组织科研服务
6405,张掖市山丹县位奇镇,张掖市山丹县位奇镇扶贫及新农村建设项目（六包）,协调能力,组织乡镇服务
6406,水利部水利信息中心,骨干网及部机关网络系统维护,协调能力,组织水利信息服务
6407,国家海洋局天津海水淡化与综合利用研究所,直读痕量元素定量仪技术协议,协调能力,组织海洋科研服务
6408,无供应商,遵义市天泰传媒广告有限公司广告认刊及发布合同,协调能力,组织广告服务
6409,庆阳市西峰区殡葬管理所,庆阳市西峰区殡葬管理所殡仪设施维修购置政府采购施工合同,协调能力,组织民政服务
6410,庆阳市西峰区人民政府南街街道办事处,庆阳市西峰区人民政府南街街道办事处购置安装室内全彩LED屏询价采购项目采购合同,协调能力,组织街道服务
6411,通渭县人民法院,通渭县人民法院基层法庭电供暖设备外保温设备及变压器设备采购及安装项目（一包）,合规能力,支持司法工作
6412,上海东星科技进出口有限公司,原子力显微镜,协调能力,组织科研服务
6413,中国科学院西安光学精密机械研究所,中国科学院西安光学精密机械研究所改扩建项目施工监理,协调能力,组织科研服务
6414,中国地质科学院地球物理地球化学勘查研究所,扫描仪采购合同,协调能力,组织地质科研服务
6415,中国科学院武汉植物园,基因枪供货合同,协调能力,组织科研服务
6416,庆阳市西峰区林业局,庆阳市西峰区北石窟荒山绿化项目（四包）,协调能力,组织林业服务
6417,国家海洋局南海工程勘察中心,船用柴油,协调能力,组织海洋勘察服务
6418,漳县教育体育局,漳县2014年全面改善农村义务教育薄弱学校基本办学条件教学设施,协调能力,组织教育服务
6419,玉门市公局,玉门市公安局刑事技术设备采购项目,合规能力,增强公安刑侦能力
6420,中国科学院兰州化学物理研究所,金属有机化学气相沉积系统,协调能力,组织科研服务
6421,庆阳市西峰区市容环境卫生管理局,庆阳市西峰区市容环境卫生管理局购置护栏清洗车设备政府采购购销合同,协调能力,组织环卫服务
6422,建发（上海）有限公司,飞秒激光器,协调能力,组织科研服务
6423,中国科学院上海天文台,移动工作站,协调能力,组织科研服务
6424,中国检验检疫科学研究院,中国检验检疫科学研究院全自动尿液分析仪采购合同,合规能力,增强检验检疫科研能力
6425,酒泉市肃州区教育局,酒泉市肃州区教育局智能化电采暖高压变台采购项目,协调能力,组织教育服务
6426,水利部 交通运输部 国家能源局南京水利科学研究院,南京水利科学研究院实验监控系统采购及服务合同,协调能力,组织水利科研服务
6427,中国科学院重庆绿色智能技术研究院,中国科学院重庆绿色智能技术研究院投影仪采购项目,协调能力,组织科研服务
6428,青岛海洋地质研究所,海上定位系统（含星站差分机和信标机）,协调能力,组织海洋地质服务
6429,中国土地勘测规划院,中国土地勘测规划院外协项目合同书（2015全国土地利用变更调查监测与核查遥感监测任务11分包）,协调能力,组织土地规划服务
6430,中国科学技术馆,中国科学技术馆2015年展览巡展服务项目第九包传统玩具中的科学,协调能力,组织科普服务
6431,无供应商,政府采购合同,协调能力,组织政府采购服务
6432,北京市水科学技术研究院,北京市灌溉用水有效利用系数分区县监测考核体系建设（四期）设备采购及安装合同文件,协调能力,组织水利科研服务
6433,庆阳市公安局西峰分局交通警察大队,庆阳市公安局西峰分局交通警察大队购置安装交通技术监控设备项目,合规能力,增强交通执法能力
6434,漳县教育体育局,漳县2014年全面改善农村义务教育薄弱学校基本办学条件教学设施,协调能力,组织教育服务
6435,国家海洋局第二海洋研究所,污染微生物快速鉴定系统合同,协调能力,组织海洋科研服务
6436,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,组织测绘服务
6437,中国科学技术馆,2015年科普大篷车采购项目江铃4包,协调能力,组织科普服务
6438,渭源县旅游局,渭源县景区外部交通干道旅游标识系统供货合同,协调能力,组织旅游服务
6439,崆峒区民政局,崆峒区民政局平板炉、炼灰炉尾气处理装置合同,协调能力,组织民政服务
6440,中国科学院武汉植物园,土壤养分测试仪供货合同,协调能力,组织科研服务
